排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
77,25837262,至爱梵高·星空之谜 Loving Vincent,2017,多洛塔·科别拉,道格拉斯·布斯/罗伯特·古拉奇克/埃莉诺·汤姆林森/杰罗姆·弗林/西尔莎·罗南/海伦·麦克洛瑞/克里斯·奥多德/约翰·塞森斯/艾丹·特纳/詹姆斯·格林尼/比尔·托马斯/马丁·赫德曼/理查德·班克斯/霍莉·厄尔,剧情/动画/传记,英语,英国 / 波兰,8.5,215877,43.20%,40.50%,14.50%,1.50%,0.20%,75034
78,1389915,一江春水向东流 一江春水向東流,1947,蔡楚生,白杨/陶金/舒绣文/上官云珠/吴茵,剧情,汉语普通话,中国大陆,8.5,14337,39.50%,47.90%,11.90%,0.50%,0.20%,4554
79,26754513,人生密密缝 彼らが本気で編むときは、,2017,荻上直子,生田斗真/桐谷健太/柿原玲佳/美村里江/小池荣子/门胁麦/田中美佐子/柏原收史/高桥枫翔/品川彻/江口德子/込江海翔,剧情/同性/家庭,日语,日本,8.5,51485,38.20%,48.20%,12.50%,0.90%,0.20%,20089
80,27109179,机动战士高达 雷霆宙域 BANDIT FLOWER 機動戦士ガンダム サンダーボルト BANDIT FLOWER,2017,松尾衡,中村悠一/木村良平/古川由利奈/逢坂良太/杉田智和/行成桃姬/大原沙耶香/平川大辅/小山刚志/上田耀司/滝知史,科幻/动画/战争,日语,日本,8.5,1032,43.90%,40.30%,13.40%,1.00%,1.40%,118
81,26421039,穆桂英挂帅(京剧),2017,夏钢,李胜素/于魁智/袁慧琴/杨赤/杜喆/黄炳强,戏曲,汉语普通话,中国大陆,8.5,563,47.40%,34.20%,15.80%,2.60%,0.00%,193
82,26951612,哈萨克汗国：不败之剑 Қазақ Хандығы: Алмас Қылыш,2017,鲁斯坦·阿卜杜拉舍夫,Kayrat Kemalo/多斯卡汗·索沙季诺夫,历史/战争,哈萨克语 / 俄语 / 蒙古语,哈萨克斯坦 / 俄罗斯,8.5,382,44.90%,40.70%,10.20%,2.50%,1.70%,103
83,30034295,文豪野犬 OAD 文豪ストレイドッグス OAD,2017,五十岚卓哉,上村佑翔/宫野真守/细谷佳正,动画/奇幻,日语,日本,8.5,1159,42.90%,40.00%,15.50%,1.10%,0.50%,179
84,27061486,向山进发 回忆的礼物 ヤマノススメ おもいでプレゼント,2017,山本裕介,井口裕香/阿澄佳奈/小仓唯/日笠阳子,爱情/动画/同性,日语,日本,8.5,229,41.30%,43.40%,13.80%,0.50%,1.10%,55
85,30214062,健忆舒心茶 健憶舒心茶,2017,冯子莱,,,粤语,美国,8.4,162,38.60%,44.70%,15.90%,0.80%,0.00%,56
86,26946286,妄想学生会2 OAD6 生徒会役員共* OAD6,2017,金泽洪充,浅沼晋太郎/日笠阳子/佐藤聪美/矢作纱友里/上坂堇/下田麻美/日野未步/加藤英美里/小见川千明/小林优/新井里美/田村睦心/椎名碧流/平野文/利根健太朗,喜剧/动画,日语,日本,8.5,377,46.30%,35.00%,17.40%,1.00%,0.30%,53
88,30269467,大鼻子情圣 Cyrano de Bergerac,2017,德尼·波达利德斯,德尼·波达利德斯,戏曲,法语,法国,8.5,131,46.70%,37.10%,12.40%,1.90%,1.90%,50
89,26607693,敦刻尔克 Dunkirk,2017,克里斯托弗·诺兰,菲恩·怀特海德/汤姆·格林-卡尼/杰克·劳登/哈里·斯泰尔斯/阿奈林·巴纳德/汤姆·哈迪/马克·里朗斯/巴里·基奥恩/基里安·墨菲/詹姆斯·达西/肯尼思·布拉纳/李·阿姆斯特朗/詹姆斯·布鲁尔/达米安·勃纳尔/布莱恩·威纳尔/哈利·理查森/艾略特·提特恩索/凯文·格思里/巴比·洛克伍德/米歇尔·贝尔/比利·豪尔/迈克尔·凯恩/约翰·诺兰/米兰达·诺兰,剧情/历史/战争,英语 / 法语 / 德语,英国 / 法国 / 美国 / 荷兰,8.4,656700,38.70%,45.70%,14.00%,1.20%,0.30%,179648
90,26888905,完美陌生人(西班牙版) Perfectos desconocidos,2017,艾利克斯·德·拉·伊格莱希亚,贝伦·鲁埃达/爱德华·费尔南德斯/欧内斯特·艾戴里欧/胡安娜·阿科斯塔/爱德华多·诺列加/达夫内·费尔南德斯,喜剧,西班牙语,意大利 / 西班牙,8.4,64071,35.40%,49.70%,13.70%,0.90%,0.20%,10061
91,26781703,上帝之国 God's Own Country,2017,弗朗西斯·李,乔什·奥康纳/亚力克·塞克雷亚努/杰玛·琼斯/哈利·莱斯特·史密斯/伊恩·哈特/梅拉尼·基尔伯恩/利亚姆·托马斯/帕齐·费伦/莫伊·哈桑/纳维德·乔杜里/莎拉·怀特,剧情/爱情/同性,英语,英国,8.4,51237,37.10%,45.60%,15.70%,1.30%,0.30%,18928
92,26848504,家族之苦2 家族はつらいよ2,2017,山田洋次,桥爪功/吉行和子/西村雅彦/夏川结衣/中岛朋子/林家正藏/妻夫木聪/苍井优/小林稔侍/风吹淳/中村鹰之资/丸山步梦/有园芳记/藤山扇治郎/徳永雄辉/剧团一人/笑福亭鹤瓶/广冈由里子/北山雅康/近藤公园,喜剧/家庭,日语,日本,8.4,32603,36.00%,50.50%,12.60%,0.80%,0.20%,11946
93,26842503,啊，荒野 前篇 あゝ、荒野 前篇,2017,岸善幸,菅田将晖/梁益准/木下明里/茂吕师冈/高桥和也/今野杏南/山田裕贵/河井青叶/前原滉/萩原利久/小林且弥/川口觉/山中崇/绪方义博/木村多江/中山裕介/山本浩司/铃木卓尔,剧情,日语,日本,8.4,28037,36.80%,48.20%,13.70%,1.10%,0.30%,8153
94,27101874,狐妖小红娘剧场版：千颜,2017,王昕,乔诗语/杨天翔/刘校妤/张杰/边江/李诗萌/陈张太康/魏超/龙吟,剧情/爱情/动画/奇幻,汉语普通话,中国大陆,8.4,7828,40.60%,41.00%,16.20%,1.30%,0.90%,1622
95,26872545,24帧 24 فریم,2017,阿巴斯·基亚罗斯塔米,,剧情,无对白,伊朗 / 法国,8.4,9328,42.50%,40.30%,13.70%,2.10%,1.30%,4502
96,27068887,BORDER 赎罪 BORDER2 贖罪,2017,常广丈太,小栗旬/青木崇高/波瑠,剧情/动作/犯罪,日语,日本,8.4,5364,36.90%,47.20%,14.40%,1.00%,0.40%,1621
97,26981958,路易·C·K 二〇一七 Louis C.K. 2017,2017,路易·C·K,路易·C·K,喜剧/脱口秀,英语,美国,8.4,4294,39.00%,44.90%,14.20%,1.50%,0.40%,1652
98,26923131,反叛的鲁路修剧场版1：兴道 コードギアス 反逆のルルーシュ Ⅰ 興道,2017,谷口悟朗,福山润/樱井孝宏/野上尤加奈/小清水亚美/名冢佳织/折笠富美子/大原沙耶香/杉山纪彰/千叶纱子/若本规夫/井上喜久子/皆川纯子/南央美/梁田清之/成田剑/飞田展男/中田让治/真殿光昭/桧山修之/加濑康之/新井里美/私市淳/二又一成/辻亲八/仓田雅世/白鸟哲,科幻/动画,日语,日本,8.4,3373,41.50%,39.60%,15.80%,1.80%,1.30%,890
99,27064700,曾有两次：《神秘博士》2017圣诞特别篇 Doctor Who 2017 Christmas Special,2017,瑞秋·塔拉蕾,彼得·卡帕尔迪/大卫·布拉德利/马克·加蒂斯/珀尔·麦基/莉莉·崔佛斯/杰瑞德·加菲尔德/朱迪·惠特克/托比·怀特豪斯,剧情/科幻/悬疑/冒险,英语,英国,8.4,2513,45.60%,32.60%,17.60%,3.40%,0.80%,1018
100,26999992,男子游泳部剧场版：永恒的混合泳之约定 劇場版 Free! -Timeless Medley- 約束,2017,河浪荣作,岛崎信长/铃木达央/代永翼/平川大辅/宫野真守/细谷佳正/宫田幸季/铃村健一/丰永利行/内山昂辉,剧情/动画/运动,日语,日本,8.4,1200,43.10%,37.70%,16.60%,2.20%,0.40%,200
101,27025158,芭蕾芭蕾 После тебя,2017,Anna Matison,Tamara Akulova/Karina Andolenko/Elena Babenko/Sergey Bezrukov/Vitaliy Egorov/Sergey Gazarov/Valery Gergiev/Dmitriy Khrustalyov/Vladimir Menshov/Mariya Smolnikova,剧情,俄语,俄罗斯 Russia,8.4,556,38.70%,44.00%,15.30%,1.50%,0.40%,142
102,27013174,路人女主的养成方法♭：恋与纯情的福利回 冴えない彼女の育てかた♭ 第0話 恋と純情のサービス回,2017,龟井干太,松冈祯丞/大西沙织/茅野爱衣/安野希世乃,动画,日语,日本,8.4,1575,44.50%,36.80%,15.20%,2.70%,0.80%,188
103,30164730,有村架纯 加拿大大自然之旅 有村架純 カナダ大自然の旅,2017,有村架纯,有村架纯,,日语,日本,8.4,490,38.00%,44.10%,16.20%,1.50%,0.20%,139
104,27077068,请问您今天要来点兔子吗 剧场版 ご注文はうさぎですか？？～Dear My Sister～,2017,桥本裕之,佐仓绫音/水濑祈/种田梨沙/佐藤聪美/内田真礼/德井青空/村川梨衣/早见沙织/茅野爱衣/清川元梦/速水奖/东地宏树/皆口裕子/木村珠莉/所河瞳/赤尾光/小原好美,喜剧/动画,日语,日本,8.5,1293,48.00%,31.30%,17.70%,1.70%,1.40%,234
105,27000078,加德疯狂现场秀 Gad Elmaleh: Part En Live,2017,Mario Rouleau,加德·艾尔马莱,,法语,法国,8.3,115,38.30%,42.60%,17.00%,0.00%,2.10%,45
106,27198137,第68届NHK红白歌会 第68回NHK紅白歌合戦,2017,二宫和也,二宫和也/有村架纯/内村光良,音乐/歌舞,日语,日本,8.5,2482,39.80%,44.30%,14.70%,0.80%,0.30%,984
107,27011804,又吉直树：第二作的苦战 又吉直樹 第二作への苦闘,2017,又吉直树,又吉直树,,日语,日本,8.4,161,43.40%,38.50%,15.60%,1.60%,0.80%,46
108,30167985,太陽の戦士レオーナ 運動会魔人ツナヒキン,2017,松浦幹三,大川成美,动作/科幻,日语,日本,8.4,161,62.70%,20.30%,1.70%,3.40%,11.90%,43
109,27090877,地平线系列.：恐龙迪皮与蓝鲸 Horizon: Dippy and the Whale,2017,Annie Mackinder,David Attenborough,,英语,英国,8.3,73,34.50%,45.50%,18.20%,1.80%,0.00%,23
110,27011476,吉赛尔：芭蕾之花 Giselle: Belle of the Ballet,2017,Dominic Best,Tamara Rojo,紀錄片 Documentary,英語 English,英国,8.4,68,40.70%,40.70%,16.70%,1.90%,0.00%,22
111,10512661,银翼杀手2049 Blade Runner 2049,2017,丹尼斯·维伦纽瓦,瑞恩·高斯林/哈里森·福特/安娜·德·阿玛斯/西尔维娅·侯克斯/罗宾·怀特/杰瑞德·莱托/戴夫·巴蒂斯塔/麦肯兹·戴维斯/卡拉·朱里/爱德华·詹姆斯·奥莫斯/巴克德·阿巴蒂/大卫·达斯马齐连/西娅姆·阿巴斯/连尼·詹姆斯/马克·阿诺德/肖恩·杨,剧情/动作/科幻,英语 / 芬兰语 / 日语 / 匈牙利语 / 俄语 / 西班牙语,美国 / 英国 / 加拿大 / 匈牙利 / 西班牙 / 墨西哥,8.3,445091,38.70%,42.40%,16.10%,2.20%,0.70%,129381
112,25765735,金刚狼3：殊死一战 Logan,2017,詹姆斯·曼高德,休·杰克曼/帕特里克·斯图尔特/达芙妮·基恩/波伊德·霍布鲁克/斯戴芬·莫昌特/伊丽莎白·罗德里格斯/多丽丝·莫尔加多/理查德·E·格兰特/玛丽·佩顿·斯图尔特/伊利斯·尼尔/埃里克·拉萨尔/劳伦·格罗斯/胡安·贾斯帕/克日什托夫·索什斯基/萨博·班克森,剧情/动作/科幻,英语 / 西班牙语,美国,8.3,401609,35.70%,45.60%,16.90%,1.50%,0.40%,123222
113,26593587,天才少女 Gifted,2017,马克·韦布,克里斯·埃文斯/麦肯娜·格瑞丝/琳赛·邓肯/珍妮·斯蕾特/奥克塔维亚·斯宾瑟/迈克尔·肯德尔·卡普兰/约翰·M·杰克逊/格伦·普拉默/约翰·芬/伊丽莎白·玛维尔/坎迪斯·B·哈里斯/乔恩·斯克拉夫/乔娜·肖/朱莉·安·埃默里/基尔·奥唐纳,剧情/家庭,英语,美国,8.3,241112,31.90%,51.90%,15.50%,0.60%,0.10%,61409
114,26346327,养家之人 The Breadwinner,2017,诺拉·托梅,莎拉·乔德利/索玛·查亚/诺林·古拉姆高斯/拉腊·萨迪克/阿里·巴德沙阿/莎斯塔·拉蒂夫/坎扎·费里斯/卡瓦·阿达/凯恩·马洪/阿里·卡兹米/曼·沃尔克哈德/雷扎·索勒,剧情/动画/家庭,英语,爱尔兰 / 加拿大 / 卢森堡 / 美国 / 英国 / 法国,8.3,124456,33.30%,51.60%,14.00%,1.00%,0.10%,39390
115,27042405,大坏狐狸的故事 Le Grand Méchant Renard et autres contes...,2017,本杰明·雷内,纪尧姆·达尔诺/席琳·荣特/达米安·维特卡/安托万·苏姆斯基/卡梅尔·阿卜德萨多克/克里斯多夫·勒莫因/纪尧姆·布谢德/鲍里斯·雷林格/玛佳丽·罗森茨威格/让·卢·霍维茨/伊夫·阎,喜剧/动画/冒险,法语 / 汉语普通话,法国 / 比利时 / 美国,8.3,84796,34.00%,49.50%,15.60%,0.70%,0.20%,32804
116,26718828,勇往直前 Only the Brave,2017,约瑟夫·科辛斯基,乔什·布洛林/迈尔斯·特勒/杰夫·布里吉斯/詹妮弗·康纳利/詹姆斯·戴尔/泰勒·克奇/安迪·麦克道威尔/吉欧夫·斯图兹/亚历克斯·罗素/萨德·拉金比尔/本·哈迪/斯科特·黑兹/杰克·皮克金/斯科特·福克斯/迪兰·科宁/娜塔莉·豪尔/贝尔·詹姆斯,剧情/传记/灾难,英语,美国,8.3,87715,32.80%,52.60%,13.50%,0.90%,0.10%,24594
117,26773744,相爱相亲,2017,张艾嘉,张艾嘉/田壮壮/郎月婷/宋宁峰/吴彦姝/耿乐/谭维维/刘若英/王志文/李雪健/马嘉祺/张艺瀚,剧情/爱情/家庭,汉语普通话,中国大陆 / 中国台湾,8.3,158717,35.10%,47.30%,15.50%,1.70%,0.40%,61014
118,26990609,华盛顿邮报 The Post,2017,史蒂文·斯皮尔伯格,梅丽尔·斯特里普/汤姆·汉克斯/莎拉·保罗森/鲍勃·奥登科克/崔西·莱茨/布莱德利·惠特福德/布鲁斯·格林伍德/马修·瑞斯/爱丽森·布里/凯莉·库恩/杰西·普莱蒙/大卫·克罗斯/扎克·伍兹/帕特·希利/约翰·鲁/里克·霍姆斯/菲利普·卡斯诺夫/杰茜·缪勒/斯塔克·桑德斯/迈克尔·西里尔·克赖顿/威尔·丹顿/迪尔德丽·罗夫乔/迈克尔·斯图巴,剧情/传记/历史,英语,美国 / 英国,8.3,109776,32.60%,51.20%,14.90%,1.00%,0.30%,35398
119,26951692,阿德尔曼夫妇 Monsieur & Madame Adelman,2017,尼古拉斯·贝多斯,多莉亚·蒂利耶/尼古拉斯·贝多斯/德尼·波达利德斯/安托万高尔友利/克丽丝蒂娜米勒特/皮埃尔·阿迪提/扎布·布雷特曼/朱利安·波义塞利尔/让-皮耶·罗利特/杰克·朗/尼古拉斯·布赖恩松/Betty Reicher/罗纳德·格特曼,喜剧/爱情,法语,法国 / 比利时,8.3,38139,33.70%,50.30%,14.50%,1.20%,0.30%,14123
120,26746559,每分钟120击 120 battements par minute,2017,罗宾·坎皮略,纳威尔·佩雷兹·毕斯卡亚特/阿诺德·瓦卢瓦/阿黛拉·哈内尔/安托万·赖纳茨/阿里尔·博伦斯坦/费利克斯·马利陶德/阿罗伊斯·索维奇/西蒙·博尔加德/梅迪·图尔/西蒙·古拉/科拉莉·吕西耶/凯瑟琳·维纳提尔/莎迪娅·本太耶布/让-弗朗索瓦·奥古斯特/塞缪尔·丘林,剧情/同性,法语,法国,8.3,48501,36.40%,46.90%,14.80%,1.40%,0.50%,17862
121,27098888,羞辱 قضية رقم ٢٣,2017,齐德·多尔里,阿德尔·卡拉姆/卡梅尔·巴沙/卡米尔·萨拉米/戴曼德·布·阿布德/丽塔·哈耶克/塔拉尔·朱尔迪/克里斯汀·乔艾里/朱莉娅·卡萨/里法特·托贝/卡洛斯·查欣,剧情,阿拉伯语,黎巴嫩 / 法国 / 塞浦路斯 / 比利时 / 美国,8.3,19559,31.10%,52.70%,14.70%,1.10%,0.40%,7391
122,26647163,童年的许诺 La promesse de l'aube,2017,埃里克·巴比尔,皮埃尔·尼内/夏洛特·甘斯布/迪迪埃·布尔东/让-皮埃尔·达鲁森/凯瑟琳·麦克马克/费尼肯·欧菲尔德/帕维尔·普查尔斯基/尼莫·谢夫曼/佐伊·博伊尔/卢·肖万/埃米利亚诺·苏亚雷斯/阿尔贝托·马内罗/普雷西亚多·罗德里格斯/凯瑟琳·斯凯娜卡/马尔塔·克鲁博维奇/皮奥特·赛尔沃斯/贝拉·费斯彼姆/Kincsõ Pethõ/克里斯蒂安·妮科尼尔/让-克劳德·古卢姆伯格/András Faragó/阿里耶·沃索尔特/巴斯蒂安·布永/奥利维尔·马萨特/亚历山大·皮科特/Péter Barbinek/皮埃尔·埃文/让-马利·文灵,爱情/传记,法语 / 波兰语 / 西班牙语 / 英语,法国 / 比利时,8.3,12074,32.10%,53.40%,13.40%,0.80%,0.30%,5328
123,26936217,一袋弹子 Un sac de billes,2017,克里斯丁·杜瓦,多里安·勒·克利奇/巴蒂斯特·弗勒里埃尔/帕特里克·布鲁尔/艾尔莎·泽贝斯坦/贝尔纳·康庞/凯文·亚当斯/克里斯蒂昂·克拉维埃/凯撒·东布瓦/伊连·贝加拉/埃米尔·贝宁/乔斯琳·德斯维彻尔/科琳·莱克勒/伊什尼·齐科特/霍尔格·达姆根/皮尔·基维特/约瑟夫·玛勒巴/文森特·内梅斯/罗曼·保罗/卢卡斯·普莱瑟,剧情/历史/战争,法语 / 德语 / 意第绪语 / 俄语,法国 / 加拿大 / 捷克,8.3,12261,32.40%,52.20%,14.10%,1.00%,0.40%,4347
124,26999991,男子游泳部剧场版：永恒的混合泳之羁绊 劇場版 Free! -Timeless Medley- 絆,2017,河浪荣作,岛崎信长/铃木达央/代永翼/平川大辅/宫野真守/细谷佳正/宫田幸季/铃村健一/丰永利行/内山昂辉,剧情/动画/运动,日语,日本,8.4,1340,42.20%,37.40%,17.40%,2.50%,0.40%,220
125,27059142,珈百璃的堕落 OVA2 天使的礼物 ガヴリールドロップアウト 天使の贈り物,2017,太田雅彦,富田美忧/大西沙织/大空直美/花泽香菜/水濑祈,动画,日语,日本,8.3,793,39.30%,39.70%,19.10%,1.50%,0.40%,102
126,27163352,哆啦A梦生日SP：谜之金字塔！？埃及大冒险 ドラえもん 誕生日スペシャル 謎のピラミッド！？エジプト大冒険,2017,八锹新之介,水田山葵/大原惠美/嘉数由美/木村昴/关智一/三石琴乃/田村睦心/佐仓绫音/小杉十郎太/志贺克也/山本格/菅原淳一/北村谦次/江藤博树/吉野贵大/行成桃姬/深田爱衣/高桑英世,动画,日语,日本,8.3,269,37.30%,44.10%,17.30%,1.40%,0.00%,34
127,27038936,NEW GAME! OVA：因为我还是第一次参加社员旅行... NEW GAME! OVA 「私、社員旅行って初めてなので…」,2017,藤原佳幸,高田忧希/山口爱/户田惠/竹尾步美/日笠阳子/茅野爱衣,喜剧/动画,日语,日本,8.3,720,36.20%,46.00%,16.20%,1.40%,0.20%,111
128,26916792,歇菜 Bodied,2017,约瑟夫·卡安 Joseph Kahn,安东尼·迈克尔·豪尔/瑞恩·奥查/杰基·朗/沃特尔·派瑞兹/耶维斯·布莱特/Faithe Herman/卡勒姆·沃西/黛布拉·威尔逊,剧情/喜剧/音乐,英语,美国,8.3,387,43.50%,37.30%,14.00%,3.40%,1.90%,120
129,30227504,特雷弗·诺亚：门廊上的古普塔 Trevor Noah - There's A Gupta On My Stoep,2017,特雷弗·诺亚 Trevor Noah,特雷弗·诺亚,喜剧/动画,英语,南非,8.3,490,32.90%,50.40%,15.00%,1.20%,0.50%,114
130,33414510,直到从梦中醒来 夢が覚めるまで,2017,Loundraw,雨宫天/下野纮,爱情/动画,日语,日本,8.3,151,41.70%,36.20%,17.30%,4.70%,0.00%,34
131,27032268,同志成长记 Olly Alexander: Growing Up Gay,2017,Olly Alexander,Olly Alexander,紀錄片 Documentary,英语,英国,8.3,91,43.30%,32.80%,19.40%,4.50%,0.00%,28
132,27024903,天才枪手 ฉลาดเกมส์โกง,2017,纳塔吾·彭皮里亚,茱蒂蒙·琼查容苏因/查侬·散顶腾古/依莎亚·贺苏汪/披纳若·苏潘平佑/塔内·瓦拉库努娄/莎琳雷特·托马斯/伊戈·米基塔斯/帕辛·宽萨塔彭/萨哈贾克·波斯安吉特/坎嘉娜·维耐潘尼/育塔彭·瓦拉努科洛楚/诺帕瓦特·里基特王,剧情/悬疑/犯罪,泰语 / 英语,泰国,8.2,672781,27.70%,54.10%,16.80%,1.10%,0.30%,187725
133,26647117,暴裂无声,2017,忻钰坤,宋洋/姜武/袁文康/谭卓/王梓尘/安琥/伊天锴,剧情/悬疑/犯罪,汉语普通话,中国大陆,8.2,449665,31.30%,50.70%,16.10%,1.70%,0.30%,122160
134,30234315,摄影机不要停！ カメラを止めるな！,2017,上田慎一郎,滨津隆之/真鱼/主浜晴美/秋山柚稀/长屋和彰/细井学/市原洋/山崎俊太郎/大泽真一郎/竹原芳子/吉田美纪/合田纯奈/浅森咲希奈/山口友和/藤村拓矢/岩合智史/高桥恭子,喜剧/恐怖,日语,日本,8.2,176307,33.40%,47.30%,16.00%,2.40%,0.90%,67184
135,27019527,嘉年华,2017,文晏,文淇/周美君/史可/耿乐/刘威葳/彭静/王栎鑫/李梦男/蒋欣悦/陈竹昇,剧情,汉语普通话,中国大陆 / 法国,8.2,265944,30.20%,52.00%,16.00%,1.50%,0.30%,81159
136,11600078,目击者之追凶 目擊者,2017,程伟豪,庄凯勋/许玮甯/柯佳嬿/李铭顺/李淳/陈彦允/郑志伟/汤志伟/卜国耕,悬疑/惊悚/犯罪,汉语普通话 / 闽南语,中国台湾,8.2,168017,30.70%,52.50%,15.20%,1.30%,0.40%,51867
137,26863778,铁雨 강철비,2017,杨宇硕,郑雨盛/郭度沅/金甲洙/金义城/李璟荣/赵祐镇/郑元中/张铉诚/金明坤/朴恩惠/朴善英/元真儿/李润健/金亨宗/金芝荷/罗光旭/玄奉植/金基贤/金泰汉/克里斯汀·达尔顿/安德烈亚斯·弗龙克/丹尼尔·乔伊·奥尔布赖特,动作/惊悚,韩语 / 汉语普通话 / 日语 / 英语,韩国,8.2,116895,31.20%,50.30%,17.10%,1.20%,0.30%,30655
138,27109435,最后一件外套 El último traje,2017,Pablo Solarz,安吉拉·莫利纳/马丁·皮罗杨斯基/娜塔丽娅·沃拜克/欧嘉·博拉茨/Jan Mayzel,剧情,西班牙语,阿根廷 / 西班牙,8.1,6755,28.70%,51.60%,18.30%,1.20%,0.30%,2285
139,27200835,突破极限 Najlepszy,2017,卢卡斯·帕勒科斯基,雅酷朴·盖尔秀/阿尔卡迪乌什·雅库比克/扬努斯·加约斯/亚特·祖米卓斯基/马格达莱娜·谢莱卡/Kamila Kaminska/安娜·普洛克尼亚克/亚当·沃诺维茨/Szymon Piotr Warszawski/马太乌兹·科西基维奇/托马斯·科特/Delfina Wilkonska/Jakub Zajac/Zbigniew Paterak/Malgorzata Klara/Dariusz Bronowicki/Piotr Lukaszczyk/米洛斯拉夫·哈尼斯泽斯基/Tomasz Schimscheiner/米哈尔·加多姆斯基/玛格达莱纳·扎克/Jakub Kotynski,剧情/传记/运动,波兰语,波兰,8.1,1234,31.70%,46.20%,20.10%,1.80%,0.20%,280
140,27026997,德黑兰禁忌 Tehran Taboo,2017,阿里·苏赞德,法拉德·阿巴丁尼贾德/贾斯米娜·阿里/罗齐塔·阿萨多拉希/阿利雷扎·贝拉姆/扎拉·阿米尔·阿布拉希米/希尔·艾罗格路,剧情/动画,波斯语,德国 / 奥地利,8.2,8148,27.60%,55.10%,16.30%,0.80%,0.20%,2988
141,27055607,哈桑·明哈杰：返校之王 Hasan Minhaj: Homecoming King,2017,Christopher Storer,哈桑·明哈杰,喜剧/脱口秀,英语,美国,8.2,2156,36.90%,41.60%,16.80%,3.50%,1.30%,946
142,26951704,詹·柯克曼：就这么活着吗？ Jen Kirkman: Just Keep Livin?,2017,兰斯·邦斯,詹·柯克曼,喜剧,英语,美国,8.2,485,28.00%,55.80%,14.80%,1.10%,0.30%,156
143,27109389,黛安娜：七日悲歌 Diana: 7 Days That Shook the Windsors,2017,Ben Ryder,James D'Arcy/Princess Diana/Prince Charles/Queen Elizabeth II,,英语,英国,8.2,394,29.80%,53.20%,15.10%,1.20%,0.60%,108
144,26934285,妄想学生会 剧场版 劇場版 生徒会役員共,2017,金泽洪充,浅沼晋太郎/日笠阳子/佐藤聪美/矢作纱友里/斋藤千和/上坂堇/下田麻美/日野未步/加藤英美里/小见川千明/小林优/新井里美/田村睦心/椎名碧流/平野文/布里德卡特·塞拉·惠美/田中爱美/白石稔/利根健太朗,喜剧/动画,日语,日本,8.2,2397,38.10%,39.50%,19.30%,2.20%,0.90%,435
145,27175993,出包王女 特别篇 To LOVEる－とらぶる－特別編,2017,大槻敦史,渡边明乃/户松遥/丰崎爱生/矢作纱友里/福圆美里/井口裕香/伊藤加奈惠/花泽香菜,喜剧/动画,日语,日本,8.3,315,46.90%,27.50%,19.80%,2.70%,3.10%,39
146,26985874,恨世者 Le Misanthrope,2017,Clément Hervieu-Léger,Yves Gasc/Eric Genovese/Florence Viala/Loic Corbery/Serge Bagdassarian/Gilles David/Adeline d'Hermy/Jennifer Decker/Pierre Hancisse/Christophe Montenez,喜剧,法语,法国,8.2,293,32.70%,47.30%,17.10%,2.90%,0.00%,124
147,27089436,侧耳倾听3,2017,李偲扬,李雨菁/罗晓黎/陈怡言/黄宇聪/李婉娇,剧情,重庆话 / 汉语普通话,中国大陆,8.3,103,40.60%,31.30%,28.10%,0.00%,0.00%,51
148,27021694,耶尔玛 National Theatre Live: Yerma,2017,西蒙·斯通,比莉·派佩/Maureen Beattie/布伦丹·考威尔/约翰·麦克米兰/Charlotte Randle/Thalissa Teixeira,剧情/戏曲,英语,英国,8.2,311,32.00%,46.00%,20.40%,1.20%,0.40%,98
149,26999986,周六夜现场 Saturday Night Live Louis C.K./The Chainsmokers,2017,路易·C·K,路易·C·K/The Chainsmokers,喜剧,英语,美国,8.2,172,34.60%,46.50%,13.40%,3.10%,2.40%,62
151,27035661,看不见的手 La mano invisible,2016,David Macián,玛尔塔·拉腊德/玛丽娜·萨拉斯/乔斯因·本格特伊/丹尼尔·佩雷兹·普拉达/乔斯·路易斯·托里霍/伊丽莎白·赫拉韦特,剧情,西班牙语,西班牙,8.2,91,35.40%,41.80%,20.30%,2.50%,0.00%,41
152,27024959,绝杀慕尼黑 Движение вверх,2017,安东·梅格尔季切夫,弗拉基米尔·马什科夫/约翰·萨维奇/马拉特·巴沙罗夫/谢尔盖·加尔马什/伊万·科列斯尼科夫/亚历山德拉·雷文科/詹姆斯·托拉斯/基里尔·扎耶采夫/安德烈·斯莫利亚科夫,剧情/运动,格鲁吉亚语 / 俄语 / 英语 / 立陶宛语,俄罗斯,8.1,161711,28.50%,51.70%,18.20%,1.40%,0.20%,45533
153,26778790,佛罗里达乐园 The Florida Project,2017,肖恩·贝克,布鲁克琳·普林斯/布丽娅·维纳特/威廉·达福/克里斯托弗·里维拉/梅拉·穆德/瓦莱丽亚·科托/乔希·奥利沃/艾登·马利克/爱德华·帕根/卡赖伯·兰德里·琼斯/克里斯托·尼科尔·沃茨/桑迪·凯恩/吉姆·R·科曼/安德鲁·罗马诺/卡罗丽娜·格拉波瓦/特里·艾伦·琼斯/卡伦·卡拉古利安/邹时擎/祖普·卡塔纳/梅肯·布莱尔/卡尔·布拉德菲尔德,剧情/儿童,英语,美国,8.1,104312,27.50%,51.90%,18.50%,1.70%,0.40%,35665
