排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
396,30138039,战火中的银行家 Bankier van het Verzet,2018,约兰·吕尔森,雅各布·德威格/巴里·阿茨玛/福克琳·欧沃凯尔克/皮埃尔·波克玛/雷蒙德·提哈瑞/马德奥·范·德·格里恩/雅普·斯派克斯,剧情/战争,荷兰语,荷兰,7.4,1143,16.00%,42.40%,37.10%,4.20%,0.30%,289
397,30256024,安东尼和克莉奥佩特拉 National Theatre Live: Antony & Cleopatra,2018,西蒙·戈德温,拉尔夫·费因斯/苏菲·奥康内多/蒂姆·迈克穆兰/滕吉·卡斯姆/尼古拉斯·勒·普雷沃斯特/萨尔瓦·耶尔达/费塞友·阿金那德/格洛里亚·奥比安约/亚历山大·科布/本·威金斯/Georgia Landers/Gerald Gyimah/Sam Woolf/Hannah Morrish/Waleed Hammad/Hiba Elchikhe,剧情,英语,英国,7.4,1060,14.00%,46.20%,35.60%,3.60%,0.60%,465
398,30241694,水晶天鹅 Хрусталь,2018,Darya Zhuk,尤里·鲍里索夫/Alina Nasibullina/Ivan Mulin/Anastasia Garvey/Natalya Onishenko/Ilya Kapanets/Svetlana Anikey/Lyudmila Razumova/Vyacheslav Shakalido,剧情,俄语 / 英语,白俄罗斯 / 美国 / 德国 / 俄罗斯,7.4,582,12.80%,49.00%,35.00%,2.10%,1.10%,184
399,30156771,暴动彩虹 Riot,2018,杰弗里·沃克,达蒙·海瑞曼/凯特·波克斯/泽维尔·塞缪尔/杰西卡·德·古维/乔什·邝·塔特/本尼迪克·哈迪/汉娜·曼根·劳伦斯/肖恩·马丁代尔,剧情/同性,英语,澳大利亚,7.4,385,18.20%,42.50%,31.90%,5.60%,1.80%,132
400,30290551,巧克力与香子兰 OVA 小猫之日的约定 ネコぱら OVA 仔ネコの日の約束,2018,山本靖貴,立花慎之介/朋永真季/猪口有佳/永井真衣/成濑未亚/小仓结衣/冈岛妙/立石めぐみ,动画,日语,日本,7.4,116,27.00%,31.50%,30.30%,6.70%,4.50%,17
401,27619771,公路冤家 Links of Life,2018,玛丽·海伦·鲁克斯,玛丽·布奈尔/雷内·赫格尔/卡特琳·萨米/贝基·吴/罗布·多德/约什·亚,剧情,英语 / 法语,法国 / 美国,7.4,823,17.80%,40.40%,35.70%,5.60%,0.50%,222
402,30312182,创作英雄的男人 石之森章太郎 ヒーローを作った男 石ノ森章太郎物語,2018,佐久间纪佳,中岛健人/木村文乃/林遣都/大野拓朗/中田圭祐/佐久本宝/松川尚瑠辉/宮崎秋人/诚子,剧情,日语,日本,7.4,434,20.50%,38.40%,33.40%,6.00%,1.70%,160
403,27205128,培养天才的妻子：世界公认数学家与妻子的爱 天才を育てた女房～世界が認めた数学者と妻の愛～,2018,冈本浩一,天海祐希/佐佐木藏之介,剧情,日语,日本,7.4,675,20.00%,35.60%,40.20%,2.60%,1.60%,180
404,30256022,朱莉小姐 National Theatre Live: Julie,2018,Carrie Cracknell,凡妮莎·柯比/Eric Kofi Abrefa,,英语,英国,7.4,390,16.40%,40.90%,38.80%,3.60%,0.30%,144
405,30301431,柯蒂斯 Curtiz,2018,Tamas Yvan Topolanszky,丽丽·博尔丹/卡罗琳·博尔顿/Nikolett Barabas/Björn Freiberg/Declan Hannigan/扬·费尔德曼/斯科特·亚历山大·杨/Kata Sarbó/Rafael Feldman/罗德里克·希尔/埃斯特·纳吉-卡洛齐/杰瑞米·惠勒/József Gyabronka/Ferenc Lengyel/Christopher Krieg/Daniel Gabori/Sándor Köleséry,剧情/传记/历史,英语 / 匈牙利语,匈牙利,7.2,366,12.60%,41.20%,41.50%,4.80%,0.00%,139
406,33402260,国王与我 The King and I,2018,加里·哈勒沃尔森,Na Young Jeon/Connor Mason/Ruthie Ann Miles/凯莉·奥哈拉/Naomi Sue/渡边谦,剧情/爱情/歌舞,英语,英国,7.4,376,15.90%,42.90%,36.40%,4.20%,0.60%,178
407,30486794,七大罪OAD3 七つの大罪OAD3,2018,冈村天斋,梶裕贵/悠木碧/铃木达央/福山润/高木裕平/坂本真绫,动画,日语,日本,7.4,196,21.80%,30.90%,43.60%,3.00%,0.60%,23
408,30306053,要或不要 Võta või jäta,2018,莉娜·翠什吉娜,雷默·撒戈尔/Nora Altrov/Emily Viikman/Liis Lass/Epp Eespäev/Egon Nuter/Viire Valdma/Adeele Sepp/Andres Mähar/Eva Koldits/Indrek Ojari/Kristjan Lüüs/迈特·马姆斯登/普里特·沃伊马斯特/Helena Merzin,剧情,爱沙尼亚语 / 芬兰语,爱沙尼亚,7.4,151,11.40%,47.40%,40.40%,0.90%,0.00%,56
409,30381574,猫头鹰森林 Eia jõulud Tondikakul,2018,Anu Aun,Maria Annus/Robert Annus/Annabrith Heinmaa/Marvin Inno/Riho Kütsar/Liis Lemsalu,家庭,爱沙尼亚语,爱沙尼亚,7.3,130,15.00%,42.00%,39.00%,3.00%,1.00%,53
410,30345209,延禧南巡,2018,姜彥愷,秦岚/佘诗曼/郑裕玲/林盛斌/萧正楠/吴谨言/苏青/许凯/张振朗/陈豪/黎耀祥/何广沛/吴紫韵,真人秀/脱口秀,粤语 / 汉语普通话,中国香港,7.4,138,40.00%,23.20%,16.80%,6.30%,13.70%,24
411,30394834,2018 SBS歌谣大战,2018,全炫茂,全炫茂/曹宝儿,音乐,韩语,韩国,7.4,123,26.90%,37.60%,22.60%,6.50%,6.50%,34
412,30363466,面包工厂，第一部分 A Bread Factory Part One,2018,王沛智,泰恩·黛莉/詹姆斯·马斯特斯/Elisabeth Henry-Macari/娜娜·维西特/Zachary Sayle/布莱恩·莫瑞/Philip Kerr/谢怡芬/吴宇卫/特雷弗·圣约翰,剧情/喜剧,英语,美国,7.4,112,16.70%,41.70%,34.50%,7.10%,0.00%,38
413,30306519,面包工厂，第二部分 A Bread Factory  Part Two,2018,王沛智,杰西卡·皮蒙特尔/娜娜·维西特/詹姆斯·马斯特斯/泰恩·黛莉/格林妮斯·奥康纳/特雷弗·圣约翰/陈清仁/吴宇卫/布莱恩·莫瑞/克里斯·康罗伊/罗根·史密斯/谢怡芬/基顿·奈杰尔·库克/基特·弗拉纳根/Martina Arroyo/Teri Gibson,,英语,美国,7.4,89,16.40%,44.80%,31.30%,7.50%,0.00%,36
414,27042532,占有欲 Freddy Eddy,2018,Tini Tüllmann,Felix Schäfer/杰西卡·施瓦茨/Greta Bohacek/Alexander Finkenwirth/布尔格哈特·克劳斯纳/卡塔琳娜·舒特勒/罗伯特·施塔德洛伯/Anna Unterberger/Neriah Krase/路易丝·巴哈尔/Manuel Mairhofer/Ingrid Mülleder,惊悚,德语,德国,7.4,186,28.10%,28.10%,33.80%,7.50%,2.50%,56
415,30395621,周六夜现场：杰森·莫玛/蒙福之子乐队 Saturday Night Live Jason Momoa/Mumford & Sons,2018,杰森·莫玛,杰森·莫玛/罗伯特·德尼罗/马库斯·蒙福/艾迪·布莱恩特/贝克·班尼特/迈克尔·彻/皮特·戴维森/麦基·戴/莱斯莉·琼斯/科林·乔斯特/凯特·麦克金农/亚历克斯·莫法特/凯尔·穆尼/塞西莉·斯特朗/基南·汤普森/梅丽莎·维亚西诺尔/海蒂·加德纳/艾戈·乌迪姆/克里斯·里德/达瑞尔·哈蒙德,喜剧,英语,美国,7.4,98,8.70%,58.00%,29.00%,4.30%,0.00%,37
416,30423529,骑行之旅 Sobre Rodas,2018,Mauro D'Addio,卡乌昂·马丁斯/Marcio Magno/Igro Ozzy/Lara Boldorini,剧情/家庭/冒险,葡萄牙语,巴西,7.4,117,21.80%,32.70%,40.60%,4.00%,1.00%,35
417,30175243,周六夜现场：查德维克·博斯曼/Cardi B Saturday Night Live Chadwick Boseman/Cardi B,2018,查德维克·博斯曼,查德维克·博斯曼/卡迪·B,喜剧,英语,美国,7.3,86,16.40%,41.00%,36.10%,6.60%,0.00%,34
418,30204107,大马士革时间 به وقت شام,2018,易卜拉欣·哈塔米基亚,Hadi Hejazifar/Pierre Dagher,剧情/战争,波斯语,伊朗,7.3,92,21.90%,39.70%,23.30%,11.00%,4.10%,28
419,27096469,第十二夜 RSC Live: Twelfth Night,2018,Christopher Luscombe,亚德里安·埃德蒙松/卡拉·托恩顿,剧情/喜剧/爱情,英语,英国,7.4,63,15.10%,43.40%,35.80%,5.70%,0.00%,30
420,26636712,蚁人2：黄蜂女现身 Ant-Man and the Wasp,2018,佩顿·里德,保罗·路德/伊万杰琳·莉莉/迈克尔·佩纳/汉娜·乔恩-卡门/沃尔顿·戈金斯/鲍比·坎纳瓦尔/朱迪·格雷尔/T.I./大卫·达斯马齐连/艾比·莱德·弗特森/兰道尔·朴/米歇尔·菲佛/劳伦斯·菲什伯恩/迈克尔·道格拉斯/戈兰·卡斯蒂克/罗布·阿切尔/肖恩·克莱尔/本·戴维斯/迈克尔·瑟沃瑞斯/达克斯·格里芬/海莉·洛维特/玛德琳·麦格劳/蒂姆·海德克/布莱恩·赫斯基/朱莉娅·维拉/布莱恩·卢戈/托里·沃格尔/汤姆·夏普林/斯坦·李/约瑟夫·阿梅/安迪·阿尼斯/威廉·W·巴伯/玛塞拉·布拉吉奥/塞尔吉奥·布里奥内斯/乔·布卡罗三世/蒂莫西·卡尔/贾迈尔·钱伯斯/扎卡里·卡伯森/雅各布·埃文斯/米歇尔·毛/盖尔·甘布尔/克里斯·加恩/约翰·盖蒂尔/杰克·汉森/卡茜·亨德利,动作/科幻/冒险,英语,美国,7.3,424132,11.40%,45.00%,39.10%,4.10%,0.40%,96668
421,26588308,死侍2：我爱我家 Deadpool 2,2018,大卫·雷奇,瑞安·雷诺兹/乔什·布洛林/朱利安·迪尼森/斯蒂芬·卡皮契奇/莎姬·贝兹/T·J·米勒/莱斯利·格塞斯/卡兰·索尼/布里安娜·希德布兰德/莫蕾娜·巴卡琳/杰克·凯西/埃迪·马森/忽那汐里/兰德尔·瑞德/尼古莱·维切尔/赛尔·哈里斯/罗伯·德兰尼/刘易斯·陈/比尔·斯卡斯加德/泰瑞·克鲁斯/布拉德·皮特/罗伯特·梅耶/艾伦·图代克/马特·达蒙/海莉·塞尔斯/麦克·多普德/卢克·勒斯勒尔/亨特·狄龙/大卫·雷奇/山姆·哈格雷夫/尼古拉斯·霍尔特,喜剧/动作/科幻/冒险,英语,美国,7.3,408576,14.00%,43.10%,37.10%,4.90%,0.90%,89820
422,27140071,找到你,2018,吕乐,姚晨/马伊琍/袁文康/吴昊宸/王梓尘/陶昕然/高叶/齐欢,剧情/家庭,汉语普通话,中国大陆,7.3,195252,12.70%,44.80%,37.10%,4.60%,0.70%,62508
423,26369884,此房是我造 The House That Jack Built,2018,拉斯·冯·提尔,马特·狄龙/布鲁诺·冈茨/乌玛·瑟曼/希博汗·法隆/苏菲·格拉宝/丽莉·吉欧/杰瑞米·戴维斯/爱德华·斯皮伊尔斯/大卫·拜利/刘智泰,惊悚/恐怖/犯罪,英语 / 德语 / 意大利语,丹麦 / 法国 / 瑞典 / 德国 / 比利时 / 突尼斯,7.3,67784,19.60%,41.10%,29.60%,6.30%,3.50%,25052
424,26411377,你的婚礼 너의 결혼식,2018,李锡根,金英光/朴宝英/姜其永/高圭弼/张成范/金贤淑/林炯俊/姜德重/徐恩秀/宋再临/申素率/郑多媛/车烨/裴海善/全裴修/徐胤雅,剧情/爱情,韩语,韩国,7.3,40485,15.20%,40.30%,38.10%,5.10%,1.20%,13288
425,26944582,雪怪大冒险 Smallfoot,2018,凯瑞·柯克帕特里克,查宁·塔图姆/詹姆斯·柯登/赞达亚/勒布朗·詹姆斯/科曼/吉娜·罗德里格兹/丹尼·德维托/吉米·塔特罗/雅拉·沙希迪/伊利·亨利,喜剧/动画/歌舞/冒险,英语,美国,7.3,28037,12.40%,44.70%,39.40%,3.20%,0.30%,8992
426,27608279,网诱惊魂 Profile,2018,提莫·贝克曼贝托夫,瓦伦·凯恩/沙扎德·拉蒂夫/克里斯蒂尼·亚当斯/阿米尔·拉希姆扎德/凯利·麦克/摩根·华金斯/艾玛·凯特/路易斯·马丁/凯特·沃森/特里卡·威尔逊-瑞德,悬疑/惊悚,英语 / 阿拉伯语,美国 / 英国 / 塞浦路斯 / 俄罗斯,7.2,13120,11.30%,46.10%,37.30%,4.20%,1.10%,4687
427,30201003,寄宿学校 Boarding School,2018,鲍兹·亚金,卢克·普拉尔/斯特林·杰里斯/威尔·帕顿/科比·乔治/卡丁·乔治/尼古拉斯·J·奥利韦里/萨曼莎·玛西丝/罗伯特·约翰·伯克/纳迪娅·亚历山大/露西·沃特斯/坦米·布兰查德/大卫·阿隆·贝克,悬疑/恐怖,英语,美国,7.3,56120,15.00%,42.70%,35.80%,5.50%,1.10%,16427
428,30172751,一百样东西 100 Dinge,2018,弗洛里安·大卫·菲茨,弗洛里安·大卫·菲茨/马提亚斯·施维赫夫/米里亚姆·斯坦因/汉内洛勒·埃尔斯纳/卡特琳娜·塔巴赫/约翰尼斯·艾麦亚/马克西米利安·梅耶-布雷泽内德/玛利亚·佛万格勒/沃尔夫冈·斯塔姆普/Sarah Victoria Frick/Artjom Gilz/丹尼尔·弗利格/Milo Eisenblätter/Nora Boeckler,喜剧,德语 / 英语 / 芬兰语,德国,7.3,12425,15.70%,41.80%,37.20%,4.70%,0.70%,4357
429,30387441,天方异谈,2018,周浩晖,葛布/小爱/王初伊/黄垲翔,剧情/悬疑/奇幻,汉语普通话,中国大陆,7.2,16693,10.30%,48.60%,35.10%,5.00%,1.00%,5286
430,30205168,篮球冠军 Campeones,2018,哈维尔·费塞尔,哈维尔·古铁雷斯/雅典娜·玛塔/胡安·马加略/路易莎·加瓦萨/路易斯·贝尔梅霍/丹尼尔弗莱雷/胡利奥·费尔南德斯/维森特·希尔/伊西娅尔·卡斯特罗/查尼·马丁/哈维尔·费塞尔,剧情/喜剧/运动,西班牙语,西班牙,7.2,5825,12.50%,41.40%,42.00%,3.90%,0.20%,1910
431,30189817,江边旅馆 강변호텔,2018,洪常秀,奇周峯/金敏喜/宋宣美/权海骁/刘俊相,剧情,韩语,韩国,7.3,10274,13.70%,42.20%,38.90%,4.30%,1.00%,4546
432,27036483,北极 Arctic,2018,乔·佩那,麦斯·米科尔森/玛丽亚·塞尔玛·玛拉多提尔,剧情/冒险,英语 / 丹麦语,冰岛,7.3,6974,14.60%,41.10%,39.40%,4.20%,0.70%,2169
433,3212397,根西岛文学与土豆皮馅饼俱乐部 The Guernsey Literary and Potato Peel Pie Society,2018,迈克·内威尔,莉莉·詹姆斯/米希尔·赫伊斯曼/格伦·鲍威尔/马修·古迪/杰西卡·布朗·芬德利/汤姆·康特奈/佩内洛普·威尔顿,剧情/爱情/历史,英语,英国 / 美国,7.3,8822,15.00%,42.40%,37.80%,4.10%,0.60%,3564
434,26322767,薇塔与弗吉尼亚 Vita and Virginia,2018,钱亚·波顿,杰玛·阿特登/伊丽莎白·德比茨基/伊莎贝拉·罗西里尼/鲁伯特·彭利-琼斯/彼得·费迪南多,剧情/爱情/同性/传记,英语,爱尔兰 / 英国,7.3,5919,17.80%,38.90%,36.90%,5.50%,0.90%,2244
435,27597950,悬案密码4：64号病历 Journal 64,2018,克里斯托弗·鲍伊,尼古拉·雷·卡斯/法瑞斯·法瑞斯/约翰·路易斯·施密特/索伦·比尔马克/范妮·博内代尔/克拉拉·罗萨杰/路易斯·斯科夫/阿曼达·拉德里亚克/安德斯·霍夫/尼可拉斯·布若/埃利奥特·克罗赛特·霍夫/碧尔特·诺伊曼/迈克尔·布罗斯楚普/玛丽安·霍格斯布罗/薇比珂·哈斯特伦/特赖恩·帕里森/纳斯塔加·阿尔赛/亨里克·韦斯特加德·尼尔森/拉多·哈季奇/安德斯·布林克·马德森/旺达·佩德尔维茨,悬疑/惊悚/犯罪,丹麦语 / 西班牙语 / 阿拉伯语,丹麦 / 德国,7.3,11856,12.90%,45.10%,37.70%,3.80%,0.50%,3574
436,11524958,快乐王子 The Happy Prince,2018,鲁伯特·艾弗雷特,鲁伯特·艾弗雷特/科林·费尔斯/艾米丽·沃森/科林·摩根/埃德温·托马斯/汤姆·威尔金森/安娜·钱斯勒/朱利安·沃德姆/碧翠斯·黛尔/安德烈·彭文/约书亚·麦圭尔/克里斯蒂安·伯恩查特/奥利弗·凯特/罗纳德·皮卡普/约翰·斯坦丁/本杰明·瓦赞/丹尼尔·韦曼,剧情/同性/传记,英语 / 意大利语 / 法语,英国 / 比利时 / 意大利 / 德国,7.3,6297,14.50%,40.70%,39.70%,4.40%,0.70%,2704
437,30394779,海角上的兄妹 岬の兄妹,2018,片山慎三,松浦祐也/和田光沙/北山雅康/岩谷健司/中村祐太郎/风祭由纪/松泽匠/芹泽兴人,剧情/喜剧/情色/家庭,日语,日本,7.3,3391,14.30%,43.40%,35.90%,4.80%,1.60%,1264
438,30299355,乱反射,2018,石井裕也,妻夫木聪/井上真央/萩原圣人/北村有起哉/光石研/三浦贵大/相乐树/原日出子/大鹰明良/堀内敬子/前田亚季/田岛令子/大石吾朗/茂吕师冈/竹内都子/大塚弘太/吉谷彩子/筒井真理子/梅泽昌代/田山凉成/鹤见辰吾,剧情,日语,日本,7.3,2875,13.00%,44.90%,38.40%,3.10%,0.60%,1167
439,26889031,老男孩 Old Boys,2018,托比·麦克唐纳,乔纳·豪尔-金/埃里克斯·劳瑟/波林·艾蒂安/德尼·梅诺谢/尼古拉斯·罗尔/约书亚·麦圭尔/埃罗斯·维拉霍斯/马汀·麦格/奈森·索利/吉尔斯·马尔科姆/尼古拉斯·阿格纽/博伊德·罗杰斯/杰森· 莱恩斯/杰克·库珀·斯廷普森/山姆·雷德兰,喜剧,英语 / 法语,英国 / 瑞典,7.3,3064,13.00%,43.30%,39.80%,3.30%,0.60%,1472
440,26935499,黑色1847 Black '47,2018,兰斯·戴利,雨果·维文/詹姆斯·弗兰切威勒/斯蒂芬·瑞/弗莱迪·福克斯/巴里·基奥恩/莫·邓福德/莎拉·格林/吉姆·布劳德本特/西伦·格雷斯/安东尼娅·坎贝尔-休斯/德尔莫特·克劳利/艾丹·麦克阿德尔/基思·麦克利恩/米特扎·斯迈尔贾尼克,剧情,英语,爱尔兰 / 卢森堡,7.3,3091,12.80%,44.10%,39.00%,3.50%,0.60%,968
441,26711223,斯坦和奥利 Stan & Ollie,2018,乔·拜尔德,史蒂夫·库根/约翰·C·赖利/雪莉·亨德森/妮娜·阿里安达/丹尼·赫斯顿/斯蒂芬妮·海姆/萨西·凯恩/鲁弗斯·琼斯/宾利·卡鲁/桑吉弗·科赫利/丹尼尔·弗恩/迈克尔·海登/尼克·欧文福特/哈里·赫普/加里·基利/莱蕾·迪克斯/丽贝卡·埃莉斯·兰姆/西蒙·阿格,剧情/喜剧/传记,英语,英国 / 美国 / 加拿大,7.3,2805,11.80%,46.80%,36.80%,3.40%,1.30%,1057
442,26962614,货架之间 In den Gängen,2018,托马斯·施图伯,桑德拉·惠勒/弗兰茨·罗戈夫斯基/彼得·库尔特/亨宁·佩克/拉莫娜·库泽-莉比诺/格瑞迪·京特/克莱芒·迈尔/安德雷亚斯·利奥波德/斯特芬·施曼/迈克尔·斯派奇特/萨沙·纳丹/马提亚斯·布伦纳,剧情/爱情,德语,德国,7.3,3010,12.90%,45.00%,37.50%,4.00%,0.70%,1408
443,27002092,黑衣女人 Ladies in Black,2018,布鲁斯·贝尔斯福德,朱莉娅·奥蒙德/安格瑞·赖斯/瑞切尔·泰勒/瑞安·柯尔/文森特·佩雷斯/苏茜·波特/肖恩·雅克博森/诺妮·哈泽赫斯/尼古拉斯·哈蒙德/卢克·佩格勒/吉娜维夫·莱蒙/德博拉·肯尼迪/杰西 ·海德/劳拉·穆拉凯,剧情/喜剧,英语,澳大利亚,7.3,1838,12.60%,45.60%,37.00%,3.90%,0.90%,775
444,26687238,多甫拉托夫 Довлатов,2018,小阿列克谢·日耳曼,米兰·马里奇/丹尼拉·科兹洛夫斯基/海伦娜·萨和卡/阿尔图尔·别夏斯特内/叶莲娜·利亚多娃/安东·沙金/赛佛兰娜·科契柯娃/彼得·戈萨沃斯基/伊娃·格尔/汉娜·斯莱辛斯卡,剧情/传记,俄语 / 西班牙语 / 芬兰语,俄罗斯 / 波兰 / 塞尔维亚,7.3,1223,11.10%,49.90%,33.10%,4.70%,1.10%,406
445,27611396,金钱的胜利 La chute de l'empire américain,2018,丹尼斯·阿康特,马克西姆·罗伊/雷米·吉拉德/杨·英格兰德/Anoulith Sintharaphone,喜剧,法语,加拿大,7.3,310,16.70%,39.40%,36.30%,5.60%,2.00%,88
446,30259734,双郎 Song Lang,2018,黎光,连秉发/范刘俊才/阮清秀/吴青芸/阮黄娇贞/梅吉薇,剧情/同性/戏曲,越南语,越南,7.3,1186,14.70%,43.20%,36.40%,5.10%,0.60%,493
447,30413146,德云社戊戌年开箱庆典 2018,2018,郭德纲,郭德纲/于谦/朱云峰/曹鹤阳/高峰/栾云平,喜剧/戏曲,汉语普通话,中国大陆,7.3,264,19.50%,31.70%,41.50%,7.30%,0.00%,32
448,30237587,工作的人 Ceux qui travaillent,2018,安托尼·鲁斯巴克,奥利维埃·古尔梅/Adèle Bochatay/Louka Minnella/Isaline Prévost/Delphine Bibet/Christophe Delesques/Simon Labarrière/Michel Voïta/Merlin Leuenberger/德克·洛弗特/Lalia Bron/Victor Poltier/莎宾·蒂莫提欧/Jean-Christophe Nigon/Gabriel Carnino,剧情,法语 / 英语,瑞士 / 比利时 / 法国,7.3,662,13.40%,41.70%,40.90%,4.00%,0.00%,224
449,26803480,有时候，永远不 Sometimes Always Never,2018,卡尔·亨特,比尔·奈伊/萨姆·赖利/爱丽丝·洛维/珍妮·艾加特/蒂姆·麦克纳尼/约翰·韦斯特利/奥利弗·辛德库普/路易斯·希利/埃拉·格蕾丝·格雷戈尔/艾伦·威廉姆斯/伊斯妮·布朗/阿列克谢·赛尔/安德鲁·希姆,剧情,英语,英国,7.3,567,13.30%,43.40%,38.20%,4.50%,0.70%,183
450,27135967,甜蜜香草 Mauvaises herbes,2018,凯洪,凯洪/凯瑟琳·德纳芙/安德烈·杜索里埃/Hamza Boumalki/Leila Boumedjane/Alban Lenoir,喜剧,法语,法国,7.4,285,20.60%,35.10%,36.80%,6.10%,1.30%,96
451,27150266,狗狗之日 Dog Days,2018,肯·马里诺,凡妮莎·哈金斯/伊娃·朗格利亚/妮娜·杜波夫/菲恩·伍法德/劳伦·拉普库斯/亚当·佩里/托马斯·列农/迈克尔·卡西迪/瑞恩·汉森/乔恩·巴斯/杰西卡·洛威/罗伯·考德瑞/托克斯·奥拉贡多耶/罗恩·彼得·琼斯/Jessica St. Clair,剧情,英语,美国,7.3,267,14.50%,44.40%,32.70%,7.90%,0.50%,87
452,30122597,阿加 Ága,2018,米尔科·拉扎罗夫,Mikhail Aprosimov/Feodosia Ivanova/Sergei Egorov/Galina Tikhonova/Afanasiy Kylaev,剧情,雅库特语,保加利亚 / 德国 / 法国,7.3,256,11.40%,47.80%,37.30%,3.00%,0.50%,114
453,33459951,心如纸割 Papercut,2018,Damian Overton,Josh Kieser/Kieton Beilby/Donnie Baxter,剧情/同性,英语,澳大利亚,7.3,263,18.60%,40.00%,34.00%,4.20%,3.30%,84
454,3259978,我与赫夫共进晚餐 My Dinner with Hervé,2018,萨沙·杰瓦西 ,彼特·丁拉基/詹米·多南/米瑞·伊诺丝/奥娜·卓别林/安迪·加西亚/海伦娜·马特森/哈丽特·瓦尔特/华莱士·朗翰/丹尼尔·梅斯/亚当·沙皮罗/罗伯特·库蒂斯·布朗/泰德·金/蒂利亚纳·布克丽瓦/Ashleigh Brewer/马克·波维内利,剧情/传记,英语,美国,7.4,228,19.90%,34.70%,39.80%,4.50%,1.10%,48
455,30238141,铿锵玫瑰 عرق سرد,2018,苏海尔·贝拉吉,巴兰·科萨里/阿米尔·扎迪迪/Leili Rashidi/Hoda Zeinolabedin/萨哈尔·多拉沙西,剧情/运动,波斯语,伊朗,7.3,205,16.30%,41.60%,34.90%,4.80%,2.40%,74
456,27737950,基伯龙三日 3 Tage in Quiberon,2018,艾米莉·阿特夫,玛丽·博伊默/比吉特·米尼希迈尔/查理·哈纳/罗伯特·格维斯戴克/德尼·拉旺/克里斯托弗·巴克霍尔兹/薇姬·克里普斯,剧情,德语 / 法语 / 英语,德国 / 奥地利 / 法国,7.3,958,11.70%,46.20%,36.90%,3.40%,1.80%,329
457,27064608,斯塔比中士：一个美国英雄 Sgt. Stubby: An American Hero,2018,Richard Lanni,海伦娜·伯翰·卡特/罗根·勒曼/热拉尔·德帕迪约,动画,英语,美国 / 爱尔兰 / 法国 / 加拿大,7.2,465,15.40%,37.90%,41.40%,3.80%,1.50%,136
458,30359191,德黑兰：爱之城 Tehran: City of Love,2018,阿里·贾比尔安萨里,弗鲁格·凯哲贝格里/Mehdi Saki/Amir Hessam Bakhtiari/贝纳兹·贾法里,剧情,波斯语,伊朗 / 英国 / 荷兰,7.2,289,13.50%,40.50%,41.90%,3.30%,0.90%,110
459,27602131,最强的名医2018新春SP DOCTORS 最強の名医 新春スペシャル 2018,2018,本桥圭太,泽村一树/高岛政伸/松坂庆子/比嘉爱未/铃木梨央/黑川智花/浅利阳介/伊藤兰/石桥莲司,剧情,日语,日本,7.3,194,17.20%,40.30%,38.10%,0.00%,4.50%,41
460,30234893,狗狗救地球 Jēkabs Mimmi un runājošie suņi,2018,Edmunds Jansons,Līga Gaisa/Luīze Pastore,动画/家庭/冒险,拉脱维亚语,拉脱维亚 / 波兰,7.4,163,14.70%,47.10%,31.60%,4.40%,2.20%,60
461,30359154,如此长久的离别 이토록 오랜 이별,2018,宋敏烨,林周焕/张熙珍,,韩语,韩国,7.3,144,19.60%,38.20%,31.40%,8.80%,2.00%,42
462,26765200,无语之言 Pomiędzy słowami,2017,乌祖拉·安东尼娅克,雅酷朴·盖尔秀/安杰列·查拉/Justyna Wasilewska/Philip Wilhelmi/Christian Löber,剧情,波兰语 / 德语,荷兰 / 波兰 / 法国,7.3,111,14.10%,38.80%,45.90%,1.20%,0.00%,37
463,27622257,爷爷大逃亡 Grandpa's Great Escape,2018,埃利奥特·赫加蒂,汤姆·康特奈/大卫·威廉姆斯/Kit Connor,家庭,英语,英国,7.2,93,13.40%,38.80%,43.30%,4.50%,0.00%,44
464,30305821,母亲节 Mother's Day,2018,Fergus O'Brien,安娜·麦克西维尔·马丁/薇琪·麦克卢尔/丹尼尔·梅斯/大卫·威尔莫特/西蒙妮·柯比/Annabelle Dowler/温迪·阿尔比斯顿/Trevor Murphy,剧情,英语,英国,7.3,72,17.60%,35.30%,41.20%,3.90%,2.00%,22
