排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
465,3168101,毒液：致命守护者 Venom,2018,鲁本·弗雷斯彻,汤姆·哈迪/米歇尔·威廉姆斯/里兹·阿迈德/斯科特·黑兹/瑞德·斯科特/珍妮·斯蕾特/梅洛拉·沃尔特斯/伍迪·哈里森/佩吉·陆/马尔科姆·C·默里/索佩·阿卢科/韦恩·佩雷/米歇尔·李/库尔特·岳/克里斯·奥哈拉/埃米里奥·瑞弗拉/阿里亚当娜·约瑟夫/袁之正/朴云龙/麦克·勃兰特/尼克·图恩/山姆麦地那/迪塞尔·马德金斯/简·麦克尼尔/维克托·麦凯/马丁·巴特斯·布拉德福德/布兰顿·莫拉莱斯/马修·康威尔/斯坦·李/韦德·威廉姆斯/约瑟夫·阿梅/威廉·W·巴伯/玛塞拉·布拉吉奥/卡特·伯奇/克里斯蒂安·康佛瑞/詹姆斯·富尔特斯/丹妮拉·加斯基/约翰·盖蒂尔/艾米丽塔·T·冈萨雷斯/杰克·汉森/安东尼·B·哈里斯/卡茜·亨德利/罗恩·彼得·琼斯/霍梅洛·洛佩兹/万恩·姆约维奇,动作/科幻/惊悚,英语 / 汉语普通话,美国 / 中国大陆,7.2,781499,11.90%,42.00%,40.10%,5.30%,0.70%,209239
466,26925317,动物世界,2018,韩延,李易峰/迈克尔·道格拉斯/周冬雨/曹炳琨/王戈/苏可,剧情/动作/冒险,汉语普通话 / 英语,中国大陆,7.2,519846,11.60%,44.10%,37.10%,5.80%,1.50%,178059
467,4864908,影,2018,张艺谋,邓超/孙俪/郑恺/王千源/王景春/胡军/关晓彤/吴磊/封柏,剧情/动作/武侠/古装,汉语普通话,中国大陆 / 中国香港,7.2,550337,13.20%,43.70%,35.50%,6.10%,1.60%,182348
468,26384741,湮灭 Annihilation,2018,亚历克斯·加兰,娜塔莉·波特曼/詹妮弗·杰森·李/吉娜·罗德里格兹/泰莎·汤普森/奥斯卡·伊萨克/水野索诺娅/大卫·吉亚西/图娃·诺沃妮/本尼迪克特·王/约翰·施瓦布/萨米·海曼/乔希·丹福德/克里斯汀·麦加里蒂,剧情/科幻/惊悚,英语,美国 / 英国,7.2,340234,11.70%,43.00%,38.50%,5.70%,1.00%,96772
469,26728669,风中有朵雨做的云,2018,娄烨,井柏然/宋佳/马思纯/秦昊/陈妍希/张颂文/陈冠希/颜卓灵/王维申/胡伶/黄伊凡/陈伟榕/单宝中/梁致力/罗义民,剧情/悬疑/犯罪,汉语普通话 / 粤语,中国大陆,7.2,375878,13.40%,42.60%,36.30%,6.30%,1.40%,133405
470,27621727,遗传厄运 Hereditary,2018,阿里·艾斯特,亚历克斯·沃尔夫/加布里埃尔·伯恩/托妮·科莱特/米莉·夏普洛/克里斯蒂·萨默海斯/摩根·伦德/马洛里·贝克特尔/杰克·布朗/布赖恩·拉谢尔/海蒂·门德兹/莫伊塞斯 L·托瓦/贾罗德·菲利普斯/安·唐德/布罗克·麦金尼/扎克瑞·亚瑟/奥斯丁·R·格兰特,恐怖,英语,美国,7.2,133615,15.90%,40.40%,35.00%,6.60%,2.20%,44528
471,26356631,伸冤人2 The Equalizer 2,2018,安东尼·福奎阿,丹泽尔·华盛顿/佩德罗·帕斯卡/艾什顿·桑德斯/奥森·比恩/比尔·普尔曼/梅丽莎·里奥/乔纳森·斯卡弗/沙基纳·贾弗里/卡罗琳·戴/特德·阿尔奇迪/杰伊·赫农/马克西米利安·麦克纳马拉/安德烈·阿罗维斯基,动作/惊悚/犯罪,英语 / 法语 / 土耳其语 / 希伯来语,美国,7.2,47184,14.00%,38.90%,42.10%,4.50%,0.50%,10776
472,26949241,游戏之夜 Game Night,2018,约翰·弗朗西斯·戴利,杰森·贝特曼/瑞秋·麦克亚当斯/凯尔·钱德勒/莎朗·豪根/比利·马格努森/拉蒙尼·莫里斯/凯莉·班伯里/杰西·普莱蒙/迈克尔·C·豪尔/丹尼·赫斯顿/切尔西·帕瑞蒂/卡米利·陈/泽瑞克·威廉姆斯/约书亚·米克尔/R·F·戴利/约翰·弗朗西斯·戴利/迈克尔·西里尔·克赖顿/布鲁克·杰伊·泰勒/乔纳森·戈德斯坦/娜塔莎皓尔/凯碧·伯德斯/斯蒂夫·维亭/奥利维亚/罗宾·戴克/雷纳·加拉赫/柯蒂斯·莱昂斯/格雷丝·万/玛丽亚·Z·威尔逊/杰弗里·怀特/迈克尔·大卫·育尔,喜剧/悬疑/犯罪,英语,美国,7.2,66573,11.70%,41.80%,40.80%,5.00%,0.80%,19053
473,27607378,龙珠超：布罗利 ドラゴンボール超 ブロリー,2018,长峰达也,野泽雅子/堀川亮/久川绫/古川登志夫/草尾毅/中尾隆圣/山寺宏一/森田成一/大友龙三郎/宝龟克寿/渡边菜生子/银河万丈/千叶繁/稻田彻/水树奈奈/杉田智和/菊池正美/齐藤贵美子/森下由树子/桐本拓哉/江川央生/谷昌树/阿座上洋平/松山鹰志/青森伸/高冢正也/沼田祐介/岛田敏,动作/动画/奇幻/冒险,日语,日本,7.2,49134,14.50%,39.10%,39.30%,6.20%,0.90%,15632
474,27072988,一个小忙 A Simple Favor,2018,保罗·费格,安娜·肯德里克/布蕾克·莱弗利/亨利·戈尔丁/伊恩·霍/乔舒亚·萨蒂尼/格伦达·布拉甘扎/安德鲁·兰内斯/凯利·麦柯马克/阿帕纳·纳彻/达斯汀·米利甘/丹妮埃拉·伯尔冈/吉亚·桑德赫/鲁伯特·弗兰德/诺林·古拉姆高斯/巴希尔·萨拉赫丁/梅洛迪·约翰逊/麦丽莎·奥尼尔/埃里克·约翰逊/琳达·卡德里尼/莎拉·贝克/珍·斯马特/莱斯勒·唐纳森/克里斯·欧文斯/罗莎娜·斯科托/多梅尼克·塞纳/辛迪·戴,剧情/悬疑/犯罪,英语,美国 / 加拿大,7.2,62968,10.60%,43.50%,41.30%,4.10%,0.50%,20763
475,27012731,噩梦娃娃屋 Ghostland,2018,巴斯卡·劳吉哈,克里斯塔尔·里德/玛莲·法莫/阿纳斯塔西娅·菲利普斯/艾米莉亚·琼斯/泰勒·辛克森/凯文·泡尔/罗布·阿切尔/玛丽亚姆·伯恩斯坦/艾丽西亚·约翰斯顿/埃内斯托·格里菲思/亚当·哈蒂格/丹尼斯·科齐/沙龙·巴杰/托尼·布拉加/保罗·特利/戈登·坦纳/埃里克·阿塔瓦尔/保罗·布莱恩特/泰瑞·雷/苏珊娜·普林格尔/马利克·劳吉尔/安吉拉·阿瑟,悬疑/惊悚/恐怖,英语 / 法语,法国 / 加拿大,7.3,30435,15.50%,41.10%,35.40%,6.40%,1.60%,9304
476,27092648,蒙上你的眼 Bird Box,2018,苏珊娜·比尔,桑德拉·布洛克/崔凡特·罗兹/约翰·马尔科维奇/莎拉·保罗森/杰基·韦佛/罗莎·萨拉查/丹妮尔·麦克唐纳/里尔·莱尔·哈瓦瑞/汤姆·霍兰德/机关枪凯利/黄荣亮/普路特·泰勒·文斯/维维恩·莱拉·布莱尔/帕敏德·纳格拉/丽贝卡·彼得根/艾米·古麦尼克/泰勒·汉德雷/海皮·安德森/大卫·达斯马齐连/基思·雅各/克里斯托弗·洛根/弗兰克·莫特克/泰德·霍利斯/麦特·伦纳德,剧情/科幻/惊悚,英语,美国,7.2,48831,12.30%,42.40%,39.40%,5.00%,0.90%,13891
477,30238963,光,2018,郭修篆,庄仲维/张顺源/陈子颖,剧情/家庭,汉语普通话 / 马来语 / 粤语,马来西亚,7.2,9487,9.20%,48.20%,38.40%,3.60%,0.50%,4613
478,27199577,银魂2 銀魂2 掟は破るためにこそある,2018,福田雄一,小栗旬/菅田将晖/桥本环奈/柳乐优弥/吉泽亮/三浦春马/洼田正孝/室毅/长泽雅美/冈田将生/木村绿子/佐藤二朗/中村勘九郎/堂本刚/堤真一/胜地凉/夏菜/户塚纯贵/立木文彦,喜剧/动作/冒险,日语,日本,7.2,38508,13.30%,41.30%,39.00%,5.60%,0.80%,11885
479,30349667,指挥家 De dirigent,2018,玛利亚·彼特斯,克里斯蒂亚娜 ‧德‧布奥恩/本杰明·温赖特/斯科特·特纳·菲尔德/塞马斯·F·萨金特/安妮特·马尔赫毕/雷蒙德·提哈瑞/吉斯·舒尔腾·范·艾查特/理查德·塞梅尔/西恩·托马斯/蒂姆·埃亨/席琳·珀赛尔/奇普·布雷/玛丽-克莱尔·维特洛克斯/杰里迈亚·弗莱明/詹姆斯·卡罗尔·乔丹,剧情/爱情/传记,英语 / 荷兰语 / 德语,荷兰 / 比利时,7.2,8056,13.90%,42.90%,35.50%,6.40%,1.30%,3790
480,30183666,老爸102岁 102 Not Out,2018,奥米史·舒克拉,阿米达普·巴强/里希·卡普尔/吉米特·特里韦迪/达尔曼德拉·吉尔,剧情/喜剧,印地语,印度,7.2,17506,14.30%,39.90%,38.00%,6.80%,1.00%,7500
481,30252334,爱情是什么 愛がなんだ,2018,今泉力哉,岸井雪乃/成田凌/穗志萌香/江口德子/筒井真理子/片冈礼子/中岛步/若叶龙也/深川麻衣,剧情/爱情,日语,日本,7.2,11604,11.80%,42.20%,40.30%,4.70%,0.90%,6060
482,27133913,黑色党徒 BlacKkKlansman,2018,斯派克·李,约翰·大卫·华盛顿/亚历克·鲍德温/小伊塞亚·维特洛克/罗伯特·约翰·伯克/布赖恩·塔伦蒂诺/阿瑟·J·纳斯加勒拉/根·加里托/弗雷德里克·韦勒/亚当·德赖弗/迈克尔·布谢米/劳拉·哈里尔/达马里斯·刘易斯/奥托·布兰克森-伍德/科里·霍金斯/法龙·索尔兹伯里/瑞安·艾戈尔德/加斯帕·帕科农/保罗·沃尔特·豪泽/阿什莉·阿特金森/托弗·戈瑞斯/维克托·科利采奇奥/埃莉斯·哈德森/丹尼·霍奇/尼古拉斯·特图罗/哈里·贝拉方特/克里斯·班克斯/克雷格·穆姆斯·格兰特/汤姆·斯特拉特福/唐纳德·特朗普/保罗·迪奥梅德/赖恩·普雷姆斯伯格/吉娜·贝拉方特/迈克尔·J·伯格/柯特·克伦德尼/大卫·杜克,剧情/传记/犯罪,英语,美国,7.2,29376,10.20%,44.90%,39.30%,4.60%,1.00%,9900
483,30183667,瘦身大作战 Я худею,2018,Aleksey Nuzhnyy,亚历山德拉·伯蒂奇,喜剧,俄语,俄罗斯,7.2,4949,15.00%,36.10%,41.90%,6.30%,0.80%,1896
484,26847068,狂野生活 Wildlife,2018,保罗·达诺,杰克·吉伦哈尔/凯瑞·穆里根/比尔·坎普/艾德·奥克森博尔德/佐伊·玛格丽特·科莱蒂/凯特·琼斯/米莉·米丽耕/布莱恩·梅/莱西·阿纳斯塔西娅/达里尔·考克斯/莎拉·摩尔/特拉维斯·布鲁耶,剧情,英语,美国,7.2,11482,9.80%,45.40%,40.30%,3.80%,0.70%,4905
485,30164711,咖啡未冷前 コーヒーが冷めないうちに,2018,冢原亚由子,有村架纯/伊藤健太郎/波瑠/林遣都/深水元基/松本若菜/药师丸博子/吉田羊/松重丰/石田百合子,剧情/爱情/奇幻,日语,日本,7.2,6951,13.20%,41.90%,39.60%,4.50%,0.90%,2730
486,26363987,你能原谅我吗？ Can You Ever Forgive Me?,2018,玛丽埃尔·海勒,梅丽莎·麦卡西/理查德·E·格兰特/多莉·韦尔斯/本·法尔科内/格里高利·克洛斯蒂舍夫斯基/简·库丁/斯蒂芬·斯皮内拉/克里斯蒂安·纳瓦罗/普·班德赫/埃里克·拉雷·哈维/布兰登·斯科特·琼斯/雪伊德林恩/罗莎尔·卡农/安娜·迪佛·史密斯/马克·埃文·杰克逊/马塞拉·洛维里/罗伯塔·瓦拉赫/蒂娜·本科/乔安娜·阿德勒/迈克尔·西里尔·克赖顿/爱丽丝·克雷梅尔堡/露西·德维托/贾斯汀·邦德/马米·科西科/扎布丽娜·格瓦拉/Ron Maestri/阿曼德·里斯科/利兹·恩格/桃乐丝·麦卡锡/Bill Walters,剧情/喜剧/传记/犯罪,英语,美国,7.2,9057,11.00%,43.30%,41.10%,3.90%,0.70%,3469
487,26430706,白乌鸦 The White Crow,2018,拉尔夫·费因斯,奥列格·伊万科/拉尔夫·费因斯/路易斯·霍夫曼/阿黛尔·艾克萨勒霍布洛斯/谢尔盖·波卢宁/奥利维尔·雷堡汀/拉斐尔·佩尔索纳/丘尔潘·哈马托娃/扎克·艾弗里/玛尔·索度佩/卡利普索·瓦卢瓦/内博伊萨·杜加利奇,剧情/传记,俄语 / 英语 / 法语,英国 / 法国 / 塞尔维亚,7.2,3273,11.80%,43.10%,40.60%,3.80%,0.70%,1396
488,27054108,山茶花飘零 散り椿,2018,木村大作,冈田准一/西岛秀俊/黑木华/池松壮亮/绪形直人/柳乐优弥/芳根京子/骏河太郎/渡边大/麻生久美子/石桥莲司/富司纯子/奥田瑛二,剧情/动作,日语,日本,7.2,2053,12.20%,44.00%,37.70%,4.80%,1.20%,877
489,30343361,果戈里·复仇 Гоголь. Страшная месть,2018,埃格尔·巴拉诺夫,帕维尔·杰列维扬科/欧列格·缅希科夫/亚历山大·佩特罗夫/叶夫根尼·斯迪查金/玛尔塔·蒂莫菲娃/泰西娅·维尔科娃,悬疑/惊悚/奇幻/冒险,俄语,俄罗斯,7.2,1437,15.40%,38.30%,39.30%,5.30%,1.70%,393
490,27156537,最好的朋友 Mi mejor amigo,2018,马丁·迪乌斯,安杰洛·穆蒂·斯皮内塔/劳塔罗‧罗德里格斯/吉列尔莫·普宁/玛丽安娜·安希列里/班尼西奥·穆蒂·斯皮内塔/罗曼娜·亚历山德拉·古利奇/雷娜塔·利兹,剧情/同性,西班牙语,阿根廷,7.2,3552,14.00%,37.30%,42.00%,5.90%,0.80%,1327
491,30147434,半世界,2018,阪本顺治,原田麻由/长谷川博己/堀部圭亮/池胁千鹤/稻垣吾郎/石桥莲司/牧口元美/冈本智礼/小野武彦/涩川清彦/信太昌之/菅原あき/杉田雷麟/竹内都子,剧情,日语,日本,7.2,2125,11.00%,43.90%,39.50%,4.70%,0.90%,970
492,27104330,李保国,2018,赵起,林永健/颜丹晨/尤勇智/侯天来/吴军/高明/何政军/舒耀瑄/刘芳/李林蔚/戚云鹏/任铭松/李晓强/王匡/孙思瀚/施大生/巍子/许文广/范俊良/周正启/晁振轩,剧情/传记,汉语普通话,中国大陆,7.2,1745,25.40%,30.20%,28.60%,11.10%,4.80%,888
493,27041467,皮肤 Skin,2018,盖·纳蒂弗,杰米·贝尔/维拉·法米加/丹妮尔·麦克唐纳/玛丽·斯图尔特·马斯特森/麦克·柯尔特/比尔·坎普/路易莎·克劳瑟/珍娜·莉·格林/凯莱·罗杰斯/罗素·普斯勒/丹尼尔·亨绍尔/佐伊·玛格丽特·科莱蒂/罗布·菲格罗亚/迈克尔·维拉尔/贝蒂娜·斯凯/贾斯汀·L·威尔逊/吉姆·福特/乔安娜·哈灵顿/加西·阿伯里维,剧情,英语,美国,7.2,2219,14.40%,37.40%,41.30%,5.40%,1.50%,471
494,27596261,容基耶尔女士 Mademoiselle de Joncquières,2018,埃马纽埃尔·穆雷,塞西尔·德·弗朗斯/埃德瓦·贝耶/爱丽丝·伊萨/娜塔莉亚·多切瓦/劳尔·卡拉米/让-米歇尔·拉米,剧情/爱情,法语,法国,7.2,1916,10.50%,44.90%,40.10%,3.90%,0.60%,859
495,30307158,罗茜 Rosie,2018,帕蒂·布莱斯纳奇,莎拉·格林/茉莉·麦克凯恩/Darragh Mckenzie/鲁比·邓恩/艾丽·奥哈罗兰/莫·邓福德/Jade Jordan/Lochlainn O'Mearain/Aisling O'Mara/Killian Coyle/Natalia Kostrzewa/Clare Monnelly/Johanna O'Brien/Eva-Jane Gaffney/Derbhle Crotty,剧情,英语,爱尔兰,7.2,1371,9.50%,46.50%,37.70%,4.70%,1.50%,445
496,27621906,在警局！ Au poste!,2018,昆汀·杜皮约,伯努瓦·波尔沃德/格雷瓜尔·鲁迪格/马克·弗赖兹/阿娜伊斯·德穆斯蒂埃,剧情,法语,法国,7.3,816,10.30%,48.50%,35.40%,5.10%,0.70%,270
497,30170741,萤火虫 জোনাকি,2018,阿蒂提雅·维克拉姆·森古普塔,Ratnabali Bhattacharjee/Lolita Chatterjee/Sumanto Chattopadhyay/吉姆·萨伯,剧情,孟加拉语 / 英语,印度 / 法国 / 新加坡,7.2,727,14.30%,40.60%,36.50%,6.80%,1.80%,238
498,27102557,战中女人 Kona fer í stríð,2018,本尼迪克·埃灵格松,哈多拉·吉尔哈罗多蒂/约翰·西格罗森/胡安·卡米洛·罗曼·埃斯特拉达/乔伦德尔·拉格纳松/苏威·阿纳斯多特/贡纳·贝西·比昂森/海尔加·布拉加·乔斯提尔/夏洛特·博芬/乔·加纳尔/赫米尔·希尼·古纳森/哈拉迪尔·阿里·斯特凡松,剧情/喜剧,冰岛语,冰岛 / 法国 / 乌克兰,7.2,1682,12.50%,43.70%,37.00%,4.90%,2.00%,760
499,3077746,触碰的双手 Where Hands Touch,2018,阿马·阿桑特,阿曼德拉·斯坦伯格 /艾比·考尼什/乔治·麦凯/克里斯托弗·埃克莱斯顿/汤姆·古德曼-希尔/亚力克·纽曼/威尔·阿滕伯勒/丹尼尔·韦曼/汤姆·斯威特,剧情/爱情/战争,英语,英国,7.2,888,17.70%,34.10%,40.60%,6.10%,1.50%,250
500,27594852,铁道：家色 かぞくいろ RAILWAYS わたしたちの出発,2018,吉田康弘,有村架纯/国村隼/樱庭奈奈美/归山龙成/筒井真理子/木下邦家/板尾创路/青木崇高,剧情,日语,日本,7.2,1602,10.70%,44.40%,40.70%,3.50%,0.80%,469
