排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
31,27178698,少女与战车 最终章 第3话 ガールズ＆パンツァー 最終章 第3話,2021,水岛努,渊上舞/茅野爱衣/尾崎真实/中上育实/井口裕香/濑户麻沙美/能登麻美子/大空直美/伊濑茉莉也,动画,日语,日本,8.7,307,51.00%,38.80%,7.80%,0.40%,2.00%,84
32,30409439,兹山鱼谱 자산어보,2021,李濬益,薛景求/卞约汉/李姃垠/敏度希/柳承龙,剧情/历史/古装,韩语,韩国,8.8,34541,49.30%,40.80%,8.60%,0.90%,0.40%,12874
33,35341249,京都人的秘密欢愉~BLUE修业中~燃情之秋~ 京都人の密かな愉しみ Blue修業中 燃える秋,2021,源孝志,林遣都/吉冈里帆/矢本悠马/趣里/每熊克哉/团时郎/甲本雅裕/上杉祥三/本田博太郎/高冈早纪/秋山菜津子/石桥莲司,,日语,日本,8.6,360,45.00%,44.30%,8.50%,1.80%,0.40%,94
34,35652715,杰伊·比姆 Jai Bhim,2021,T.J. Gnanavel,苏利耶·西瓦库马/Lijo Mol Jose/Manikandan/Rajisha Vijayan/普拉卡什·拉贾/Rao Ramesh/Guru Somasundaram/M.S. Bhaskar/V. Jayaprakash/Sibi Thomas/Ilavarasu/Jayarao/Sujatha Sivakumar/Ravi Venkatraman/Tamizh/Padmapriya,剧情/犯罪,泰米尔语 / 印地语,印度,8.7,44228,48.00%,40.50%,10.30%,0.90%,0.30%,14139
35,35681373,史努比特辑：友谊地久天长 Snoopy Presents: For Auld Lang Syne,2021,克雷·卡提斯,Etienne Kellici/特里·迈古林/罗伯特·丁克勒/Lexi Perri/Isabella Leo/Wyatt White/海蒂·克拉格滕/Holly Gorski/Caleb Bellavance/Natasha Nathan/Charlie Boyle/雅各布·索利/Matthew Mucci/Jackson Reid/雷欧·巴奈扎/Jacob Mazeral/Maya Misaljevic/Katie Griffin/马克·爱德华/Cory Doran/Harley Ruznisky,动画/儿童,英语,美国,8.7,122,47.50%,39.60%,11.90%,1.00%,0.00%,47
36,34874432,花束般的恋爱 花束みたいな恋をした,2021,土井裕泰,菅田将晖/有村架纯/细田佳央太/清原果耶/小田切让/押井守/户田惠子/岩松了/小林薰/韩英惠/中崎敏/小久保寿人/泷内公美/森优作/古川琴音/篠原悠伸/八木亚里纱/佐藤宽太/冈部崇/萩原实里/福山翔大/萩原利久/片山友希/宇野祥平/佐藤玲/水泽绅吾/穗志萌香,剧情/爱情,日语,日本,8.6,430499,44.40%,42.70%,11.50%,1.10%,0.30%,182595
37,35048413,健听女孩 CODA,2021,夏安·海德,艾米莉亚·琼斯/特洛伊·科特苏尔/玛丽·玛特琳/丹尼尔·杜兰特/欧赫尼奥·德尔维斯/福迪亚·瓦尔什-匹罗/艾米·福赛思/凯文·查普曼/约翰·菲奥里/朗尼·法默/科特兰·琼斯/莫莉·贝丝·托马斯/阿雅娜·布朗/杰森·普加奇/基亚娜·法内/安尼莉·利斯特/史蒂芬·卡利斯坎/何塞·冈斯·阿尔维斯/欧文·伯克/梅利莎·麦克米金/埃里卡·麦克德莫特/玛丽·安·绍布/莎拉·克拉克/大卫·纽森/大卫·布肯德尔/理查德·钱德勒/罗布·勒维克/琪拉·皮查多,剧情/音乐,美国手语 / 英语,美国 / 法国 / 加拿大,8.6,98571,43.90%,42.90%,12.10%,0.90%,0.20%,37414
38,34941536,宇宙探索编辑部,2021,孔大山,杨皓宇/艾丽娅/蒋奇明/王一通/盛晨晨/郭帆/龚格尔,喜剧/科幻,汉语普通话,中国大陆,8.7,1115,46.20%,44.50%,6.70%,0.80%,1.70%,353
39,35564186,中秋奇妙游,2021,路红莉,周深/王艺涵/李浩旭/苏海陆/孙科/陈炳睿/王文杰/斓曦/余冰慧/李佳颖/刘璐瑶/杨馥羽/张晓龙/陈军/赵家熠/李政阳/黄龙标/李松霖/石仁琦/王洪斌/张华/骆宁宁/李鑫/李丹/索明芳/张青松/李鑫艺/李钊/司献伟/储兰兰/周恩旭/黄琛迪/向笛/张玉坤/石璟/墨韵/雷偲佳/白皎旭/吴彤/马建超/张振兴/余佐娣/陈默蕾/彭曼婷/王梅/徐淑衍/曾婕,音乐/歌舞/历史/戏曲,汉语普通话,中国大陆,8.6,1173,47.00%,36.10%,16.90%,0.00%,0.00%,369
40,35525624,命运-冠位嘉年华 OVA2 Fate/Grand Carnival OVA 2nd Season,2021,岸诚二,关根明良/高桥李依/坂本真绫/川澄绫子/神奈延年/绿川光/泽城美雪/关智一/樱井孝宏/丹下樱,动画,日语,日本,8.7,389,53.50%,32.90%,10.30%,1.50%,1.80%,82
41,35307599,Fate/Grand Carnival OVA1 Fate/Grand Carnival OVA 1st Seanson,2021,岸诚二,关根明良/高桥李依/坂本真绫/川澄绫子/神奈延年/绿川光/泽城美雪/关智一/樱井孝宏/丹下樱,动画,日语,日本,8.6,538,52.20%,30.70%,13.70%,1.70%,1.70%,104
42,35564172,七夕奇妙游,2021,李鹏,骆文博/魏伸洋/李璐颖/姚琪琪/陈冰冰/王婧怡/魏嫣然/杨凌萱/杨任晓荷/徐子禾/赵一儒/禹佳彤/邵天帅/吴素真/闫晓冰/胡猛飞/孙琴菲/陈蒙尔/朱旭光/张亚鸽/杨红霞/汤晓凤/金玥/丁晓逵/王佳男/商钟元/凌云/汪小敏/蒋梦瑶/刘璐瑶/李佳颖/郑玉佳,,汉语普通话,中国大陆,8.6,889,41.90%,51.60%,1.60%,4.80%,0.00%,260
43,35428915,清明奇妙游,2021,钱林林,冯提莫/戴荃/梦然,,汉语普通话,中国大陆,8.5,791,44.40%,36.50%,17.50%,1.60%,0.00%,185
44,34964266,小羊肖恩：圣诞大冒险 Shaun the Sheep: The Flight Before Christmas,2021,史蒂夫·考克斯,贾斯汀·弗莱彻/约翰·斯帕克斯/劳拉·艾克曼/马库斯·布里斯托克/凯特·哈伯/Anna Leong Brophy/西蒙·格林诺/安迪·尼曼/艾玛·泰特/理查德·韦伯,喜剧/动画,英语,英国,8.6,509,43.20%,45.20%,10.60%,1.00%,0.00%,169
45,33407124,浪客剑心 最终章 追忆篇 るろうに剣心 最終章 The Beginning,2021,大友启史,佐藤健/有村架纯/高桥一生/北村一辉/江口洋介/村上虹郎/安藤政信/大西信满/池内万作/藤本隆宏/和田聪宏/中村达也/荒木飞羽/洼田正孝/平野生成/堀田真由/一之濑亘/石田法嗣/成田瑛基/奥野瑛太/渡边真起子,剧情/动作/冒险,日语,日本,8.5,30246,42.80%,40.40%,14.90%,1.40%,0.50%,9811
46,35472097,窥探：最后 마우스: 더 라스트,2021,李昇基,李昇基/李熙俊/朴柱炫/景收真/安在旭/赵在允,真人秀,韩语 / 英语,韩国,8.5,421,43.50%,39.30%,16.60%,0.30%,0.30%,96
47,35351310,深夜咖啡屋3：好奇跟踪者 심야카페 시즌3: 산복산복 스토커,2021,郑允秀,金道英/金仁怡/申柱焕,剧情/爱情,韩语,韩国,8.5,457,57.10%,20.40%,14.80%,3.40%,4.30%,138
48,35391275,魔法使的新娘 西之少年与青岚的骑士 魔法使いの嫁 西の少年と青嵐の騎士,2021,种崎敦美,种崎敦美/竹内良太/内山昂辉/远藤绫/大原沙耶香/山口胜平/安元洋贵,动画,日语,日本,8.3,126,38.40%,38.40%,22.20%,0.00%,1.00%,33
49,35414623,咒术回战0 剧场版 劇場版 呪術廻戦 0,2021,朴性厚,绪方惠美/花泽香菜/小松未可子/内山昂辉/关智一/中村悠一/樱井孝宏/山寺宏一/松田利冴/松田飒水/速水奖/伊藤静/岩田光央/黑田崇矢,动画,日语,日本,8.4,6225,40.60%,42.00%,14.40%,1.70%,1.30%,2436
50,35451044,邻居 Neighbours,2021,Mano Khalil,,剧情,库尔德语,瑞士,8.5,147,43.10%,42.30%,13.10%,0.00%,1.50%,66
51,35561554,假面骑士圣刃 电影公开合体特别篇 仮面ライダーセイバー 映画公開記念合体SP,2021,柴崎贵行,内藤秀一郎/山口贵也/川津明日香/青木瞭/生岛勇辉 Yuki Ikushima/富樫慧士/岡宏明/市川知宏/Angela芽衣/庄野崎谦/驹木根葵汰/浅沼晋太郎/宫本侑芽/梶裕贵/佐藤拓也/增子敦贵/世古口凌/森日菜美,剧情/冒险,日语,日本,8.6,95,56.20%,23.30%,16.40%,1.40%,2.70%,14
52,35677203,南方公园: 后新冠时代 Post COVID,2021,Trey Parker,崔·帕克,动画,英语,美国,8.6,127,49.50%,35.90%,11.70%,1.90%,1.00%,43
53,35668421,我记得,2021,魏蔓,,,日语,日本,8.5,67,50.90%,25.50%,23.60%,0.00%,0.00%,27
54,35211578,逃避虽可耻但有用 新春特别篇 逃げるは恥だが役に立つ ガンバレ人類! 新春スペシャル!!,2021,金子文纪,新垣结衣/星野源/大谷亮平/藤井隆/真野惠里菜/成田凌/古馆宽治/细田善彦/茂吕师冈/高桥瞳/宇梶刚士/富田靖子/古田新太/石田百合子/西田尚美/青木崇高,剧情/爱情,日语,日本,8.4,34355,41.30%,41.20%,15.70%,1.50%,0.40%,13939
55,30201133,机动战士高达 闪光的哈萨维 機動戦士ガンダム 閃光のハサウェイ,2021,村濑修功,小野贤章/上田丽奈/诹访部顺一/齐藤壮马/津田健次郎/石川由依/落合福嗣/武内骏辅/早见沙织/松冈美里/泽城千春/宫崎游/天崎滉平/绵贯龙之介/田中光/草野峻平/种崎敦美/新祐树/绫见有纪/鹫见昂大/尼古拉·法莱那泽/越后屋浩介/藤高智大/Volcano太田/川口启史/田村千惠/井川秀荣/吉富英治/木曾宽子/佐佐木祐介/吉田健司/高桥雏子/高桥大辅/泷村直树/福西胜也/佐伯美由纪/本多新也/木野日菜/内田绅一郎/樱冈敦子/地藏堂武大/川上洋平/矶部宽之/白井真辉/ASHLEY/JAMES/SAYAKA/山寺宏一/佐佐木望/川村万梨阿/古谷彻,剧情/科幻/动画/战争,日语,日本,8.4,12584,44.00%,37.20%,15.60%,2.30%,0.90%,4179
56,35296066,总之就是非常可爱 OVA トニカクカワイイ OVA,2021,博史池畠,榎木淳弥/鬼头明里,喜剧/爱情/动画,日语,日本,8.5,785,48.40%,31.50%,15.90%,2.50%,1.70%,151
57,35158375,法比安 Fabian oder Der Gang vor die Hunde,2021,多米尼克·格拉夫,汤姆·希林/莎斯琪亚·罗森道尔/阿尔布雷希特·舒赫/梅雷特·贝克尔/米夏埃尔·维滕博恩/安妮·贝南特/Thomas Dehler/Petra Kalkutschke/Elmar Gutmann/Aljoscha Stadelmann/Eva Medusa Gühne/Luise Aschenbrenner,剧情,德语,德国 / 奥地利,8.5,5625,41.40%,43.40%,13.00%,1.40%,0.80%,2521
58,35501037,宅男腐女恋爱真难 OAD3 ヲタクに恋は難しい 社員旅行と願いごと,2021,高野やよい,伊达朱里纱/伊东健人/杉田智和/泽城美雪/梶裕贵/悠木碧/寺岛拓笃/八代拓,动画,日语,日本,8.5,302,45.10%,36.60%,17.10%,1.20%,0.00%,84
59,35590301,假面骑士圣刃增刊 新一页 翻开之时 仮面ライダーセイバー増刊号 新たなページが、開くとき、,2021,柴崎贵行,内藤秀一郎/山口贵也/青木瞭/川津明日香/富樫慧士/岡宏明/知念里奈/Angela芽衣/生岛勇辉/市川知宏/庄野崎谦/前田拳太郎/木村昴,剧情/动画,日语,日本,8.4,138,47.70%,29.40%,19.30%,2.80%,0.90%,19
60,26897885,芬奇 Finch,2021,米格尔·萨普什尼克,汤姆·汉克斯/卡赖伯·兰德里·琼斯/希默斯/洛拉·玛汀内斯-康宁安/玛丽·瓦根曼/Oscar Avila,剧情/科幻,英语,美国,8.4,181061,38.70%,45.30%,14.60%,1.20%,0.30%,53935
61,35358632,第五十五届超级碗 Super Bowl LV,2021,汤姆布雷迪,汤姆布雷迪,运动,英语,美国,8.4,76,44.10%,39.00%,11.90%,1.70%,3.40%,31
62,35691804,十三邀 番外篇：许知远对话刘擎,2021,朱凌卿,刘擎/许知远,脱口秀,汉语普通话,中国大陆,8.4,1219,36.50%,50.20%,11.20%,2.10%,0.00%,354
63,35360296,偶然与想象 偶然と想像,2021,滨口龙介,古川琴音/涩川清彦/占部房子/中岛步/玄理/森郁月/甲斐翔真/河井青叶,剧情/爱情,日语,日本,8.3,54822,34.00%,49.50%,14.60%,1.50%,0.40%,24388
64,34658290,最后的决斗 The Last Duel,2021,雷德利·斯科特,朱迪·科默/马特·达蒙/亚当·德赖弗/本·阿弗莱克/哈丽特·瓦尔特/埃里克斯·劳瑟/马尔顿·索克斯/威廉·休斯顿/奥利弗·科顿/内森奈尔·帕克/塔露拉·哈登/布瑞恩尼汉娜/伊恩·皮里/迈克尔·麦克埃尔哈顿/山姆·哈兹尔丁/克里夫·罗素/朱利安·弗思/柔伊·布鲁诺/亚当·那加提斯/卡伊姆赫·O'马莉/约翰·卡瓦纳/泽利科·伊万内克/克莱尔·邓恩/保罗·班迪/布朗提思·佐杜洛夫斯基/Peter Hudson/Dimitri Michelsen/科林·大卫·里斯/勃斯科·霍根/布莱恩F.穆尔维/Thomas Silberstein/Aurélien Lorgnier/Adam Goodwin,剧情/历史,英语 / 德语 / 法语 / 拉丁语,美国 / 英国,8.3,66217,34.00%,49.70%,14.60%,1.30%,0.40%,23243
65,35618442,戴夫·查佩尔：胜利最终章 Dave Chappelle: The Closer,2021,Stan Lathan,Dave Chappelle,喜剧/脱口秀,英语,美国,8.3,1642,44.70%,35.40%,14.10%,3.40%,2.40%,685
66,35426419,隐瞒之事 剧场剪辑版 秘密是什么 劇場編集版 かくしごと ―ひめごとはなんですか―,2021,村野佑太,神谷浩史/高桥李依/花江夏树/八代拓/安野希世乃/佐仓绫音/村瀬步/内田真礼/浪川大辅/小泽亚李/本渡枫/和气杏未/逢田梨香子,动画,日语,日本,8.3,1163,37.60%,43.90%,16.90%,1.00%,0.70%,281
67,35498969,薄荷巧克力音乐节 그랜드 민트 초코 페스티벌,2021,罗䁐锡,罗䁐锡/柳熙烈/李寿根/权珍娥/Sam Kim/金钟仁/裴正南/宋旻浩/曹圭贤/郑承焕,音乐/真人秀,韩语,韩国,8.3,218,33.90%,48.10%,15.90%,1.60%,0.50%,39
68,35144311,雄狮少年,2021,孙海鹏,大昕/大雄/郭皓/李盟/李佳思/蔡壮壮/马语非/熊陈捷/巴赫/大澄子/付博文/秋木,剧情/喜剧/动画,汉语普通话 / 粤语,中国大陆,8.3,415291,35.20%,46.30%,15.40%,2.10%,1.00%,195399
69,35262731,浅草小子 浅草キッド,2021,剧团一人,大泉洋/柳乐优弥/铃木保奈美/土屋伸之/门胁麦/中岛步/古泽裕介/小牧那凪/大岛蓉子/尾上宽之/无法松/风间杜夫,剧情/传记,日语,日本,8.3,15189,33.70%,48.10%,16.80%,1.10%,0.30%,5847
70,35015968,昨日的美食 电影版 きのう何食べた？劇場版,2021,中江和仁,西岛秀俊/内野圣阳/山本耕史/矶村勇斗/槙田雄司/松村北斗/田中美佐子/田山凉成/梶芽衣子,剧情/同性,日语,日本,8,4327,29.70%,43.30%,23.60%,2.50%,0.90%,2103
71,35349465,色美味辛 The Great Indian Kitchen,2021,Jeo Baby,Nimisha Sajayan/Suraj Venjaramoodu,剧情/家庭,马拉雅拉姆语,印度 India,8.3,153,31.90%,50.40%,16.00%,1.70%,0.00%,71
72,35669441,希尔达与山丘之王 Hilda and The Mountain King,2021,安迪·科伊尔,贝拉·拉姆齐/阿米拉·法尔森-奥乔/奥利佛·尼尔森/黛西·海格达/拉斯穆斯·哈迪克/约翰·霍普金斯/露西·蒙格马利/迪诺·凯利/Rachel August/Agnes Peacock/Presley Charman/Ethan Dattani/Peter Dickson/Tafari Edwards/西蒙·格林诺,动画/奇幻/冒险,英语,英国 / 美国 / 加拿大,8.4,3250,41.10%,39.20%,17.40%,1.90%,0.50%,1225
73,35707336,路易·C·K：抱歉 Louis C.K.: Sorry,2021,路易·C·K,路易·C·K,喜剧/脱口秀,英语,美国,8.3,2153,35.10%,48.60%,15.10%,1.10%,0.20%,914
74,35725271,倾心相印 番外篇 Don't Say No Special Episode,2021,帕查拉·苏岸西,帕查拉·苏岸西/查隆拉·诺山荣/奇萨努蓬·邦马尼/彭萨帕·拉查鹏,爱情/同性,泰语,泰国,8.3,294,40.30%,37.20%,19.90%,1.30%,1.30%,68
75,35642406,小罗伊·伍德: 来使毛病百出 Roy Wood Jr.: Imperfect Messenger,2021,Bob Bain,Roy Wood Jr.,脱口秀,英语,美国,8.3,105,31.60%,53.20%,15.20%,0.00%,0.00%,32
76,35332577,情色小说家～春的生活～ ポルノグラファー～春的生活～,2021,三木康一郎,竹财辉之助/猪塚健太/小林凉子/前野朋哉/大地琴惠/竹井梨乃/吉田宗洋,同性,日语,日本,8.2,8183,35.40%,41.60%,20.60%,2.00%,0.40%,2593
77,35210274,鸣鸟不飞 OAD 囀る鳥は羽ばたかない Don’t stay gold,2021,牧田佳织,小野友树/安元洋贵/新垣樽助,动画/同性,日语,日本,8.3,1999,34.70%,45.40%,18.10%,1.40%,0.40%,570
78,35559022,倾心相印 特别篇 Don't Say No Special,2021,Pique Passawut Sukbua,帕查拉·苏岸西/查隆拉·诺山荣/蔡辰逸/李屹/尼措空·卡琼伯利叻/奇萨努蓬·邦马尼,爱情/同性,泰语,泰国,8,810,37.60%,34.00%,23.10%,3.30%,1.90%,170
79,35259429,人生最棒的礼物 人生最高の贈りもの,2021,石桥冠,石原里美/寺尾聪/向井理/胜地凉/木村绿子/角野卓造,剧情,日语,日本,8.2,3068,35.20%,43.90%,18.10%,2.30%,0.50%,1225
