排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
136,35338562,全职 À plein temps,2021,艾瑞克·格拉沃尔,劳尔·卡拉米/Cyril Masson/露西·加洛/Olivier Faliez,剧情,法语,法国,7.8,74,12.50%,70.30%,15.60%,0.00%,1.60%,37
137,3001114,沙丘 Dune,2021,丹尼斯·维伦纽瓦,蒂莫西·柴勒梅德/丽贝卡·弗格森/奥斯卡·伊萨克/戴夫·巴蒂斯塔/赞达亚/杰森·莫玛/乔什·布洛林/哈维尔·巴登/斯特兰·斯卡斯加德/夏洛特·兰普林/大卫·达斯马齐连/莎伦·邓肯-布鲁斯特/斯蒂芬·亨德森/迈克尔·纳尔多内/张震/巴布斯·奥卢桑莫昆/奥利弗·瑞安/查理·罗尔斯/格洛里亚·奥比安约/保罗·布林/比约恩·弗赖贝格,剧情/科幻/冒险,英语 / 汉语普通话,美国,7.7,529285,21.90%,47.30%,26.00%,3.90%,0.90%,204178
138,34841067,你好，李焕英,2021,贾玲,贾玲/张小斐/沈腾/陈赫/刘佳/丁嘉丽/王琳/杜源/何翯/何欢/韩云云/包文婧/葛珊珊/史策/黄小猫/许君聪/卜钰/刘宏禄/魏翔/孙集斌/张泰维/郭宇鹏/朱天福/王宇/冯巩/乔杉/王小利/宋晓峰/董若溪/曹贺军/赵婷婷/姬晴/郭祥鹏/李一峰/潘斌龙,剧情/喜剧/奇幻,汉语普通话,中国大陆,7.7,1283055,23.50%,44.90%,27.10%,3.50%,0.90%,503237
139,35341465,软禁 Дело,2021,小阿列克谢·日耳曼,梅拉布·尼尼泽/安娜·米哈尔科娃/罗扎·哈伊鲁林娜/赛佛兰娜·科契柯娃/亚历山大·帕里/亚历山德拉·伯蒂奇/阿纳斯塔西娅·梅利尼科娃/Anastasia Talyzina/Yuriy Utkin/Aleksandr Bolshakov/Yuliya Markova/Alisa Reyfer/Yan Reshetnikov,剧情,俄语,俄罗斯,7.6,165,16.80%,49.60%,32.10%,0.70%,0.70%,75
140,30137576,记忆 Memoria,2021,阿彼察邦·韦拉斯哈古,蒂尔达·斯文顿/让娜·巴利巴尔/艾格尼丝·布雷克/埃尔金·迪亚兹/胡安·帕布罗·乌雷戈/丹尼尔·希梅内斯·卡乔/Jerónimo Barón/Constanza Gutierrez/Daniel Toro,剧情,英语 / 西班牙语,哥伦比亚 / 泰国 / 法国 / 德国 / 墨西哥 / 卡塔尔 / 英国 / 中国大陆 / 瑞士,7.7,7343,26.00%,40.70%,26.50%,5.20%,1.60%,4139
141,30300279,法兰西特派 The French Dispatch,2021,韦斯·安德森,本尼西奥·德尔·托罗/艾德里安·布洛迪/蒂尔达·斯文顿/蕾雅·赛杜/弗兰西斯·麦克多蒙德/蒂莫西·柴勒梅德/琳娜·库德里/杰弗里·怀特/马修·阿马立克/斯蒂夫·朴/比尔·默瑞/欧文·威尔逊/鲍勃·巴拉班/亨利·温克勒/罗伊丝·史密斯/托尼·雷沃罗利/德尼·梅诺谢/拉里·派恩/莫嘉娜·波兰斯基/费利克斯·莫阿蒂/克里斯托弗·瓦尔兹/塞西尔·德·弗朗斯/圭洛姆·加里尼/鲁伯特·弗兰德/埃里克斯·劳瑟/莉莉·塔耶布/斯特凡·巴克/伊波利特·吉拉尔多/列维·施瑞博尔/威廉·达福/爱德华·诺顿/西尔莎·罗南/达米安·勃纳尔/罗多尔·保利/安东尼娅·德斯普拉特/伊丽莎白·莫斯/詹森·舒瓦兹曼/费舍·史蒂芬斯/格里芬·邓恩/巴勃罗·保利/华莱士·沃洛达斯基/安杰丽卡·贝蒂·费利尼/安杰丽卡·休斯顿/尼古拉·萨阿达,剧情/喜剧,英语 / 法语,美国 / 德国,7.7,73249,21.20%,48.60%,26.40%,3.30%,0.40%,31148
142,34938552,小马宝莉：新世代 My Little Pony: A New Generation,2021,罗伯特·库仑,伊丽莎白·帕金斯/詹姆斯·麦斯登/凡妮莎·哈金斯/郑肯/简·科拉克斯基/贵美子·格伦/迈克尔·麦基恩/索菲亚·卡尔森/菲尔·拉马/丽兹·考什,喜剧/动画/冒险,英语,美国 / 爱尔兰 / 加拿大,7.7,620,26.30%,43.10%,24.20%,3.20%,3.20%,226
143,34927643,六号车厢 Hytti nro 6,2021,尤霍·库奥斯曼恩,塞迪·哈拉/尤里·鲍里索夫/尤利娅·奥格/蒂娜拉·卓卡洛娃/波琳娜·奥格/Tomi Alatalo/Konstantin Murzenko/Galina Petrova/Viktor Chuprov/Mikhail Brashinsky/Galina Sidorova/谢尔盖·阿格夫诺/Maria Kljukina/Denis Pyanov/Natalya Drozd,剧情,俄语 / 芬兰语,芬兰 / 俄罗斯 / 爱沙尼亚 / 德国,7.7,8353,20.20%,50.20%,26.70%,2.40%,0.40%,4102
144,26290360,妇仇者联盟,2021,张策,刘大鹅/王三炮/曹玲/朱莉/董二花/梅梅,喜剧/爱情,汉语普通话,中国大陆,7.6,846,18.30%,48.30%,30.00%,2.50%,0.80%,289
145,35580073,无爱唯权 If I Can’t Have Love I Want Power,2021,Colin Tilley,哈尔希,剧情/恐怖/奇幻,英语,美国,7.8,125,27.30%,43.60%,22.70%,3.60%,2.70%,43
146,34884701,新王加冕 Born a Champion,2020,亚历克斯·兰阿瑞佛罗,肖恩·派特里克·弗兰纳里/莫里斯·孔特/卡特里娜·宝登/丹尼斯·奎德/雷诺·维尔森/库里·格拉汉姆/科斯塔斯·曼迪勒/埃德森•巴博萨/米奇•高尔/阿里·阿夫沙尔/克里斯汀·基默/保罗J艾乐西/伦佐·格雷西/马歇尔·菲尔/威廉·W·巴伯/Joe Mahon,剧情/传记/运动,英语,美国,7.7,1994,22.60%,44.30%,29.30%,2.90%,0.90%,707
147,35134764,上帝之手 È stata la mano di Dio,2021,保罗·索伦蒂诺,菲利波·斯科蒂/托尼·塞尔维洛/特蕾莎·萨班农盖/路易莎·拉涅瑞/雷纳托·卡朋特理/马西米利亚诺·加洛/贝蒂·佩德拉兹/利诺· 穆塞拉/朵拉·罗马诺/Birte Berg/Lubomir Misak/Biagio Manna/Marlon Joubert/Ciro Capano/Enzo Decaro/Sofya Gershevich/Alessandro Bressanello,剧情,意大利语,意大利,7.7,19883,21.20%,48.30%,27.00%,2.90%,0.60%,7855
148,35440052,我让最想拥抱的男人给威胁了~西班牙篇~ 劇場版 抱かれたい男1位に脅されています。～スペイン編～,2021,龙轮直征,小野友树/高桥广树/鸟海浩辅/羽多野涉/佐藤拓也/内田雄马/速水奖/落合福嗣,动画,日语,日本,7.3,1628,21.20%,31.50%,38.40%,7.80%,1.20%,702
149,35480304,bilibili夏日毕业歌会2021,2021,马楠,王源/火星电台/朴树/许嵩/欧阳娜娜/周深/于贞/陈峥宇/石玺彤/沙一汀/阿达娃/鱼翅/旅行团/钱正昊/夏日入侵企画,真人秀,汉语普通话,中国大陆,7.7,2527,22.20%,47.30%,26.60%,2.40%,1.40%,1197
150,33404512,东京贵族女子 あのこは貴族,2021,岨手由贵子,门胁麦/水原希子/高良健吾/石桥静河/山下リオ/佐戸井けん太/筱原友希子/石橋けい/山中崇/高橋ひとみ/津嘉山正种/银粉蝶,剧情,日语,日本,7.7,12907,18.00%,49.90%,29.40%,2.20%,0.40%,5154
151,34820285,绝唱 Swan Song,2021,托德·斯蒂芬斯,乌多·基尔/詹妮佛·库里奇/琳达·伊万斯/迈克尔·尤瑞/安妮·基特拉尔/约翰·布莱奇曼/特维斯·R·马库姆/Roshon Thomas/Ira Hawkins/Tom Bloom/Eric Eisenbrey/Dave Sorboro/Bryant Carroll/Catherine L. Albers/Shanessa Sweeney/Ray Perrin/Shelby Garrett/Barbie Marie,剧情/同性,英语,美国,7.7,234,22.60%,45.20%,28.00%,3.20%,1.10%,94
152,35432686,孩子们很有趣 아이들은 즐겁다,2021,李智元,李庆勋/朴艺灿/洪贞敏/朴示琓/玉曳璘/李尚熙/尹敬浩/孔敏晶,剧情,韩语,韩国,7.7,158,19.20%,49.20%,30.00%,0.80%,0.80%,52
153,35400885,朴诚实的死亡产业革命 박성실씨의 사차산업혁명,2021,Park Ji-Hyeon,申东美/裴海善/许龄智/金道贤/韩圭源/全镇基,剧情,韩语,韩国,7.7,99,23.20%,37.80%,37.80%,1.20%,0.00%,30
154,35210620,阿娜伊斯的爱恋 Les Amours d'Anaïs,2021,夏琳·布儒瓦-塔凯,阿娜伊斯·德穆斯蒂埃/瓦莱丽亚·布鲁尼·泰德斯基/德尼·波达利德斯/让-查理·克里切特/Xavier Guelfi/Christophe Montenez/安妮·卡诺斯瓦/布鲁诺·托德契尼/Annie Mercier/Grégoire Oestermann/Marie-Armelle Deguy/Sabrina Delarue/Seong-Young Kim/Estelle Cheon/Cédric Le Roy/Grégory Servant,剧情/喜剧/爱情,法语 / 英语,法国,7.7,2871,20.00%,46.80%,29.90%,2.80%,0.60%,1347
155,35624863,藏草青青,2021,陈中阳,范家其/旺卓措/王海祥,剧情,汉语普通话,中国大陆,7.7,2124,23.40%,42.90%,31.20%,1.30%,1.30%,1376
156,30363636,我眼中的阴影 Skyggen i mit øje,2021,奥勒·博内代尔,艾历克斯·休·安德森/帕特里夏·舒曼/詹姆斯·特拉佩/达妮卡· 库尔西奇/马德斯·瑞艾森/范妮·博内代尔/Malene Beltoft Olsen/延斯·塞特·拉森/克里斯蒂安·伊伯勒/Alban Lendorf/Joen Højerslev,历史/战争,丹麦语 / 英语 / 德语,丹麦,7.7,1113,20.30%,47.70%,27.70%,3.30%,1.00%,333
157,35711309,吉米·卡尔：暗黑笑料 Jimmy Carr: His Dark Material,2021,布赖恩·克莱因,吉米·卡尔,喜剧,英语,英国,7.6,405,20.40%,47.20%,26.80%,5.30%,0.30%,147
158,32493124,悬崖之上,2021,张艺谋,张译/于和伟/秦海璐/朱亚文/刘浩存/倪大红/李乃文/余皑磊/飞凡/雷佳音/沙溢/韩昊霖/赵毅,剧情/动作/悬疑,汉语普通话 / 英语 / 俄语,中国大陆 / 中国香港,7.6,676248,14.60%,53.10%,29.10%,2.70%,0.40%,233793
159,30359468,浊水漂流 濁水漂流,2021,李骏硕,吴镇宇/谢君豪/蔡思韵/李丽珍/朱栢康/柯炜林/叶童/宝佩如/陈泓宇/余慕莲/张满源/余淑培/陈灼明/胡卓希/黄衍仁,剧情,粤语,中国香港,7.6,20385,15.20%,51.40%,29.80%,2.90%,0.60%,8010
160,34856590,蓝色海湾 Blue Bayou,2021,全知泰,全知泰/艾丽西亚·维坎德/马克·奥布莱恩/范林丹/辛迪妮·科瓦尔斯基/沃迪·科蒂斯·霍尔/艾莫里·科恩/杰拉尔丁·辛格/托比·维特拉诺/雷内尔·吉布斯/马丁·巴特斯·布拉德福德/吉姆·格里森/西尔维娅·格雷丝·克里姆/戈登·德克海默/内德·尤瑟夫,剧情,英语,美国 / 加拿大,7.6,3479,19.20%,47.00%,29.40%,3.40%,1.10%,1316
161,35360566,当我们仰望天空时看见什么？ რას ვხედავთ როდესაც ცას ვუყურებთ?,2021,亚历山大·科贝里泽,Giorgi Ambroladze/Oliko Barbakadze/Giorgi Bochorishvili/Irina Chelidze/Ani Karseladze/Vakhtang Panchulidze,剧情,剧情,格鲁吉亚语,7.6,1696,20.80%,45.10%,27.80%,5.10%,1.20%,1023
162,35419225,风信子之恋 Hiacynt,2021,彼得亚雷·多玛列夫斯基,托马斯·兹代克/Hubert Milkowski/马克·卡利塔/Adrianna Chlebicka/托马斯·舒查特/塞巴斯蒂安·斯坦齐维兹/Jacek Poniedzialek/Piotr Trojan/阿格涅丝卡萨奇沃拉/托马斯·洛索/米洛斯拉夫·兹布罗邹维奇/Andrzej Klak/Adam Cywka/Jakub Wieczorek/Filip Perkowski/Michal Pawlik/Michal Wierzbicki/Michal Balicki/Mateusz Korsak/Slawomir Grzymkowski/Adrian Wajda/Piotr Miazga/Jakub Kotynski/Lukasz Lewandowski/Antoni Salaj/Wojciech Zietek/Jakub Sielski/Elzbieta Kepinska/Mirella Burcewicz/Joanna Polec/Hanna Lubienska/Miroslaw Pisarek/Andrzej Luter/Marcin Zarzeczny/Jakub Orzechowski/Dariusz Pierog/Dariusz Majchrzak/Roman Szewczyk/Anna Domalewska/Jan Smiarowski/Sylwia Drzycimska,剧情/同性/犯罪,波兰语,波兰,7.6,3035,18.80%,47.50%,30.70%,2.30%,0.70%,1110
163,34983332,白虎 The White Tiger,2021,拉敏·巴哈尼,阿达什·古拉夫/佩丽冉卡·曹帕拉/拉吉·库玛/马赫什·曼杰瑞卡/维杰·莫里亚/斯瓦普·桑帕特/纳尼什·尼尔/凯姆利什·吉尔/Paras Gola/Ansuman Bhagat/Lokesh Mittal/Perrie Kapernaros/Vedant Sinha/Trupti Khamkar/Abhishek Khandekar,剧情/犯罪,英语,印度 / 美国,7.6,22890,16.90%,49.20%,31.00%,2.60%,0.40%,6908
164,35310153,较量2 ദൃശ്യം 2,2021,吉图·乔瑟夫,莫哈恩拉/米娜/安西芭/艾丝特·阿妮尔/Siddique/阿莎·莎拉特/Saikumar/Murali Gopy/Ganesh Kumar/Anjali Nair/Sumesh Chandran/Antony Perumbavoor/迪内希·奈尔/Ajith Koothattukulam/纳拉南·奈尔/乔伊·马修,剧情/惊悚/犯罪,马拉雅拉姆语,印度,7.6,15354,19.40%,47.30%,29.20%,3.30%,0.80%,5153
165,30465068,女生要革命 Moxie,2021,艾米·波勒,哈德莉·罗宾逊/劳伦·蔡/尼科·希拉加/帕特里克·施瓦辛格/西德尼·帕克/安杰利卡·华盛顿/J·J·托塔/艾米·波勒/伊克·巴里霍尔兹/马西娅·盖伊·哈登/约瑟芬·兰福德/Joshua Walker/克拉克·格雷格/罗恩·帕金斯/亚伦·霍利戴/维克托·沃尔夫/格雷格·波勒/凯文·多尔夫/柯瑞·福格尔玛尼斯/布兰迪·赖特,剧情/喜剧,英语,美国,7.6,7619,22.60%,43.10%,29.30%,3.80%,1.10%,3269
166,35389018,情色小说家～续·春的生活～ ポルノグラファー～続・春的生活～,2021,三木康一郎,竹财辉之助/猪塚健太/大石吾朗/吉田宗洋,剧情/爱情,日语,日本,7.7,1836,26.30%,36.10%,32.70%,4.10%,0.80%,363
167,35375982,德维塔耶夫 Девятаев,2021,提莫·贝克曼贝托夫,帕维尔·普里卢茨内/蒂莫菲·特里布纳采夫/阿列克谢·菲利蒙诺夫/德米特里·雷先科夫/叶夫根尼·塞尔津/奥列格·楚古诺夫/尼基塔·科洛格利维/帕维尔·切纳廖夫/亚历山大·里科夫/Maksim Khanzhov/菲力·莱福斯丁/Patrick Joswig,剧情/战争,俄语,俄罗斯,7.7,2801,18.00%,50.60%,28.20%,2.40%,0.70%,767
168,33447881,彼得罗夫的流感 Петровы в гриппе,2021,基里尔·谢列布连尼科夫,谢苗·塞尔津/丘尔潘·哈马托娃/尤利娅·别列希尔德/尤里·科洛科利尼科夫/尤里·鲍里索夫/伊万·多恩/亚历山大·伊林/谢尔盖·德雷登/Olga Voronina/蒂莫菲·特里布纳采夫/Semyon Shteynberg/Georgiy Kudrenko,剧情,俄语,俄罗斯 / 法国 / 德国 / 瑞士,7.6,3892,21.10%,44.80%,27.70%,4.90%,1.50%,2024
169,35441896,命运理发师 Mandela,2021,Madonne Ashwin,约吉·巴布/Sheela Rajkumar/Sangili Murugan/G.M. Sundar/Kanna Ravi/Douglas Kumaramoorthy/George Maryan/Aaru Bala/Deepa Shankar/Subadhini Subramanian/Saranya Ravichandran/森西库马里,喜剧,泰米尔语,印度,7.5,3606,16.50%,48.50%,31.40%,2.90%,0.60%,1144
170,34816495,帕尔默 Palmer,2021,费舍·史蒂芬斯,贾斯汀·汀布莱克/莱德·艾伦/阿丽莎·温赖特/朱诺·坦普尔/朱恩·斯奎布/兰斯·E·尼克尔斯/J·D·埃弗摩尔/迪恩·文特斯/维恩·埃维雷特/杰西·C·博伊德/戴恩·罗兹/斯蒂芬·路易斯·格拉什/尼古拉斯·帕森斯/克莱格·谢佛/约翰·麦康奈尔/查明·李/雷·加斯帕德/杰克·布雷楠/Heaven MacPherson/布鲁斯·威南特/费舍·史蒂芬斯/蒂莫西·辛里奇斯,剧情,英语,美国,7.6,4606,17.20%,49.70%,30.50%,2.10%,0.50%,1645
171,35228246,奥斯陆 Oslo,2021,Bartlett Sher,露丝·威尔森/安德鲁·斯科特/耶夫·威尔布什/萨利姆·道/瓦利德·祖伊特/艾格尔·纳尔/多瓦勒·格利克曼/罗坦·凯南/Itzik Cohen/托比亚斯·齐哈库斯/塞森·加布埃/杰拉尔丁·亚力山大/亚当·瓦库拉/约阿希姆·保罗·阿斯波克/山姆·费尔,剧情/惊悚/历史,英语,美国,7.6,2989,17.10%,50.20%,29.00%,2.80%,0.90%,1100
172,35183254,野蛮人入侵,2021,陈翠梅,张子夫/博朗·帕拉雷/李添兴/陈翠梅/黄之豫,剧情,汉语普通话,中国香港 / 马来西亚,7.6,1244,13.60%,56.50%,24.10%,5.80%,0.00%,738
173,35496619,游戏男孩 电影版 Gameboys The Movie,2021,伊万·安德鲁,科科伊·德·桑托斯/伊利亚·坎拉斯/苏爱莲/凯尔·韦利诺/米吉·希门尼斯/基奇·米涅莫托/Susan Africa,同性,他加禄语 Tagalog,菲律宾 Philippine,7.6,1216,29.40%,34.20%,28.50%,4.60%,3.40%,405
174,33437580,天赐灵机 Ron's Gone Wrong,2021,莎拉·史密斯,杰克·迪伦·格雷泽/扎克·加利凡纳基斯/艾德·赫尔姆斯/奥利维娅·科尔曼/罗伯·德兰尼/贾斯蒂斯·史密斯/凯莉·坎特罗尔/里卡多·乌尔塔多/卡伦·麦卡锡/艾娃·摩士/马库斯·斯克里布纳/托马斯·巴布萨卡/Sarah Miller/宾利·卡鲁/Krupa Pattani/约翰·麦克米兰/梅根·马克兹柯/卢比·瓦克斯/大卫·曼金/利亚姆·佩恩/弗卢拉·博格/大卫·布伦斯/优素福·凯尔科尔/菲尔·拉马/伊恩·麦基/安德烈·鲁滨孙/杰登·桑德/Adam Tandy/薇薇安·叶/朱利安·赞恩/Tenley Molzahn,喜剧/科幻/动画/冒险,英语,美国 / 英国 / 加拿大,7.7,19844,21.60%,44.10%,30.20%,3.40%,0.60%,6938
175,35465742,在你面前 당신얼굴 앞에서,2021,洪常秀,李慧英/赵允熙/权海骁/申锡镐/河成国/金玺碧/徐永嬅/李银美,剧情,韩语,韩国,7.6,6468,17.80%,47.30%,30.60%,3.40%,0.90%,3024
176,35242938,瀑布,2021,钟孟宏,贾静雯/王净/陈以文/李李仁/宋少卿/刘亮佐/杨丽音/魏如萱/洪小铃/张少怀/许玮甯/黄信尧/魏如昀/邓志鸿/刘冠廷/苏逸洪,剧情,汉语普通话,中国台湾,7.7,38448,18.20%,50.30%,28.00%,2.90%,0.60%,15626
177,30477179,乌斯特雷姆 Ouistreham,2021,埃马努埃莱·卡雷尔,朱丽叶·比诺什,剧情,法语,法国,7.7,92,16.00%,58.00%,22.20%,3.70%,0.00%,56
178,35288804,沧海渔生 Luzzu,2021,亚历克斯·卡米莱里,Michaela Farrugia /Jesmark Scicluna ,剧情,马耳他语,马耳他,7.5,1519,13.60%,53.00%,30.60%,1.90%,0.80%,650
179,34663377,路易斯·韦恩的激情人生 The Electrical Life of Louis Wain,2021,福田知盛,本尼迪克特·康伯巴奇/克莱尔·芙伊/安德丽娅·赖斯伯勒/托比·琼斯/奥利维娅·科尔曼/莎朗·鲁妮/海莉·斯奎尔斯/斯塔西·马汀/艾米·卢·伍德/菲比·尼克尔斯/阿迪勒·阿赫塔尔/阿西姆·乔杜里/朱利安·巴拉特/理查德·艾欧阿德/塔伊加·维迪提/尼克·凯夫/詹米·德米特鲁/希沃恩·麦克斯维尼/詹姆斯·伊莱斯/多萝西·阿特金森/克里斯塔·克拉克/索菲娅·迪·马蒂诺/安雅·麦肯纳-布鲁斯/印迪卡·沃森/马汀·麦格/卡罗尔·斯蒂尔/琪琪·梅/Cassia McCarthy/Simon Munnery/Felix Wilde/Windsor Wilde,剧情/传记/历史,英语,英国,7.6,5507,20.20%,45.60%,31.00%,2.80%,0.50%,2084
180,34967489,神之山岭 Le Sommet des Dieux,2021,帕特里克·英伯特,Lazare Herson-Macarel/Eric Herson-Macarel/Damien Boisseau/伊丽莎白·温图拉/Kylian Rehlinger/弗朗索瓦·迪努瓦耶/Philippe Vincent/Luc Bernard/高塞尔·巴特/Marc Arnaud/Jérôme Keen/Cédric Dumont/Jocelyn Veluire/David Berger/Tatiana Werner,动画/冒险,法语,卢森堡 / 法国,7.6,2024,18.10%,48.60%,29.60%,3.30%,0.40%,806
181,34966906,一个英雄 قهرمان,2021,阿斯哈·法哈蒂,阿米尔·扎迪迪/莫森·坦纳班德/弗里施特·萨德尔·奥拉法耶/伊桑·古德尔基/萨日娜·法哈蒂/Sahar Goldust/Maryam Shahdaei/Alireza Jahandideh/Farrokh Nourbakht/Mohammad Aghebati/Saleh Karimaei/Ali Ranjbari/Fatemeh Tavakoli/Amir Amiri/Naghameh Ghavanlou,剧情,波斯语,伊朗 / 法国,7.6,2970,16.00%,50.80%,30.00%,2.50%,0.70%,1317
182,35510913,第74届戛纳国际电影节颁奖典礼 The 74th Cannes International Film Festival,2021,斯派克·李,斯派克·李/玛吉·吉伦哈尔/塔哈·拉希姆/梅拉尼·罗兰/宋康昊/玛缇·迪欧普/杰茜卡·豪丝娜/玛莲·法莫/小克莱伯·门多萨,真人秀,法语 / 英语,法国,7.5,190,25.30%,38.40%,29.50%,2.10%,4.80%,152
183,34884712,不要抬头 Don't Look Up,2021,亚当·麦凯,莱昂纳多·迪卡普里奥/詹妮弗·劳伦斯/梅丽尔·斯特里普/凯特·布兰切特/罗布·摩根/乔纳·希尔/马克·里朗斯/泰勒·派瑞/蒂莫西·柴勒梅德/朗·普尔曼/爱莉安娜·格兰德/卡迪小子/克里斯·埃文斯/希米什·帕特尔/梅兰妮·林斯基/迈克尔·切克利斯/托莫·希思黎/保罗·吉尔福伊尔/罗伯特·乔伊/海缇安·朴/朗尼·法默/罗斯·帕特里奇/列维·施瑞博尔/克里斯·埃弗里特/乔治亚·莱曼/帕特丽夏·德哈尼/本·锡德尔/特蕾莎·普雷恩/梅根·莱瑟斯/阿什利·班菲尔德/萨拉·西尔弗曼/乔·格拉瑟/博·艾伦/塞莱斯特·奥利瓦/罗曼·米蒂齐扬/内森·里奇曼/韦斯·约翰逊,喜剧/科幻,英语,美国,7.6,216009,16.10%,50.60%,29.40%,3.50%,0.40%,80870
184,34960939,主竞赛 Official Competition,2021,马里亚诺·寇恩,佩内洛普·克鲁兹/安东尼奥·班德拉斯/奥斯卡·马丁内兹/Nagore Aramburu/何塞·路易斯·戈麦斯/伊琳娜·埃斯柯拉/曼诺罗·索洛/佩拉·卡斯特罗/寇多·奥拉巴利/Ken Appledorn/Mónica Bardem/Martín Brassesco/丹尼尔·查莫罗/Xana del Mar/Stephanie Figueira/Carlos Hipólito/玛丽娜·马修斯,剧情/喜剧,西班牙语,西班牙 / 阿根廷,7.4,252,12.70%,49.50%,31.90%,4.90%,1.00%,120
185,35093796,奇迹 기적,2021,李章焄,朴正民/林允儿/李星民/李秀卿,剧情/爱情,韩语,韩国,7.6,6342,20.60%,41.90%,33.30%,3.60%,0.60%,2280
186,35432327,阻止 Quién lo impide,2021,霍纳斯·特鲁埃瓦,坎德拉·雷西奥/Pablo Hoyos/西尔维娅·阿吉拉/Pablo Gavira/Claudia Navarro/Marta Casado/Rony-Michelle Pinzaru/Javier Sánchez,剧情,西班牙语,西班牙,7.6,148,16.00%,53.80%,24.50%,4.70%,0.90%,57
187,35443494,昌迪加尔爱曲 Chandigarh Kare Aashiqui,2021,阿皮谢克·卡普尔,阿尤斯曼·库拉纳/瓦妮·卡普尔/Leena Sharma/Col Ravi Sharma/Anav Dua/Aarav Dua,爱情,印地语,印度,7.6,89,16.70%,51.40%,27.80%,2.80%,1.40%,34
188,35669521,古宅老友记：2021圣诞特别集 Ghosts: Christmas Special,2021,尼克·科莱特,夏洛特·里奇/基尔·史密斯·拜诺/洛利·阿德福普/马修·贝恩顿/西蒙·法纳比/玛莎·豪-道格拉斯/吉姆·霍威克/劳伦斯·里卡德/本·威尔邦德/卡蒂·威克斯/贾斯汀·爱德华兹/杰里米·林姆/珍妮弗·桑德斯/克里斯托弗·维利尔斯/基兰·布莱西/理查德·迪克森/马库斯·奥尼卢德/Andrew Francis,喜剧/奇幻,英语,英国,7.7,1049,23.50%,40.40%,34.70%,1.20%,0.10%,239
189,35700008,2021-2022优酷文化跨年：时间的路口,2021,谷云汉,汪聪/柏邦妮/戴锦华/段志强/黄执中/刘旸教主/罗新/任宁/婉莹/许宏/严飞/翟振明/周轶君,脱口秀,汉语普通话,中国大陆,7.6,399,15.00%,51.20%,31.30%,2.50%,0.00%,169
190,35705727,恋恋北极星 特别篇 Check Out: Special Episode,2021,Kapper Worarit Ninklom,迈鲁特·戈莫丁/维塔文·维拉维达亚南特,爱情/同性,泰语,泰国,7.3,178,26.10%,26.10%,35.90%,10.60%,1.40%,52
191,30337388,失控玩家 Free Guy,2021,肖恩·利维,瑞安·雷诺兹/朱迪·科默/乔·基瑞/里尔·莱尔·哈瓦瑞/塔伊加·维迪提/乌特卡什·安邦德卡尔/查宁·塔图姆/休·杰克曼/道恩·强森/克里斯·埃文斯/约翰·卡拉辛斯基/蒂娜·菲/卡米尔·科斯塔克/布丽特妮·欧德福特/肯尼斯·以色列/亚历克斯·崔贝克/劳拉·斯宾塞/马修·卡德罗普/迈克尔·陶/野村祐人/Raj Jawa/何塞·冈斯·阿尔维斯/欧文·伯克/加布里埃尔·洛莱斯/雷吉纳·托芬/珍妮尔·费格利/泰特·弗莱彻/香农·哈特曼/金伯利·豪威/Mark Lainer/Mike Devine/亚伦·W·里德/Sophie Levy/Vernon Scott/Naheem Garcia,喜剧/动作/科幻,英语,美国 / 加拿大,7.5,595991,15.40%,48.40%,32.10%,3.60%,0.60%,205880
192,35288767,革命者,2021,徐展雄,张颂文/李易峰/佟丽娅/成泰燊/彭昱畅/李九霄/韩庚/梁静/马少骅/白客/秦昊/于谦/孙浠伦/章若楠/辛云来/朱梓瑜/张承/周杨洋,剧情/历史,汉语普通话,中国大陆,7.5,83383,21.90%,38.50%,32.20%,5.50%,1.90%,35101
193,35293160,在糟糕的日子里 I onde dager,2021,托米·维尔科拉,劳米·拉佩斯/阿卡塞尔·亨涅/Atle Antonsen/克里斯蒂安·鲁贝克/安德烈·埃里克森/Nils Ole Oftebro/斯蒂格·弗洛德·亨里克森/Tor Erik Gunstrøm/Selome Emnetu/Galvan Mehidi/伊芙·卡塞思·罗斯腾/Harald Dal/Ask Sørsdahl/Jeppe Beck Laursen/Kristoffer Jørgensen,喜剧/惊悚,挪威语,挪威,7.5,19347,15.40%,48.00%,32.50%,3.30%,0.70%,6542
194,30167974,浪客剑心 最终章 人诛篇 るろうに剣心 最終章 The Final,2021,大友启史,佐藤健/武井咲/新田真剑佑/青木崇高/苍井优/伊势谷友介/土屋太凤/大西利空/三浦涼介/音尾琢真/鹤见辰吾/中原丈雄/北村一辉/有村架纯/江口洋介/中村祐志/神木隆之介,剧情/动作/冒险,日语,日本,7.5,28236,20.00%,42.20%,33.00%,4.00%,0.90%,9213
195,30037194,酷爱电影的庞波小姐 映画大好きポンポさん,2021,平尾隆之,清水寻也/小原好美/大谷凜香/加隈亚衣/大塚明夫/木岛隆一/小山力也/坂卷学/小形满/宇垣秀成/高桥伸也/清水彩香/谷育子/永野善一/大林隆介/野水伊织/雪野五月/中田让治/杉山里穗/大庭铃/野崎亚纪子/菱川花菜/田中那实/沟部禾乐/饭田光/金田智纪/今给黎刚/桑元谦辅/川田祐/渡边哲平/松冈洋平,动画,日语,日本,7.5,2233,23.60%,37.10%,31.10%,6.60%,1.70%,1034
