排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
11,34964209,“黄河之水天上来”国宝音乐会,2020,于蕾,张国立/黄河流域博物馆联盟/中央民族乐团/中国东方歌舞团/于魁智/莫华伦/宗次郎/赵聪/德格叶/索朗卓嘎/殷硕/孟庆旸/呼斯楞/金玥/丁晓逵/缪青/朱剑平/刘凯/果敢/哈拉木吉/魏育茹/古丽米娜·麦麦提,音乐/歌舞/历史/真人秀,汉语普通话 / 日语,中国大陆,9.3,566,65.30%,32.70%,2.00%,0.00%,0.00%,193
12,35205443,“向后看 向前走”五条人线上音乐会,2020,张晓舟,仁科/茂涛,音乐/真人秀,汉语普通话,中国大陆,9.3,584,72.00%,24.70%,2.20%,0.00%,1.10%,147
13,35231832,鬼灭之刃 那田蜘蛛山篇 鬼滅の刃 那田蜘蛛山編,2020,吾峠呼世晴,花江夏树/鬼头明里/下野纮/松冈祯丞,剧情/动作/奇幻,日语,日本,9.2,14490,67.60%,26.10%,5.40%,0.40%,0.60%,1708
14,35304746,TME live 五月天“好好好想见到你”跨年演唱会线上特别版,2020,陈信宏,陈信宏/温尚翊/石锦航/蔡升晏/刘冠佑,音乐/真人秀,汉语普通话,中国台湾,9.2,2607,68.10%,23.90%,7.70%,0.40%,0.00%,923
15,35068044,郭富城鼓舞·动起来网络慈善演唱会,2020,郭富城,郭富城/郑丹瑞,音乐,粤语,中国香港,9.1,152,73.90%,14.80%,7.80%,0.90%,2.60%,27
16,34947521,さんタク2020,2020,木村拓哉,木村拓哉/明石家秋刀鱼,真人秀,日语,日本,9.1,153,77.10%,12.70%,2.50%,0.80%,6.80%,34
17,35068289,2020许冠杰同舟共济online concert,2020,许冠杰,许冠杰/郑丹瑞/许怀欣,真人秀,粤语,中国香港,9.1,117,76.30%,12.90%,4.30%,0.00%,6.50%,22
19,35068855,史前战纪：野蛮故事 Primal: Tales of Savagery,2019,格恩迪·塔塔科夫斯基,Aaron LaPlante/Jon Olson,剧情/动作/动画/奇幻/冒险,英语,美国,9.2,246,66.50%,27.40%,5.60%,0.00%,0.50%,30
20,35182972,2020 BLACKPINK'S SUMMER DIARY IN SEOUL,2020,金智秀,金智秀/金珍妮/朴彩英/Lalisa Manobal,真人秀,韩语,韩国,9.1,541,75.30%,14.70%,5.00%,0.30%,4.70%,65
21,34984166,英国皇家芭蕾舞团-聚会之舞/大提琴家 Royal Opera House Live: The Cellist / Dances at a Gathering,2020,Jerome Robbins,Marianela Nuñez/Federico Bonelli/Lauren Cuthbertson/Matthew Ball,,英语,英国,9.1,107,62.80%,32.60%,2.30%,0.00%,2.30%,50
22,34964013,五月天陪你守岁2020 五月天陪你守歲2020,2020,陈信宏,陈信宏/温尚翊/蔡升晏/石锦航/刘冠佑,脱口秀,汉语普通话,中国台湾,9.1,393,68.20%,22.60%,5.80%,1.50%,1.80%,48
23,34957981,维尔·达斯：为了印度 Vir Das: For India,2020,Ajay Bhuyan,维尔·达斯,脱口秀,英语,美国 / 印度 India,9.1,923,62.10%,32.00%,4.70%,0.40%,0.80%,345
24,35230499,GOTCHA！,2020,松本理惠,BUMP OF CHICKEN,动画/音乐,日语,日本,9.1,180,72.50%,15.70%,9.20%,1.30%,1.30%,48
25,35062245,NCT DREAM - Beyond the Dream Show,2020,钟辰乐,钟辰乐/黄仁俊/李帝努/李东赫/朴志晟/罗渽民/李马克/金廷祐/金道英,音乐,韩语,韩国,9.1,163,80.90%,6.60%,5.10%,0.70%,6.60%,31
26,35044551,TME live 刘若英“陪你”线上演唱会,2020,刘若英,刘若英,音乐/真人秀,汉语普通话,中国大陆,9.1,753,62.70%,33.30%,2.60%,0.70%,0.70%,248
27,35263475,古宅老友记：2020圣诞特别集 Ghosts: Christmas Special,2020,汤姆·金斯利,夏洛特·里奇/基尔·史密斯·拜诺/马修·贝恩顿/洛利·阿德福普/西蒙·法纳比/玛莎·豪-道格拉斯/吉姆·霍威克/劳伦斯·里卡德/本·威尔邦德/卡蒂·威克斯/Lorna Gayle/Sutara Gayle/Leon Herbert/Timmika Ramsay/Samantha Pearl,喜剧/奇幻,英语,英国,9,3965,58.70%,33.70%,7.10%,0.40%,0.10%,1049
28,35267221,孤独的美食家 2020除夕特别篇 孤独のグルメ 2020 大晦日スペシャル,2020,松重丰,松重丰,剧情,日语,日本,9,5565,57.60%,34.80%,7.20%,0.20%,0.20%,2158
29,34906689,昨日的美食 2020新年特别篇 きのう何食べた？正月スペシャル2020,2020,中江和仁,西岛秀俊/内野圣阳/山本耕史/矶村勇斗/中村由利佳/田中美佐子/宫泽理惠,剧情/同性/家庭,日语,日本,8.9,9218,55.60%,35.30%,8.40%,0.50%,0.30%,3645
30,35057213,汉娜·盖茨比：道格拉斯 Hannah Gadsby: Douglas,2020,汉纳·盖茨比,汉纳·盖茨比,喜剧/脱口秀,英语,澳大利亚,8.9,2174,57.60%,33.40%,7.30%,1.30%,0.40%,974
31,35005962,房间露营△ 特别篇 桑拿和餐食和三轮摩托 へやキャン△ SPECIAL EPISODE サウナとごはんと三輪バイク,2020,京极义昭,东山奈央/高桥李依/樱井孝宏/丰崎爱生/大塚明夫/若林佑,动画,日语,日本,8.9,450,54.20%,37.10%,7.40%,1.10%,0.30%,102
32,35043424,想见你·就见你 Live彩蛋音乐会,2020,黄子佼,黄子佼/柯佳嬿/许光汉/施柏宇/伍佰/孙盛希,音乐/真人秀,汉语普通话,中国台湾,8.8,707,51.90%,38.30%,6.20%,3.70%,0.00%,145
33,35231392,林俊杰 “幸存者 如你” 线上听歌会 林俊傑 “倖存者 如你” 線上聽歌會,2020,林俊杰,林俊杰/黄子佼/王嘉尔/张怀秋/谭松韵/陈立农/王源/萧敬腾,音乐/真人秀,汉语普通话,中国台湾,8.9,133,67.00%,19.40%,8.70%,1.90%,2.90%,25
34,35080345,道格·斯坦霍普：绝种 Doug Stanhope: The Dying of a Last Breed,2020,道格·斯坦霍普,道格·斯坦霍普,喜剧,英语,美国,8.9,138,56.10%,34.20%,7.00%,1.80%,0.90%,46
36,35055088,公园与游憩特辑 A Parks and Recreation Special,2020,摩根·萨基特,艾米·波勒/尼克·奥弗曼/亚当·斯科特/克里斯·帕拉特/奥布瑞·普拉扎/吉姆·奥希尔/阿兹·安萨里/拉什达·琼斯/罗伯·劳/瑞塔·希尔丽夫/乔·格拉瑟/莫·柯林斯/杰森·曼楚克斯/保罗·路德/梅根·莫拉莉,喜剧,英语,美国,8.8,131,58.50%,24.50%,15.10%,0.90%,0.90%,44
37,35305945,Beyond LIVE - NCT : RESONANCE 'Global Wave',2020,黄仁俊,黄仁俊/中本悠太/大崎将太郎/郑在玹/李东赫/罗渽民/金廷祐/郑成灿/文泰一/金道英/徐英浩/李帝努/钟辰乐/肖德俊/董思成/李马克/李永钦/钱锟/黄冠亨/朴志晟/刘扬扬/黄旭熙,音乐,韩语 / 英语 / 日语 / 汉语普通话 / 泰语,韩国,8.6,109,54.80%,24.70%,18.30%,1.10%,1.10%,26
38,35061190,SuperM - Beyond The Future,2020,李泰民,李泰民/边伯贤/金钟仁/李永钦/李泰容/李马克/黄旭熙/裴柱现/姜涩琪/朴秀荣,音乐,韩语 / 英语,韩国,8.8,88,64.20%,19.40%,10.40%,3.00%,3.00%,12
39,24733428,心灵奇旅 Soul,2020,彼特·道格特,杰米·福克斯/蒂娜·菲/菲利西亚·拉斯海德/阿米尔-卡利布·汤普森/戴维德·迪格斯/格拉汉姆·诺顿/瑞切尔·豪斯/艾莉丝·布拉加/理查德·艾欧阿德/唐尼尔·罗林斯/安吉拉·贝塞特/马戈·霍尔/罗德莎·琼斯/韦斯·斯塔迪/沙基纳·贾弗里/福琼·费姆斯特/卡鲁姆·格兰特/泽诺比娅·谢罗夫/朱恩·斯奎布/凯茜·卡瓦蒂妮/罗纳尔多·德尔·卡门/埃利萨皮·艾萨克/杰森·佩斯/科拉·尚波米耶,动画/音乐/奇幻,英语,美国,8.7,863613,48.50%,38.60%,11.90%,0.80%,0.20%,332307
40,35270213,万物生灵：2020圣诞特别集 All Creatures Great and Small: Christmas Special,2020,安迪·海伊,尼古拉斯·瑞夫/瑞秋·申顿/萨缪尔·韦斯特/安娜·梅德利/卡勒姆·伍德豪斯/麦米·麦考伊/托尼·皮茨/马修·刘易斯/菲利普·加斯科因/Cleo Sylvestre/Charlie May-Clark/Jake Hayes/Imogen Clawson/Mollie Winnard/Dave Hill,剧情/喜剧/爱情,英语,英国,8.8,9290,49.80%,39.50%,9.90%,0.60%,0.20%,2698
41,27591193,来自深渊：深魂的黎明 劇場版 メイドインアビス 深き魂の黎明,2020,小岛正幸,富田美忧/伊濑茉莉也/井泽诗织/水濑祈/大原沙耶香/稻田彻/喜多村英梨/原奈津子/川田绅司/下山吉光/后藤弘树/武藏真之介/田岛章宽/中务贵幸/中村源太/新祐树/越后屋浩介/坂本真绫/森川智之,动画,日语,日本,8.7,15087,52.10%,34.50%,10.50%,1.70%,1.20%,4916
42,35019969,谨启，路易‧CK Sincerely Louis CK,2020,路易·C·K,路易·C·K,脱口秀,英语,美国,8.7,3420,49.20%,40.60%,8.70%,1.10%,0.40%,1405
43,35014075,假面骑士01：夏季剧场版 劇場版 仮面ライダーゼロワン REAL×TIME,2020,杉原辉昭,高桥文哉/冈田龙太郎/鹤岛乃爱,科幻,日语,日本,8.7,2048,55.10%,29.00%,12.00%,2.00%,1.80%,637
44,34439520,ACCA13区监察课 Regards ACCA13区監察課 Regards,2020,夏目真悟,下野纮/津田健次郎/悠木碧/诹访部顺一/游佐浩二/大川透/绿川光/安元洋贵/田中敦子/后藤弘树/上田耀司,剧情/动画,日语,日本,8.7,2500,48.70%,38.70%,11.20%,1.10%,0.40%,702
45,35220826,今夕何夕3 World of Tomorrow Episode Three: The Absent Destinations of David Prime,2020,唐·赫兹菲尔德,朱丽亚·波特/Jack Parrett,动画,英语,美国,8.7,320,50.00%,38.20%,8.80%,1.90%,1.10%,112
46,35274187,愚人的祈祷 Idiot Prayer,2020,尼克·凯夫,尼克·凯夫,音乐,英语,英国,8.7,133,51.50%,36.90%,7.80%,2.90%,1.00%,54
47,33432655,困在时间里的父亲 The Father,2020,佛罗莱恩·泽勒,安东尼·霍普金斯/奥利维娅·科尔曼/马克·加蒂斯/奥莉维亚·威廉姆斯/伊莫琴·普茨/卢夫斯·塞维尔/阿耶莎·达尔克/罗曼·泽勒/雷·伯内特/阿德南·昆迪/斯科特·穆林斯/布赖恩·罗杰/艾薇·维,剧情,英语,英国 / 法国,8.6,222688,40.40%,49.40%,9.60%,0.60%,0.10%,81580
48,2609258,芝加哥七君子审判 The Trial of the Chicago 7,2020,艾伦·索金,埃迪·雷德梅恩/艾利克斯·夏普/萨莎·拜伦·科恩/杰瑞米·斯特朗/约翰·卡洛·林奇/叶海亚·阿卜杜勒-迈丁/马克·里朗斯/约瑟夫·高登-莱维特/本·申克曼/J.C.麦肯泽/弗兰克·兰格拉/丹尼尔·弗莱厄蒂/诺亚·罗宾斯/约翰·道曼/迈克尔·基顿/小凯文·哈里森/凯特琳·菲茨杰拉德/茱丽叶·安吉洛/布伦丹·伯克/凯文·奥多奈尔/爱丽丝·克雷梅尔堡/拉里·米切尔/韦恩·杜瓦尔/迈克尔·布鲁里布/达米安·杨/米歇尔·赫斯特/马修·勒弗沃/克里斯蒂安·利特克/马克斯·阿德勒/肖恩·帕森/爱德华德·弗莱彻/C·J·威尔逊/史蒂文· 加斯沃思/大卫·菲耶罗/伊恩·邦兹/莱克斯·艾尔,剧情/历史,英语,美国 / 英国 / 印度,8.6,85914,44.20%,44.70%,10.10%,0.80%,0.30%,27875
49,35327724,鬼灭之刃 柱众会议・蝶屋敷篇 鬼滅の刃 柱合会議・蝶屋敷編,2020,外崎春雄,花江夏树/鬼头明里/下野纮/松冈祯丞,动画,日语,日本,8.6,8505,48.20%,37.50%,12.30%,1.40%,0.60%,882
50,35088569,进击的巨人 编年史 進撃の巨人 〜クロニクル〜,2020,荒木哲郎,梶裕贵/石川由依/井上麻里奈/下野纮/小林优/三上枝织/藤田咲/细谷佳正/桥诘知久/谷山纪章/岛村侑/津田健次郎/朴璐美/小野大辅/神谷浩史/子安武人,动画,日语,日本,8.6,15373,47.00%,38.90%,11.40%,1.40%,1.30%,4625
51,34811098,蜡笔小新：激战！涂鸦王国和约四位勇士 映画クレヨンしんちゃん 激突！ラクガキングダムとほぼ四人の勇者,2020,京极尚彦,小林由美子/楢桥美纪/森川智之/兴梠里美/真柴摩利/林玉绪/一龙斋贞友/佐藤智惠/神谷浩史/伊藤静/富永美伊奈/黑泽朋世/森田顺平/七绪春日/富泽美智惠/三石琴乃/玉川纱己子/铃木玲子/大塚瑞惠/伊仓一惠/星野千寿子/山田秋子/大冢智子/茶风林/辻亲八/中田让治/平田广明/玄田哲章/三矢雄二/飞田展男/井上喜久子/小杉十郎太/诹访部顺一/能登麻美子/麻生智久/大西健晴/泷本富士子/山本格/松本健太/田岛章宽/桂一雅/后藤光祐/花藤莲/岩桥由佳/河村梨惠/井之上润/古贺明/安田陆矢/八幡谅/桥本结/小泉濑奈/久保田光/今泉里绪奈/前田晴香/凯莉葩缪葩缪/池田贵史/苹果酱/山田裕贵,动画/奇幻/冒险,日语,日本,8.6,12485,48.10%,35.80%,13.90%,1.60%,0.50%,4181
52,35182680,摇滚红与黑 Le Rouge et le Noir,2020,François Chouquet,Côme/Haylen/Julie Fournier/Yoann Launay/洛朗.班/Philippe Escande/Patrice Maktav/Elsa Pérusin/Stephanie Schlesser,剧情/音乐/歌舞/历史,法语,法国,8.6,2341,46.20%,37.30%,15.20%,1.30%,0.00%,686
53,35384993,詹姆斯·艾克斯特：冷千层面恨我自己1999 Cold Lasagne Hate Myself 1999,2020,James Acaster James Acaster,James Acaster James Acaster,喜剧,英语,英国,8.9,162,61.30%,26.10%,9.90%,1.40%,1.40%,84
54,35182951,情热大陆 上白石萌音篇 情熱大陸 上白石萌音編,2020,上白石萌音,上白石萌音,,日语,日本,8.6,128,47.50%,36.60%,13.90%,1.00%,1.00%,45
55,26759820,命运之夜——天之杯Ⅲ：春之歌 劇場版 Fate/stay night [Heaven's Feel] III. spring song,2020,须藤友德,杉山纪彰/下屋则子/川澄绫子/植田佳奈/门胁舞以/伊藤美纪/中田让治/津嘉山正种/浅川悠/诹访部顺一/稻田彻/七绪春日/宫川美保/西前忠久/水泽史绘/泽木郁也/上田耀司/立花慎之介/大原沙耶香/茅野爱衣/打田政志,剧情/动画/奇幻,日语,日本,8.5,14177,47.20%,34.80%,15.30%,2.00%,0.80%,4444
56,35177635,十三邀·夏日特别版,2020,许知远,许知远/张亚东,脱口秀,汉语普通话,中国大陆,8.5,2846,40.60%,46.70%,11.80%,0.40%,0.60%,994
57,34950969,少女☆歌剧 Revue Starlight Rondo Rondo Rondo 少女☆歌劇 レヴュースタァライト ロンド・ロンド・ロンド,2020,古川知宏,小山百代/三森铃子/富田麻帆/佐藤日向/岩田阳葵/小泉萌香/相羽爱奈/生田辉/伊藤彩沙/名冢佳织/斋藤枫子/筱宫明日香/广濑绫/佐伯伊织/橘惠美里/大南悠/田端佑佳奈/山根希美/津田健次郎,动画/音乐/奇幻,日语,日本,8.4,221,47.40%,31.30%,18.20%,2.10%,1.00%,76
58,34801983,妄想学生会2 OAD9 生徒会役員共* OAD9,2020,金泽洪充,浅沼晋太郎/日笠阳子/佐藤聪美/矢作纱友里/下田麻美/新井里美/斋藤千和,动画,日语,日本,8.5,160,46.90%,34.30%,16.80%,1.40%,0.70%,28
59,35316033,他是她 Il est elle,2020,Clément Michel,Odile Vuillemin/乔纳森·扎凯/Andréa Furet/马克桑斯·达奈-弗伟尔,,法语,法国,8.5,117,40.80%,43.70%,15.50%,0.00%,0.00%,51
60,34868160,塑料之美 The Beauty,2020,Pascal Schelbli,,,英语,德国,8.5,560,38.80%,49.50%,10.50%,0.80%,0.40%,136
62,34976927,周六夜现场：丹尼尔·克雷格/威肯 Saturday Night Live Daniel Craig/The Weeknd,2020,丹尼尔·克雷格,丹尼尔·克雷格/威肯/凯特·麦克金农/皮特·戴维森/科林·乔斯特/迈克尔·彻/贝克·班尼特/艾迪·布莱恩特/麦基·戴/海蒂·加德纳/亚历克斯·莫法特/凯尔·穆尼/克里斯·里德/塞西莉·斯特朗/基南·汤普森/梅丽莎·维亚西诺尔/克洛伊·菲内曼/艾戈·乌迪姆/杨伯文/达瑞尔·哈蒙德/伊丽莎白·沃伦/瑞秋·德拉彻/克劳黛特·拉利,喜剧/音乐,英语,美国,8.6,89,49.30%,31.30%,17.90%,1.50%,0.00%,34
63,35030764,只在想死的夜晚 特别篇 死にたい夜にかぎって 特別編「あとがき」,2020,村尾嘉昭,贺来贤人/山本舞香/浅香航大/安达祐实/波冈一喜/青木柚/尾上宽之/神野三铃,剧情/爱情,日语,日本,8.4,1119,38.70%,45.50%,13.40%,2.10%,0.30%,327
65,35278779,情迷尼尔斯•弗拉姆 Tripping With Nils Frahm,2020,Benoit Toulemonde,Nils Frahm,,无对白,美国 / 德国,8.4,69,41.40%,37.90%,19.00%,1.70%,0.00%,27
66,34863472,美好的世界 すばらしき世界,2020,西川美和,役所广司/仲野太贺/长泽雅美/桥爪功/梶芽衣子/六角精儿/北村有起哉/白龙/木村绿子/安田成美,剧情/犯罪,日语,日本,8.3,21478,31.60%,53.30%,14.10%,0.70%,0.20%,7939
67,33425932,鸣鸟不飞：乌云密布 囀る鳥は羽ばたかない The clouds gather,2020,牧田佳织,新垣樽助/羽多野涉/安元洋贵/小野友树/大川透/兴津和幸/三宅健太/高濑右光/佐藤拓也/三宅贵大,动画/同性,日语,日本,8.3,26141,37.70%,41.80%,17.60%,2.20%,0.70%,9949
68,26958479,浅田家！,2020,中野量太,二宫和也/妻夫木聪/黑木华/菅田将晖/风吹淳/平田满/渡边真起子/北村有起哉/野波麻帆,剧情/家庭,日语,日本,8.3,26166,34.70%,48.70%,15.20%,1.10%,0.30%,10422
69,34990826,默默无闻 Nowhere Special,2020,乌贝托·帕索里尼,詹姆斯·诺顿/丹尼尔·拉蒙特/艾琳·奥希金斯/瓦伦·凯恩/基思·麦克利恩/希沃恩·麦克斯维尼/克里斯·科里根/斯特拉·麦克考斯克/尼格尔·奥尼尔/马克·阿桑特/考兰·伯恩,剧情,英语,英国 / 意大利 / 罗马尼亚,8.4,5517,34.90%,49.40%,14.40%,1.00%,0.30%,1825
71,34951277,与爱同居之永恒的爱 TharnType Special: Everlasting Love,2020,Tee Sintanaparadee,苏帕西·宗澈瓦/卡纳吾·翟彼帕塔纳朋/坦纳永·王特拉库/Ampha Phoosit/金纳·披吉·奥帕坤/纳塔德·库纳功奇亚/Kaprao Pongkorn Wongkrittiyarat/纳帕特·辛纳库安/Kokliang Parinya Angsanan/甘锡弗·西罗拉塔纳帕尼/塔纳文·杜昂纳特/王敏成/塔纳育特·达功塔亚/Usuki Ayuta/Khongkao Premsirinithikun/Mac Suthisak Akarapanuwittaya/Khawoat Natthapong Kanthathan,爱情/同性/家庭,泰语,泰国,8.3,13071,45.20%,32.30%,17.80%,3.30%,1.50%,4131
72,34979178,泰勒·汤姆林森：青年危机 Taylor Tomlinson: Quarter-Life Crisis,2020,泰勒·汤姆林森,泰勒·汤姆林森,喜剧/脱口秀,英语,美国,8.4,2536,35.60%,47.90%,15.30%,1.00%,0.30%,1053
75,35113931,bilibili夏日毕业歌会2020,2020,宫鹏,李宇春/朴树/老狼/毛不易/尤长靖/乃万/逃跑计划/沈以诚/橘子海Orange Ocean/夏小虎/赵鹏/六董/Ayen何璟昕/陈家淇_B11/对比度人声乐团/EZ音乐/飞鸟乐团/龚明威violin/瓢三爷的小喇叭/团团子/手碟_苏牧哲/ShondaXX/SealWu吴一凡,歌舞/真人秀,汉语普通话,中国大陆,8.3,2220,33.20%,53.00%,11.80%,1.30%,0.60%,940
76,35038664,大鼻子情圣 National Theatre Live: Cyrano de Bergerac,2019,杰米·劳埃德,詹姆斯·麦卡沃伊,剧情/爱情,英语,英国,8.3,894,36.70%,45.90%,14.70%,2.50%,0.30%,413
77,34960082,曲线球 Curveball,2020,约翰内斯·奈博,弗吉尼亚·库尔/达尔·萨利姆/塞巴斯蒂安·布隆贝格/索斯藤·默滕/米夏埃尔·维滕博恩/马库斯·卡尔文,喜剧/惊悚/犯罪,德语 / 英语,德国,8.3,302,33.30%,48.80%,17.10%,0.80%,0.00%,133
79,35198792,胡桃树 Walnut Tree,2020,Mohammad Hossein Mahdavian,Payman Maadi,剧情/历史/战争,波斯语 / 库尔德语 / 阿塞拜疆语 / 英语,伊朗 Iran,8.2,89,33.30%,51.30%,10.30%,3.80%,1.30%,45
80,34960126,鼻子，或异见者的阴谋 Нос или Заговор «не таких»,2020,安德烈·赫尔扎诺夫斯基,,动画,俄语,俄罗斯,8.3,68,31.00%,51.70%,17.20%,0.00%,0.00%,41
83,35014717,GIVEN 被赠与的未来 剧场版 映画 ギヴン,2020,山口光,矢野奖吾/内田雄马/中泽匡智/江口拓也/浅沼晋太郎,动画/同性,日语,日本,8.2,2844,36.00%,43.80%,17.00%,2.40%,0.80%,1127
84,30207998,白箱 剧场版 劇場版 SHIROBAKO,2020,水岛努,木村珠莉/佳村遥/千菅春香/高野麻美/大和田仁美/佐仓绫音/松风雅也/桧山修之/斋藤宽仁/滨田贤二/山冈百合/米泽圆/叶山郁美/田丸笃志/松本忍/间岛淳司/高梨谦吾/伊藤静/日野麻里/茅野爱衣/沼仓爱美/山川琴美/井泽诗织/小柳基/西地修哉/吉野裕行/小林裕介/中原麻衣/小伏伸之/兴津和幸/滨野大辉/高木涉/铃村健一/汤浅枫/室元气/樱井孝宏/横尾麻里/菅原雅芳/桥本千波/岩田光央/野濑育二/高桥李依/高桥伸也/保村真/小西克幸/江越彬纪/山本格/齐藤次郎/福岛润/庆长佑香/山岸治雄/春日望/金元寿子/菅原慎介/森谷里美/宫田幸季/樱井浩美/楠大典/串山知树/北乡晴规/槙野亘/宫濑尚也/中西正树/山根雅史/石井隆之/玉井勇辉/伊达忠智/Sondo/大地叶/田所阳向/柳田淳一,剧情/喜剧/动画,日语,日本,8.2,2182,33.30%,46.70%,17.40%,1.80%,0.80%,790
87,34945392,致敬幽默大师戴夫·查佩尔专场 22nd Annual Mark Twain Prize for American Humor celebrating: Dave Chappelle,2020,Chris Robinson,大卫·查普尔/阿兹·安萨里/尼尔·布伦南/布莱德利·库珀/摩根·弗里曼/蒂凡尼·哈迪斯/约翰·传奇/洛恩·迈克尔斯,音乐/脱口秀,英语,美国,8.2,405,33.80%,45.10%,19.80%,0.90%,0.30%,114
89,35211703,马修·伯恩《红舞鞋》,2020,马修·伯恩,亚当·库珀/多米尼克·诺斯/Ashley Shaw,剧情,英语,英国,8.1,266,26.20%,52.40%,21.40%,0.00%,0.00%,107
91,34966983,剧场版 骑士龙战队龙装者VS鲁邦连者VS巡逻连者 劇場版 騎士竜戦隊リュウソウジャーvsルパンレンジャーvsパトレンジャー,2020,渡边胜也,一之濑飒/纲启永/小原唯和/伊藤明日阳/工藤遥/奥山和纱 Kazusa Okuyama/滨正悟/结木滉星 Kousei Yuuki/元木圣也 Seiya Motoki/尾碕真花 Ichika Osaki/岸田达也 Tatsuya Kishida/横山凉 Ryo Yokoyama,动作 Action,日语,日本,8.2,76,39.30%,32.80%,26.20%,0.00%,1.60%,17
99,34907408,夏日诗 Summertime,2020,卡洛斯·洛佩斯·埃斯特拉达,19 Get Lit Poets,剧情/喜剧/音乐,英语 / 西班牙语 / 韩语,美国,8.1,187,32.40%,45.50%,19.30%,1.40%,1.40%,101
101,35366863,他她她 The Three,2020,安娜·米利克扬,康斯坦丁·哈宾斯基/维克多利亚·伊萨科娃/尤利娅·别列希尔德,剧情/爱情,俄语,俄罗斯,8,87,28.40%,47.80%,20.90%,3.00%,0.00%,37
101,35366863,他她她 The Three,2020,安娜·米利克扬,康斯坦丁·哈宾斯基/维克多利亚·伊萨科娃/尤利娅·别列希尔德,剧情/爱情,俄语,俄罗斯,8,87,28.40%,47.80%,20.90%,3.00%,0.00%,37
102,35387492,星期天的多明哥 Domingo,2020,Raul Lopez Echeverria,Eduardo Covarrubias/玛尔塔·克劳迪亚·莫雷诺/Jesús Hernández/Fénix Muñoz García/Candelario Perez/弗兰克·罗德里格斯/Rafa Rosas/Francisco Santiago,喜剧,西班牙语,墨西哥,8.1,94,30.30%,47.40%,21.10%,1.30%,0.00%,46
