排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
102,35387492,星期天的多明哥 Domingo,2020,Raul Lopez Echeverria,Eduardo Covarrubias/玛尔塔·克劳迪亚·莫雷诺/Jesús Hernández/Fénix Muñoz García/Candelario Perez/弗兰克·罗德里格斯/Rafa Rosas/Francisco Santiago,喜剧,西班牙语,墨西哥,8.1,94,30.30%,47.40%,21.10%,1.30%,0.00%,46
103,34991021,周六夜现场：汤姆·汉克斯/克里斯·马汀 Saturday Night Live at Home: Tom Hanks Chris Martin,2020,汤姆·汉克斯,汤姆·汉克斯/克里斯·马汀/科林·乔斯特/凯特·麦克金农/迈克尔·彻/拉里·戴维,喜剧,英语,美国,8,79,35.70%,35.70%,23.20%,3.60%,1.80%,36
103,34991021,周六夜现场：汤姆·汉克斯/克里斯·马汀 Saturday Night Live at Home: Tom Hanks Chris Martin,2020,汤姆·汉克斯,汤姆·汉克斯/克里斯·马汀/科林·乔斯特/凯特·麦克金农/迈克尔·彻/拉里·戴维,喜剧,英语,美国,8,79,35.70%,35.70%,23.20%,3.60%,1.80%,36
104,34984305,情热大陆 King gnu篇,2020,常田大希,常田大希/井口理/新井和輝/勢喜遊,,日语,日本,8.1,175,27.90%,52.10%,19.30%,0.70%,0.00%,75
104,34984305,情热大陆 King gnu篇,2020,常田大希,常田大希/井口理/新井和輝/勢喜遊,,日语,日本,8.1,175,27.90%,52.10%,19.30%,0.70%,0.00%,75
105,35048264,凯南·吉尔：此致敬礼 Yours Sincerely Kanan Gill,2020,Neville Shah,凯南·吉尔,喜剧/脱口秀,英语,印度,8.2,173,173,34.30%,25.00%,0.70%,1.40%,70
105,35048264,凯南·吉尔：此致敬礼 Yours Sincerely Kanan Gill,2020,Neville Shah,凯南·吉尔,喜剧/脱口秀,英语,印度,8.2,173,173,34.30%,25.00%,0.70%,1.40%,70
106,35225522,疯狂的生活 Une vie démente,2020,Raphaël Balboni,露西·德拜/Jo Deseure/Jean Le Peltier/Gilles Remiche,剧情/喜剧,法语,比利时,8.1,86,27.50%,47.80%,24.60%,0.00%,0.00%,34
106,35225522,疯狂的生活 Une vie démente,2020,Raphaël Balboni,露西·德拜/Jo Deseure/Jean Le Peltier/Gilles Remiche,剧情/喜剧,法语,比利时,8.1,86,27.50%,47.80%,24.60%,0.00%,0.00%,34
107,33420285,真心半解 The Half of It,2020,伍思薇,莉娅·刘易斯/丹尼尔·迪默/艾丽克西斯·勒梅尔/沃尔夫冈·诺沃格拉茨/邹兆龙/贝琦·安·贝克/恩里克·穆西安诺/麦金太尔·狄克逊/凯瑟琳·科廷/亚历克·廷彻/邦妮·弗兰纳里/泰勒·克罗泽/斯潘塞·沃瓦克/帕特里克·约翰逊/加比·萨默斯/亚历山卓·巴格特/马克·德巴格/乔纳·福尔肯,喜剧/爱情/同性,英语 / 汉语普通话 / 法语,美国,8,133164,27.10%,48.80%,21.70%,2.10%,0.40%,50948
107,33420285,真心半解 The Half of It,2020,伍思薇,莉娅·刘易斯/丹尼尔·迪默/艾丽克西斯·勒梅尔/沃尔夫冈·诺沃格拉茨/邹兆龙/贝琦·安·贝克/恩里克·穆西安诺/麦金太尔·狄克逊/凯瑟琳·科廷/亚历克·廷彻/邦妮·弗兰纳里/泰勒·克罗泽/斯潘塞·沃瓦克/帕特里克·约翰逊/加比·萨默斯/亚历山卓·巴格特/马克·德巴格/乔纳·福尔肯,喜剧/爱情/同性,英语 / 汉语普通话 / 法语,美国,8,133176,27.10%,48.80%,21.70%,2.10%,0.40%,50952
108,34805873,孤味,2020,许承杰,陈淑芳/谢盈萱/徐若瑄/孙可芳/丁宁/陈妍霏/张钧甯/杨一展/张翰/龙劭华/洪胜德/于子育/杨闵/许怀民/庄心瑜/蔡海殷/陈家逵,剧情/家庭,汉语普通话 / 闽南话,中国台湾,8,74168,27.60%,50.00%,19.50%,2.10%,0.70%,28337
109,34982759,玫瑰岛的不可思议的历史 L'incredibile storia dell'isola delle rose,2020,希德尼·希比利亚,埃利奥·杰曼诺/莱昂纳多·利迪/马蒂尔达·德·安杰利斯/汤姆·拉斯齐哈/卢卡·津加雷蒂/法布里齐奥·本蒂沃利奥/弗朗索瓦·克鲁塞/布鲁诺·格里/阿斯卡尼奥·巴尔博/法布里齐奥·隆吉奥内/马尔科·潘克拉齐/克里斯蒂安·斯塔姆/特科·切里奥/费德里科·帕西菲奇/克里斯蒂安·吉内普,喜剧,意大利语 / 法语 / 德语,意大利,8,29085,26.20%,51.20%,20.80%,1.50%,0.40%,10424
109,34982759,玫瑰岛的不可思议的历史 L'incredibile storia dell'isola delle rose,2020,希德尼·希比利亚,埃利奥·杰曼诺/莱昂纳多·利迪/马蒂尔达·德·安杰利斯/汤姆·拉斯齐哈/卢卡·津加雷蒂/法布里齐奥·本蒂沃利奥/弗朗索瓦·克鲁塞/布鲁诺·格里/阿斯卡尼奥·巴尔博/法布里齐奥·隆吉奥内/马尔科·潘克拉齐/克里斯蒂安·斯塔姆/特科·切里奥/费德里科·帕西菲奇/克里斯蒂安·吉内普,喜剧,意大利语 / 法语 / 德语,意大利,8,29086,26.20%,51.10%,20.80%,1.50%,0.40%,10424
110,35307545,德云社郭德纲跨年相声专场北展站 2020,2020,郭德纲,郭德纲/于谦/孟鹤堂/周九良/高峰/郭麒麟/阎鹤祥/孔云龙/岳云鹏/孙越/栾云平,喜剧/戏曲,汉语普通话,中国大陆,7.8,597,22.00%,53.70%,18.30%,6.10%,0.00%,185
110,35307545,德云社郭德纲跨年相声专场北展站 2020,2020,郭德纲,郭德纲/于谦/孟鹤堂/周九良/高峰/郭麒麟/阎鹤祥/孔云龙/岳云鹏/孙越/栾云平,喜剧/戏曲,汉语普通话,中国大陆,7.8,597,22.00%,53.70%,18.30%,6.10%,0.00%,185
112,35195868,玛丽亚·凯莉的奇幻圣诞节特别节目 Mariah Carey's Magical Christmas Special,2020,罗曼·科波拉,玛丽亚·凯莉/爱莉安娜·格兰德/詹妮弗·哈德森/史努比狗狗/蒂凡尼·哈迪斯/米莉·波比·布朗/小莱斯利·奥多姆/比利·艾希纳/米斯蒂·克普兰德/海蒂·克鲁姆/贝特·米德勒/杰梅因·杜普里/Monroe Cannon/Moroccan Cannon/Mykal-Michelle Harris/Anitta,音乐/歌舞/奇幻/冒险,英语,美国,8,564,34.00%,37.00%,24.70%,3.00%,1.40%,203
112,35195868,玛丽亚·凯莉的奇幻圣诞节特别节目 Mariah Carey's Magical Christmas Special,2020,罗曼·科波拉,玛丽亚·凯莉/爱莉安娜·格兰德/詹妮弗·哈德森/史努比狗狗/蒂凡尼·哈迪斯/米莉·波比·布朗/小莱斯利·奥多姆/比利·艾希纳/米斯蒂·克普兰德/海蒂·克鲁姆/贝特·米德勒/杰梅因·杜普里/Monroe Cannon/Moroccan Cannon/Mykal-Michelle Harris/Anitta,音乐/歌舞/奇幻/冒险,英语,美国,8,564,34.00%,37.00%,24.70%,3.00%,1.40%,203
113,35089950,TME live 徐佳莹“放声去热爱”线上演唱会,2020,徐佳莹,徐佳莹,音乐/真人秀,汉语普通话,中国大陆,8,218,17.10%,70.70%,9.80%,2.40%,0.00%,80
114,34970230,了不起的旺达 Wanda mein Wunder,2020,贝蒂娜·奥波利,Gottfried Breitfuss/阿格涅兹卡·格罗乔斯卡/安德烈·容/玛尔特·克勒尔/雅各布·马琛茨/比吉特·米尼希迈尔/Bruno Rajski/Iwo Rajski/安纳托·陶布曼,剧情,德语,瑞士,8,185,20.50%,61.60%,16.60%,1.30%,0.00%,85
115,35315990,两个小男孩 Two Little Boys,2020,Farbod Khoshtinat,Trace Talbot/Asa Germann/Jordan Kyle/Nathaniel Castelo/Luka Kantsebovskiy/Rebecca Ritz,同性/儿童,英语,美国,8,94,24.40%,53.80%,19.20%,2.60%,0.00%,31
116,34845781,鬼灭之刃 剧场版 无限列车篇 劇場版 鬼滅の刃 無限列車編,2020,外崎春雄,花江夏树/鬼头明里/下野纮/松冈祯丞/日野聪/平川大辅/石田彰/樱井孝宏/小西克幸/早见沙织/铃村健一/关智一/杉田智和/森川智之/佐藤利奈/三木真一郎/桑岛法子/本渡枫/大地叶/小原好美/古贺葵/小山力也/丰口惠美/榎木淳弥/伊濑茉莉也/笠间淳/千本木彩花/江口拓也/山村响/广濑裕也/高桥伸也/秋保佐永子/仲村宗悟/中惠光城,动画,日语,日本,7.9,92017,24.50%,48.10%,24.10%,2.90%,0.30%,28124
117,34902639,同学麦娜丝 同學麥娜絲,2020,黄信尧,施名帅/郑人硕/纳豆/刘冠廷/陈以文/王彩桦/潘慧如/洪小铃/朱芷莹/郑宇彤/汤志伟/蓝苇华/林义雄/加藤鹰/陈俊成/黄信尧/庄益增/安乙荞/萧鸿文/韩亚熙/金美满/吴茵茵,剧情/喜剧,闽南语 / 汉语普通话 / 日语,中国台湾,7.9,96513,23.90%,51.40%,22.50%,1.80%,0.40%,34436
118,33400537,我是大哥大 电影版 今日から俺は！！劇場版,2020,福田雄一,贺来贤人/伊藤健太郎/清野菜名/桥本环奈/仲野太贺/柳乐优弥/山本舞香/矢本悠马/若月佑美/柾木玲弥/铃木伸之/猪塚健太/矶村勇斗/佐藤二朗/吉田钢太郎/泉泽祐希/荣信/爱原实花,喜剧,日语,日本,7.9,47708,27.00%,45.00%,24.50%,2.70%,0.70%,14556
119,34967976,我是大哥大 SP 今日から俺は!!SP,2020,福田雄一,贺来贤人/伊藤健太郎/仲野太贺/新川优爱/樱井日奈子/清野菜名/矢本悠马/室毅/佐藤二朗,剧情/喜剧,日语,日本,7.9,20152,26.20%,45.10%,25.80%,2.50%,0.40%,5749
120,34951210,阿依达，你往何处去？ Quo Vadis Aida?,2020,亚斯米拉·日巴尼奇,雅丝娜·杜里契奇/伊兹丁·巴乔维奇/Dino Bajrovic/约翰·海尔登贝格/雷蒙德·提哈瑞/波利斯·伊萨科维奇/埃米尔·哈齐哈夫茨比哥维奇/雷豪特·比瑟马克/特恩·吕伊克斯/Juda Goslinga/耶琳娜·科迪奇·库雷特/厄明·布拉沃/伊迪塔·马洛维奇/米哈·赫尔肖夫/桑内·丹·哈托格/艾莉娜·梅尔彻尔/Emina Muftic/玛利洛·尼佐维奇/露娜·米乔维克/乔万·齐瓦诺维奇/埃尔敏·西贾米贾/Boris Ler/Alban Ukaj,雅丝娜·杜里契奇/伊兹丁·巴乔维奇/Dino Bajrovic/约翰·海尔登贝格/雷蒙德·提哈瑞/波利斯·伊萨科维奇/埃米尔·哈齐哈夫茨比哥维奇/雷豪特·比瑟马克/特恩·吕伊克斯/Juda Goslinga/耶琳娜·科迪奇·库雷特/厄明·布拉沃/伊迪塔·马洛维奇/米哈·赫尔肖夫/桑内·丹·哈托格/艾莉娜·梅尔彻尔/Emina Muftic/玛利洛·尼佐维奇/露娜·米乔维克/乔万·齐瓦诺维奇/埃尔敏·西贾米贾/Boris Ler/Alban Ukaj,塞尔维亚克罗地亚语 / 波斯尼亚语 / 英语 / 荷兰语 / 塞尔维亚语,波黑 / 奥地利 / 罗马尼亚 / 荷兰 / 德国 / 波兰 / 法国 / 挪威 / 土耳其,7.9,7666,21.10%,56.10%,21.00%,1.40%,0.50%,3048
121,34930803,心理测量者3：第一监视者 PSYCHO-PASS サイコパス 3 FIRST INSPECTOR,2020,盐谷直义,梶裕贵/中村悠一/樱井孝宏/宫野真守/堀内贤雄/大塚明夫/诹访部顺一/名冢佳织/泽城美雪/佐仓绫音/日高法子/中博史/矢作纱友里/关智一/野岛健儿/东地宏树/本田贵子/花泽香菜/伊藤静/日笠阳子/清水理沙,动画/犯罪,日语,日本,7.9,2845,28.00%,43.40%,23.70%,3.80%,1.10%,1066
122,35141287,家政夫三田园 特别篇~因为是现在，所以让我制作了新作~ 『家政夫のミタゾノ』特別編～今だから、新作つくらせて頂きました～,2020,宝来忠昭,松冈昌宏/饭丰万理江/伊野尾慧,剧情,日语,日本,8,168,25.00%,50.00%,24.30%,0.00%,0.70%,44
123,35225589,据我所知 Legjobb tudomásom szerint,2020,Nándor Lörincz,Balázs Bodolai/加布里瑞拉·哈默里/Attila Menszátor-Héresz/伊万·芬勇/Artur Szõcs/Renáta Tar/蒂伯·加斯帕尔/亚历山德拉·博尔贝伊/尤莉·贾卡比/József Kádas/Ágnes Máhr/Nagy Viktor/Péter Fancsikai/Balázs Temesvári/Dorottya Moldován,剧情,匈牙利语,匈牙利,7.9,168,15.70%,64.20%,20.10%,0.00%,0.00%,86
124,30323120,酒精计划 Druk,2020,托马斯·温特伯格,麦斯·米科尔森/托玛斯·博·拉森/马格努斯·米兰/拉斯·兰特/玛利亚·邦妮薇/海伦娜·赖因科德·纳曼/苏西·沃德/艾伯特·鲁德贝克·林哈特/弗莱德瑞克·温瑟·拉斯穆森/多尔特·回斯特德/莫滕·桑博/奥勒·杜邦/比尔·克林顿/列昂尼德·伊里奇·勃列日涅夫/让-克洛德·容克/安格拉·默克尔/欧尔班·维克托/尼古拉·萨科齐/鲍里斯·尼古拉耶维奇·叶利钦/Silas Cornelius Van/Martin Greis-Rosenthal/Magnus Sjørup/Aksel Vedsegaard/Gustav Sigurth Jeppesen/Aya Grann,剧情/喜剧,丹麦语 / 瑞典语,丹麦 / 瑞典 / 荷兰,7.8,75460,21.30%,50.20%,26.20%,2.00%,0.30%,28024
125,26871906,灰猎犬号 Greyhound,2020,亚伦·施耐德,汤姆·汉克斯/斯蒂芬·格拉汉姆/伊丽莎白·苏/迈克尔·本茨/罗布·摩根/大卫·马尔登那多/吉米·坦顿/马特·赫尔姆/汤姆·布里特尼/曼努埃尔·加西亚-鲁尔福/特拉维斯·普里兹比尔斯基/杰里米·丹尼尔·麦登/戴文·德鲁伊/特拉维斯·昆汀/威尔·普伦/乔什·维金斯/迈克尔·卡罗洛/凯莱布·J·塔格德/格雷森·拉塞尔/杰夫·阿德勒/戴夫·戴维斯/李·诺里斯/切特·汉克斯/卡尔·格洛斯曼/马修·祖克/B·马丁·威廉姆斯/乔恩·多纳休/伊恩·詹姆斯·科里特/马克西米利安·奥辛斯基/托马斯·克莱舒曼,剧情/战争,英语,美国 / 加拿大 / 中国大陆,7.8,103677,19.20%,53.70%,25.30%,1.60%,0.20%,28585
126,34850598,无声 無聲,2020,柯贞年,陈妍霏/刘子铨/刘冠廷/杨贵媚/太保/张本渝/陈雪甄/金玄彬/范睿修/王士豪/潘亲御/廖钧纬/郑维奕/汪建民,剧情,汉语普通话,中国台湾,7.8,37596,20.00%,53.50%,23.80%,2.20%,0.50%,13600
127,30453095,言语如苏打般涌现 サイダーのように言葉が湧き上がる,2020,石黑恭平,藤间斋/杉咲花/潘惠美/花江夏树/梅原裕一郎/中岛爱/诸星堇/伊藤静/铃木实里/神谷浩史/坂本真绫/内匠靖明/森奈奈子/久川绫/沼仓爱美/柳田淳一/津田英三/所河瞳/佐久间元辉/三轮夏纪/吉富英治/平真纯/杉崎亮/江越彬纪/村上裕哉/小林千晃/真木骏一/大地叶/清水彩香/长谷川育美/贯井柚佳/井上喜久子/山寺宏一,动画,日语,日本,7.8,17249,23.70%,45.60%,27.70%,2.50%,0.50%,7442
128,33446524,剧场 劇場,2020,行定勋,山崎贤人/松冈茉优/宽一郎/伊藤沙莉/井口理/浅香航大/上川周作/大友律/三浦诚己,剧情/爱情,日语,日本,7.8,22107,24.20%,47.30%,24.00%,3.50%,1.10%,10521
129,35087486,黑道与家族 ヤクザと家族,2020,藤井道人,绫野刚/馆博/北村有起哉/尾野真千子/市原隼人/岩松了/丰原功补/矶村勇斗/寺岛忍,剧情/犯罪,日语,日本,7.8,17068,22.20%,49.10%,25.10%,3.00%,0.50%,4980
130,30475125,担保 담보,2020,康大奎,成东日/河智苑/朴昭怡/金熙元,剧情,韩语,韩国,7.8,20197,23.30%,47.50%,26.40%,2.30%,0.50%,7090
131,34851210,孩子不想理解 子供はわかってあげない,2020,冲田修一,上白石萌歌/细田佳央太/千叶雄大/古馆宽治/齐藤由贵/丰川悦司,家庭,日语,日本,7.8,2529,21.30%,49.50%,25.70%,2.80%,0.70%,1407
132,35028505,分租 סאבלט,2020,伊藤·福克斯,约翰·本杰明·西基/尼夫·尼西姆/莉希·科诺夫斯基/米基·凯姆/彼得·斯皮尔斯/塔米尔·金斯堡/加布里埃尔·奥姆里·卢卡斯,剧情/同性,希伯来语 / 英语,以色列 / 美国,7.8,5761,23.80%,45.50%,26.80%,3.30%,0.60%,2323
133,35154333,200米 متر 200,2020,安敏·纳耶费,阿里·苏莱曼/安娜·乌特伯格/Motaz Malhees/Lana Zreik/Gassan Abbas,剧情/冒险,英语 / 希伯来语 / 阿拉伯语,巴勒斯坦 / 意大利 / 卡塔尔 / 瑞典,7.7,551,15.40%,58.50%,24.70%,0.70%,0.70%,217
134,34967933,云上情歌 Clouds,2020,贾斯汀·贝尔杜尼,芬·奥尔格斯/内芙·坎贝尔/塞布丽娜·卡彭特/麦迪森·伊瑟曼/汤姆·艾弗瑞特·斯科特/里尔·莱尔·哈瓦瑞/莎莫·H·豪威尔/薇薇安·安迪克特·道格拉斯/迪兰·埃弗雷特/杰森·玛耶兹/蒂龙·本斯金/Benjamin Eli/Aida Yirga/路易斯·奥利瓦/Morgana Mogent/艾米丽·芭尔多尼/亚尼·金/玛丽莲·迪恩-罗比齐,剧情/音乐,英语,美国,7.7,4982,22.20%,46.90%,27.70%,2.70%,0.60%,2034
135,33406877,漫漫寻子路 Otac,2020,斯尔丹·戈卢博维奇,戈兰·波格丹/波利斯·伊萨科维奇/纳达·萨金/米利卡·詹尼夫斯基/穆哈拉姆·哈姆齐奇/阿吉拉·桑蒂奇/瓦希德·赞科维奇/米兰·马里奇/尼古拉·拉科切维奇/伊兹丁·巴乔维奇,剧情,塞尔维亚语,塞尔维亚 / 法国 / 德国 / 斯洛文尼亚 / 克罗地亚 / 波黑,7.8,5207,15.60%,62.60%,20.30%,1.20%,0.20%,2723
136,35056549,一拳超人 第二季 OVA4 ワンパンマン SEASON2 OVA04 ゲームとライバル達,2020,樱井亲良,古川慎/石川界人/绿川光/松风雅也/安元洋贵,动画,日语,日本,7.8,1007,24.10%,45.80%,27.00%,2.40%,0.60%,147
137,34336025,剧场版 架空OL日记 劇場版 架空OL日記,2020,住田崇,笨蛋节奏/夏帆/佐藤玲/山田真步/三浦透子/沈恩京/坂井真纪/志田未来/石桥菜津美/臼田麻美,剧情/喜剧,日语,日本,7.8,2806,24.90%,45.10%,24.60%,4.10%,1.30%,1238
138,35202354,2020年央视中秋晚会‎ 2020年中央广播电视总台中秋晚会,2020,江疏影,江疏影/孙楠/李宇春/张杰/张信哲/周深/郎朗/秦岚/鹿晗/王祖蓝/王源/沙溢/萨顶顶/韩雪/韩磊/谷建芬/杨坤/廖昌永/解晓东/杨魏玲花/曾毅/张含韵/胡可/吉娜·爱丽丝/王凯/汤非/严当当/褚海辰/伊丽媛/王雅洁/上海彩虹室内合唱团/自得琴社,音乐/歌舞,汉语普通话,中国大陆,7.8,558,31.00%,34.50%,31.00%,0.00%,3.40%,210
139,35126019,开关 スイッチ,2020,月川翔,阿部隆史/松隆子/真岛秀和/石桥静河/中村安奈/岸井雪乃/井之胁海/高畑淳子,剧情,日语,日本,7.8,1333,22.10%,50.60%,25.30%,1.70%,0.40%,453
140,34991568,假面骑士电王 漂亮电王登场 仮面ライダー電王 プリティ電王とうじょう！,2020,中泽祥次郎,秋山莉奈/石丸谦二郎/关俊彦/游佐浩二/寺杣昌纪/铃村健一,,日语,日本,7.8,214,32.10%,31.00%,31.60%,3.20%,2.10%,46
141,33428617,工作与时日 The Works and Days (of Tayoko Shiojiri in the Shiotani Basin),2020,安德斯·艾德斯特罗姆,Tayoko Shiojiri/Hiroharu Shikata/加濑亮/Mai Edström/Kaoru Iwahana/Jun Tsunoda/本木雅弘,剧情,日语 / 英语 / 瑞典语,美国 / 瑞典 / 日本 / 英国,7.8,633,23.40%,46.90%,24.10%,4.80%,0.70%,306
142,35331366,替补演员 Second Team,2020,Ria Pavia,Sally Ann Brooks/Greer Grammer,剧情/喜剧/爱情,英语,美国,7.9,152,26.40%,48.10%,21.70%,3.10%,0.80%,53
143,35212204,宪法与我 What the Constitution Means to Me,2020,玛丽埃尔·海勒,Heidi Schreck/Mike Iveson/Rosdely Ciprian/Thursday Williams,剧情,英语,美国,7.9,135,30.60%,41.70%,18.50%,8.30%,0.90%,53
144,34946135,上帝，你真是个混蛋 Gott du kannst ein Arsch sein,2020,André Erkau,蒂尔·施威格/海克·玛卡琪/麦克斯·胡巴赫/于尔根·福格尔/乔纳斯·霍登里德尔/本诺·菲尔曼/雅斯明·格拉特/迪特玛·贝尔/Mareile Blendl/丹尼斯·莫因/英卡·芙德瑞/Sybille J. Schedwill/Moritz Bäckerling/Nikols Gruber/Sinje Irslinger/Rouven David Israel/Nuala Bauch,剧情/喜剧/爱情,德语,德国,7.8,128,24.80%,46.70%,46.70%,4.80%,4.80%,52
145,24298954,疯狂原始人2 The Croods: A New Age,2020,乔尔·克劳福德,尼古拉斯·凯奇/艾玛·斯通/瑞安·雷诺兹/凯瑟琳·基纳/莱斯利·曼恩/彼特·丁拉基/克拉克·杜克/克萝丽丝·利奇曼/乔安娜·林莉/凯莉·玛丽·陈,喜剧/动画/冒险,英语,美国,7.7,244579,21.00%,46.20%,29.60%,3.00%,0.30%,81639
146,30257787,一秒钟,2020,张艺谋,张译/刘浩存/范伟/余皑磊/张邵勃/李延/于洋/刘云龙/常海军/曹瑞/唐孜悦/李晓川/于滨/王敏萱/宋家琦/杨铁城/王兵,剧情,汉语普通话,中国大陆,7.7,251396,16.40%,53.80%,26.70%,2.50%,0.50%,88173
147,35068230,吉祥如意,2020,大鹏,王吉祥/大鹏/刘陆/王庆丽,剧情/家庭,汉语普通话,中国大陆,7.7,117931,21.20%,47.40%,26.00%,4.20%,1.20%,47512
148,26694926,狼行者 Wolfwalkers,2020,汤姆·摩尔,霍纳·妮芙茜/伊娃·惠塔克/肖恩·宾/西蒙·迈克伯尼/汤米·蒂尔南/玛丽亚·多耶·肯尼迪/乔·肯尼/约翰·莫顿/诺拉·托梅/奥利弗·麦克格拉斯/保罗·杨/文斯·德鲁斯/Gilbert Johnston/Amy Dunne/迈克尔·麦格拉斯/艾伦·斯莱特里/David Thompson,动画/奇幻/冒险,英语,爱尔兰 / 英国 / 卢森堡 / 法国,7.7,34784,18.20%,52.60%,26.90%,2.20%,0.10%,15261
149,34869387,女人的碎片 Pieces of a Woman,2020,凯内尔·穆德卢佐,凡妮莎·柯比/希亚·拉博夫/艾伦·伯斯汀/埃莱扎·施莱辛格/本·萨弗迪/莎拉·斯努克/莫莉·帕克/史蒂文·麦卡锡/蒂龙·本斯金/弗兰克·萧宾/哈里·斯坦德乔夫斯基/多梅尼克·迪罗萨/吉米·费尔斯/朱丽叶特·卡萨格兰德/盖尔·加芬克尔/肖恩·塔克/埃里克·戴维斯,剧情,英语,加拿大 / 匈牙利 / 美国,7.8,25275,17.50%,55.00%,25.40%,1.80%,0.40%,9711
150,27016691,乡下人的悲歌 Hillbilly Elegy,2020,朗·霍华德,艾米·亚当斯/格伦·克洛斯/加布里埃尔·巴索/海莉·贝内特/芙蕾达·平托/博·霍普金斯/欧文·艾斯特罗斯/杰西·C·博伊德/史蒂芬·坤肯/申庚/大卫·德怀尔/桑妮·马布雷/埃德·阿玛特鲁多/大卫·德弗里斯/霍莉·A·莫里斯/布兰登·赫希/大卫·詹森/斯凯拉·丹尼/威廉·麦克·麦库洛/杰森·戴维斯/科里·查普曼/丹尼尔·R·希尔/乔丹·崔威里恩/谢丽尔·霍华德/托尼·瓦德/泰丝·马里斯·金凯德/玛丽·克拉夫特/杰西卡·米塞尔/西德尼·格蕾丝·卡维尔/Morgan Gao/Ethan Suess/Bill Kelly/Jono Mitchell,剧情,英语,美国,7.7,6635,21.50%,46.20%,27.80%,3.70%,0.80%,2811
151,34894678,明日家族 あしたの家族,2020,土井裕泰,宫崎葵/永山瑛太/松坂庆子/松重丰/一路真辉/六平直政/涉谷飞鸟/近藤芳正/田村健太郎/今井朋彦,剧情/家庭,日语,日本,7.7,9941,19.60%,48.50%,29.70%,2.00%,0.20%,4420
152,35159294,太阳之子 خورشید,2020,马基德·马基迪,塔纳兹·塔巴塔巴伊/鲁霍拉·扎马尼/Ali Nassirian/Mohammad Mahdi Mousavifar/Shamila Shirzad/Javad Ezati/Abolfazl Shirzad/Mani Ghafouri/Safar Mohammadi/Ali Ghabeshi/Babak Lotfi Khajepasha,剧情,波斯语,伊朗,7.7,1914,17.20%,54.80%,26.00%,1.60%,0.40%,756
153,35246341,万尼亚舅舅 Uncle Vanya,2020,Ross MacGibbon,托比·琼斯/罗杰·阿拉姆/理查德·阿米蒂奇/艾米·卢·伍德/安娜·考尔德-马歇尔/罗莎琳德·以利亚撒/迪尔巴拉·莫洛伊/彼得·怀特,剧情,英语,英国,7.7,1928,21.30%,48.30%,26.30%,3.30%,0.90%,867
154,34982252,埃舍尔街的红色邮筒 エッシャー通りの赤いポスト,2020,园子温,茉爱罗/藤田朋子/吹越满/小澤真利奈/诹访太朗/鸟羽润/渡边哲,喜剧,日语,日本,7.7,4388,25.60%,40.30%,26.80%,5.50%,1.70%,2066
155,34964138,所言所行 Les Choses qu'on dit les choses qu'on fait,2020,埃马纽埃尔·穆雷,卡梅丽雅·乔丹娜/尼尔斯·施内德/樊尚·马凯涅/艾米莉·德奎恩/珍娜·蒂亚姆/纪尧姆·谷伊/茱莉亚·皮亚彤,爱情,法语,法国,7.7,5540,18.40%,52.00%,26.40%,26.40%,0.60%,2873
156,34453138,第92届奥斯卡颁奖典礼 The 92nd Annual Academy Awards,2020,格伦·维斯,乔治·麦凯/塔伊加·维迪提/蒂莫西·柴勒梅德/辛西娅·艾莉佛/汤姆·汉克斯/基努·里维斯/莎姬·贝兹/奥利维娅·科尔曼/盖尔·加朵/娜塔莉·波特曼/布丽·拉尔森/简·方达/安东尼奥·班德拉斯/希亚·拉博夫/威尔·法瑞尔/萨尔玛·海耶克/拉米·马雷克/伊迪娜·门泽尔/奥斯卡·伊萨克/乔什·加德/佩内洛普·克鲁兹/克里斯汀·韦格/马赫沙拉·阿里/西格妮·韦弗/马克·鲁弗洛/茱莉亚·路易斯-德瑞弗斯/比妮·费尔德斯坦/蕾蓓尔·威尔森/黛安·基顿/林-曼努尔·米兰达/史蒂夫·马丁/克丽丝·梅斯/雷吉娜·金/玛娅·鲁道夫/加奈儿·梦奈/敏迪·卡灵/吴珊卓/斯派克·李/詹姆斯·柯登/凯莉·玛丽·陈/雷·罗马诺/克里斯·洛克/扎克·高察根/乌特卡什·安邦德卡尔/安东尼·拉莫斯/埃尔顿·约翰/兰迪·纽曼/塞尔希奥·巴勃罗斯/松隆子/Maria Lucia Rosenberg/Gisela/埃米纳姆,歌舞/真人秀,英语,美国,7.7,5405,22.50%,47.30%,24.60%,3.40%,2.30%,2889
157,35205638,迈克尔·麦金泰尔：爱秀 Michael McIntyre: Showman,2020,Chris Howe,迈克尔·麦金泰尔,喜剧,英语,美国,7.7,574,23.10%,43.90%,28.50%,4.20%,0.40%,205
158,35158420,一拳超人 第二季 OVA6 ワンパンマン SEASON2 OVA06 ゾンビマン殺人事件2 ~吹雪の山荘と寒がり達~,2020,樱井亲良,古川慎/石川界人/梶裕贵/高山南/樱井孝宏/日野聪/鸟海浩辅/羽多野涉/山本祥太/真野步,动画,日语,日本,7.7,790,24.80%,41.20%,29.70%,3.40%,0.90%,118
