排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
125,34445493,惠特妮·卡明：我能摸摸吗？ Whitney Cummings: Can I Touch It?,2019,惠特妮·卡明,惠特妮·卡明,喜剧/脱口秀,英语,美国,8.3,2000,35.60%,46.90%,15.30%,1.90%,0.30%,776
126,33438459,天使降临到了我身边！ OVA 私に天使が舞い降りた！ OVA,2019,平牧大辅,上田丽奈/指出毬亚/长江里加/鬼头明里/大和田仁美/大空直美/Lynn,喜剧/动画,日语,日本,8.3,759,39.90%,39.90%,16.40%,2.60%,1.00%,116
127,34781681,鎏金的声音 Golden Voices,2019,叶夫根尼·鲁曼,玛丽亚·贝尔金/弗拉基米尔·弗里德曼/伊夫林·哈格尔/乌里·克劳兹纳/伊丽莎白·孔,剧情/喜剧/爱情,俄语 / 希伯来语,以色列,8.3,1033,27.80%,58.40%,12.80%,0.80%,0.10%,441
128,34807129,周六夜现场：菲比·沃勒-布里奇/泰勒·斯威夫特 Saturday Night Live Phoebe Waller-Bridge/Taylor Swift,2019,菲比·沃勒-布里奇,菲比·沃勒-布里奇/泰勒·斯威夫特/马修·布罗德里克,喜剧,英语,美国,8.3,226,40.20%,42.00%,14.90%,0.60%,2.30%,66
129,34940670,不忘初爱 Vivir dos veces,2019,Maria Ripoll,奥斯卡·马丁内兹/茵玛·奎斯塔/Mafalda Carbonell/纳乔·洛佩兹/Isabel Requena/艾娜·克洛特/安东尼奥·瓦雷罗/María Zamora/Hugo Balaguer/Valeria Schoneveld/Lucas Cavataio/Amparo Oltra/Mamen García/Manu Valls/Silvia Valero,剧情,西班牙语,西班牙,8.3,81,31.70%,52.40%,15.90%,0.00%,0.00%,26
130,34879934,凯茜·马斯格雷夫斯圣诞秀 The Kacey Musgraves Christmas Show,2019,Chris Howe,Kacey Musgraves/拉娜德雷/特洛耶·希文/弗莱德·阿米森/佐伊·丹斯切尔/肯多尔·詹娜/詹姆斯·柯登/卡米拉·卡贝欧/丹·列维/里昂·布里奇斯/Louis Waymouth/The Radio City Rockettes/Barbara Musgraves,音乐,英语,美国,8.4,77,34.40%,53.10%,10.90%,0.00%,1.60%,18
131,35075389,唐·璜 Don Giovanni,2019,卡斯珀·霍尔腾（Kasper Holten）,埃尔文·施罗特（Erwin Schrott）,戏曲,意大利语,英国,8.2,70,31.00%,50.00%,19.00%,0.00%,0.00%,32
132,30166972,少年的你,2019,曾国祥,周冬雨/易烊千玺/尹昉/周也/吴越/黄觉/张艺凡/张耀/张歆怡/赵润南/郜玄铭,剧情/爱情/犯罪,汉语普通话,中国大陆 / 中国香港,8.2,1372963,34.20%,46.60%,16.00%,2.10%,1.20%,474138
133,25842038,理查德·朱维尔的哀歌 Richard Jewell,2019,克林特·伊斯特伍德,保罗·沃尔特·豪泽/山姆·洛克威尔/凯西·贝茨/奥利维亚·王尔德/乔恩·哈姆/妮娜·阿里安达/伊恩·戈麦斯/兰德尔·P·海文斯/韦恩·杜瓦尔/亚历克斯·柯林斯/迈克·普涅夫斯基/米切尔·霍格/大卫·莫拉蒂/比利·斯洛特/迪伦·库斯曼/肯德里克·克罗斯/施奎塔·詹姆斯/吉尔-米歇尔·梅里恩/大卫·安/查尔斯·格林/大卫·伦格尔/马洛里·霍夫/罗伯特·廷斯利/约翰·盖蒂尔/本杰明·韦弗/德克斯特·蒂利什/布兰登·斯坦利/瑞安·博兹,剧情/传记/犯罪,英语,美国,8.2,108868,24.80%,60.40%,14.20%,0.50%,0.10%,36444
134,33415943,我失去了身体 J'ai perdu mon corps,2019,杰赫米·克拉潘,维克图瓦尔·杜布瓦/帕特里克·德阿萨姆曹/Hakim Faris,剧情/爱情/动画/奇幻,法语,法国,8.2,26633,29.90%,51.90%,16.70%,1.20%,0.30%,10519
135,30394807,蜡笔小新：新婚旅行飓风之遗失的野原广志 映画クレヨンしんちゃん 新婚旅行ハリケーン ～失われたひろし～,2019,桥本昌和,小林由美子/楢桥美纪/森川智之/兴梠里美/真柴摩利/林玉绪/一龙斋贞友/佐藤智惠/大塚芳忠/银河万丈/大塚明夫/岛崎信长/高濑右光/木村雅史/后藤光祐/佐野康之/悠木碧/楠见尚己/宫田幸季/渡边久美子,喜剧/动画/儿童,日语,日本,8.2,14544,36.10%,42.40%,18.90%,2.10%,0.50%,4062
136,27176742,驭风男孩 The Boy Who Harnessed the Wind,2019,切瓦特·埃加福,切瓦特·埃加福/麦斯威尔·辛巴/Felix Lemburo/Robert Agengo/Fiskan Makawa/莉莉·班达/爱伊莎·玛依卡/Fredrick Lukhere/Hestingzi Phiri/Rophium Banda/Philbert Falakeza/Samson Kambalu/Raymond Ofula/诺玛·杜梅温尼/Lemogang Tsipa/约瑟夫·马塞尔,剧情,阿拉伯语 / 尼昂加语 / 英语,英国 / 马拉维,8.2,20260,30.10%,52.70%,16.20%,0.80%,0.20%,6921
137,30472706,小士兵 Солдатика,2019,维多利亚·范纳西蒂娜,安德烈·安德烈耶夫/维克多·多勃朗拉沃夫/达莉娅·乌苏利亚克,剧情/儿童/战争,俄语,俄罗斯,8.2,5617,30.50%,51.30%,16.50%,1.30%,0.40%,2279
138,35143073,前三 Topp 3,2019,索菲·爱德华松,Eric Ernerstedt/Jonas Jonsson/Caroline Johansson Kuhmunen,爱情/动画/同性,瑞典语,瑞典,8.2,967,33.30%,46.80%,17.40%,2.20%,0.40%,351
139,33377346,霹雳奇幻 西幽玹歌 Thunderbolt Fantasy 西幽玹歌,2019,黄强华,西川贵教/小西克幸/东山奈央/钉宫理惠/新垣樽助/井上喜久子/诹访部顺一,动画/武侠,日语,日本 / 中国台湾,8.2,920,34.80%,43.30%,18.90%,1.30%,1.70%,294
140,34445786,超龄少女 Oh Baby...,2019,Nandini Reddy,萨曼莎·鲁斯·帕布/Rajendra Prasad/Lakshmi,剧情/歌舞/奇幻,泰卢固语,印度,8.2,685,43.50%,31.60%,19.60%,3.50%,1.80%,384
141,30438491,周六夜现场：詹姆斯·麦卡沃伊/Meek Mill Saturday Night Live James McAvoy/Meek Mill,2019,詹姆斯·麦卡沃伊,詹姆斯·麦卡沃伊/米克·米尔/史蒂夫·马丁,喜剧,英语,美国,8.2,210,42.00%,32.10%,21.60%,2.50%,1.90%,70
142,30464548,周六夜现场：约翰·木兰尼/托马斯·瑞德 Saturday Night Live John Mulaney/Thomas Rhett,2019,约翰·木兰尼,约翰·木兰尼/比尔·哈德尔/本·斯蒂勒/Thomas Rhett,喜剧,英语,美国,8.2,95,33.30%,47.20%,16.70%,0.00%,2.80%,32
143,30318116,利刃出鞘 Knives Out,2019,莱恩·约翰逊,丹尼尔·克雷格/安娜·德·阿玛斯/克里斯·埃文斯/杰米·李·柯蒂斯/迈克尔·珊农/唐·约翰逊/托妮·科莱特/勒凯斯·斯坦菲尔德/克里斯托弗·普卢默/凯瑟琳·兰福德/杰登·马泰尔/瑞琪·琳德赫姆/艾迪·帕特森/弗兰克·奥兹/K·卡兰/诺阿·西甘/M·埃梅特·沃尔什/玛琳娜·福特/劳尔·卡斯提洛/雪莉·罗德里格斯/约瑟夫·高登-莱维特/加布里埃尔·洛莱斯,剧情/喜剧/悬疑/犯罪,英语 / 西班牙语,美国,8.1,742160,26.40%,54.70%,17.60%,1.10%,0.20%,206054
144,33417030,悲惨世界 Les Misérables,2019,拉吉·利,达米安·勃纳尔/亚历克西斯·曼蒂/贾布里勒·宗加/伊萨·佩里卡/阿尔-哈桑·利/史蒂夫·蒂英楚/阿尔玛梅·卡诺特/尼扎·本·菲特玛/让娜·巴利巴尔/亚历山大·皮科特/罗曼·加夫拉斯/Raymond Lopez/Luciano Lopez/Jaihson Lopez/Sana Joachaim/Lucas Omiri/Rocco Lopez,剧情/犯罪,法语 / 班巴拉语,法国,8.1,53698,26.30%,55.80%,15.60%,1.50%,0.70%,20590
145,33404726,小委托人 어린 의뢰인,2019,张圭声,李东辉/柳善/高素熙/徐正妍/元贤俊/崔明彬/李柱原/李娜拉/郑浚远/李玄均/李智勋/李路云/李春/郑熙泰,剧情/犯罪,韩语,韩国,8.1,56583,28.60%,49.70%,19.60%,1.80%,0.30%,17309
146,30371818,好梦一日游 La belle époque,2019,尼古拉斯·贝多斯,丹尼尔·奥特伊/吉约姆·卡内/多莉亚·蒂利耶/芬妮·阿尔丹/皮埃尔·阿迪提/德尼·波达利德斯,剧情/喜剧/爱情,法语,法国 / 比利时,8.1,31348,27.30%,52.70%,18.20%,1.50%,0.40%,12743
147,30241102,行骗天下JP：浪漫篇 コンフィデンスマンJP,2019,田中亮,长泽雅美/东出昌大/小日向文世/竹内结子/三浦春马/江口洋介/小手伸也/织田梨沙/前田敦子/小栗旬/佐津川爱美/冈田义德/生濑胜久,喜剧/悬疑,日语,日本,8.1,53611,30.40%,47.90%,19.70%,1.70%,0.40%,16875
148,34906732,在京都小住 ちょこっと京都に住んでみた。,2019,吉见拓真,木村文乃/近藤正臣,剧情/家庭,日语,日本,8.1,22085,31.00%,46.80%,20.00%,1.80%,0.30%,9462
149,34608294,再见，妈妈 Thưa mẹ con đi,2019,郑霆黎明,岭清/武田家辉/红桃/阮清秀/阮黄娇贞/红映/苏邓氏善/Thi Kieu Trinh Nguyen/Linh Ha/Thanh Tu Nguyen/黎公煌/有义/Thanh Ha Mai/阮黄蝶,剧情/爱情/同性,越南语 / 英语,越南,8.1,18046,30.90%,48.00%,19.10%,1.70%,0.40%,8127
150,5327156,被涂污的鸟 Nabarvené ptáče,2019,瓦茨拉夫·马尔豪尔,彼得·科特拉尔/斯特兰·斯卡斯加德/哈威·凯特尔/巴里·佩珀/朱利安·山德斯/乌多·基尔/阿列克谢·克拉夫琴科/提姆·卡尔克霍夫/Jitka Cvancarová/Antonín Masek/Petr Vanek/Pavel Kríz/Denisa Pfauserová/Irena Máchová/莱赫·德布里克/彼得·斯塔赫/Radim Fiala/Milan Simácek,剧情/战争,捷克语 / 德语 / 俄语 / 斯拉夫共通语,捷克 / 斯洛伐克 / 乌克兰,8.1,10653,30.00%,50.40%,17.00%,2.10%,0.50%,4654
151,27186368,希望沟壑 Hope Gap,2019,威廉姆·尼克尔森,安妮特·贝宁/比尔·奈伊/乔什·奥康纳/艾莎·哈特/瑞恩·麦肯/乔·西特罗/萨莉·罗杰斯/尼古拉斯·本恩斯/史蒂文·佩西/德伦·利滕/罗斯·基冈/芬·贝内特/尼古拉斯·布兰/乔纳森·奇塔姆/杰森· 莱恩斯/乔尔·麦克科马克/妮妮特·芬奇,剧情/爱情,英语,英国,8.1,8079,28.20%,52.70%,17.60%,1.20%,0.30%,3771
152,34909282,钱信伊：亚洲笑星闹美国 Ronny Chieng: Asian Comedian Destroys America,2019,Sebastian DiNatale,钱信伊,喜剧/脱口秀,英语,美国,8.1,7006,27.90%,52.80%,17.50%,1.50%,0.30%,2560
153,30411557,最好的尚未到来 Le Meilleur reste à venir,2019,亚历山大·德·拉·巴特里耶,法布莱斯·鲁奇尼/帕特里克·布鲁尔/季奈布·特里基/帕斯卡·艾比约/玛丽·纳博恩/让-马利·文灵/安德烈·马尔孔/蒂埃里·戈达尔/玛蒂娜·加西亚/塞巴斯蒂安·皮埃尔/菲利普·雷西蒙/拉贾特·卡普尔/玛丽·朱莉·鲍普/杨一琳/阿黛尔·辛法尔/丽露·弗格利/塞莉亚·黛安/阿米莉娜·利穆西,剧情/喜剧,法语,法国 / 比利时,8.1,5013,27.30%,51.30%,19.60%,1.40%,0.30%,2378
154,34938169,天 赤木茂葬礼篇,2019,二宫崇,岸谷五朗/古川雄辉/绪方义博/的场浩司/吉田荣作/相岛一之/山口祥行/田中要次/星田英利/金子升/永岡卓也,,日语,日本,8.2,272,41.60%,33.30%,18.70%,4.60%,1.80%,80
155,34834554,点点星光,2019,谢德炬,朱英瑞/钟炜锋/李荣欢/李荣乐/赖宣治,剧情/儿童/运动,汉语普通话 / 粤语,中国大陆,8.1,776,41.20%,38.20%,5.90%,11.80%,2.90%,320
156,33980443,课间休息,2019,董劼,盛利铭/董劼/徐昕鼎/吴彦修,剧情,汉语普通话,中国大陆,8.2,651,36.90%,40.50%,18.00%,3.60%,0.90%,228
157,34865547,私人叙述员 The Narrator,2019,Julia Trofimova,,,英语,美国,8.1,172,24.70%,55.50%,18.50%,0.70%,0.70%,44
158,35230930,山本耀司~超越时空的黑~ ヨウジヤマモト～時空を超える黒～,2019,山本耀司,山本耀司,,日语,日本,8.1,149,31.50%,44.90%,19.70%,3.10%,0.80%,48
159,5265135,千子2 センコロール コネクト,2019,宇木敦哉,花泽香菜/下野纮/木村良平/森谷里美/高森奈津美/赤羽根健治,剧情/动画,日语,日本,8.1,2236,31.70%,45.50%,19.80%,2.20%,0.80%,785
160,30443191,咕噜米的眼睛 Gloomy Eyes,2019,Jorge Tereso,科林·法瑞尔,动画,英语,法国,8,172,28.60%,48.60%,20.00%,2.10%,0.70%,89
161,33477284,乔·科伊：热辣登场 Jo Koy: Comin' in Hot,2019,Shannon Hartman,Jo Koy,喜剧/脱口秀,英语,美国,8.1,451,29.60%,48.80%,18.60%,2.50%,0.50%,146
162,33431749,英国皇家歌剧院：浮士德 Royal Opera House Live Cinema Season 2018/19: Faust,2019,David McVicar,Michael Fabiano/Erwin Schrott/Irina Lungu/Stéphane Degout/Marta Fontanals-Simmons/Carole Wilson/Germán E Alcántara/Dan Ettinger/Royal Opera Chorus/Orchestra of the Royal Opera House,音乐,法语,英国,8.1,117,29.70%,46.20%,23.10%,1.10%,0.00%,50
165,30419895,鼬鼠的蛮荒故事 El cuento de las comadrejas,2019,胡安·何塞·坎帕内利亚,格拉谢拉·博尔赫斯/奥斯卡·马丁内兹/路易斯·布兰多尼/卢兹·西普里奥塔/克拉拉·拉戈/Marcos Mundstock/Ayelén Dotti/Alex Scott/Manuel Martínez Sobrado/Nicolás Francella/Maru Zapata/Anwar Yoma/Nicolás Fiore/Adriana Garibaldi/Dana Gabriela Basso/Marcela Cristina Morales,剧情/喜剧,西班牙语,阿根廷 / 西班牙,8.1,320,28.60%,49.60%,19.90%,0.80%,1.10%,101
166,35231919,尼克·格里芬：开心点 Nick Griffin: Cheer Up,2019,Scott Moran,Nick Griffin,喜剧,英语,美国,8,74,35.60%,35.60%,23.70%,5.10%,0.00%,25
167,26348103,小妇人 Little Women,2019,格蕾塔·葛韦格,西尔莎·罗南/艾玛·沃森/弗洛伦丝·皮尤/伊莱扎·斯坎伦/劳拉·邓恩/蒂莫西·柴勒梅德/梅丽尔·斯特里普/鲍勃·奥登科克/詹姆斯·诺顿/路易·加瑞尔/克里斯·库珀/崔西·莱茨/艾比·奎因/萨沙·弗若洛娃/莉莉·恩格勒特/爱德华德·弗莱彻/杰妮·霍蒂谢尔/多梅尼克·阿尔迪诺/汤姆·斯特拉特福/托马斯·马里亚诺/哈德莉·罗宾逊/杰米·加扎里安,剧情/爱情,英语,美国,8,420075,26.20%,49.60%,21.60%,2.40%,0.30%,151579
168,26709258,罗小黑战记,2019,木头,山新/郝祥海/刘明月/曹云图/叮当/图特哈蒙/杨凝/陈思宇/李璐/邢凯新/李铫/高枫/沈念如/瞳音/李兰陵/林帽帽/叶知秋/张恩泽/闫夜桥/李轻扬/赵小双/艾索/木头,动作/动画/奇幻,汉语普通话,中国大陆,8,486812,32.30%,42.20%,21.60%,3.30%,0.70%,173900
169,34825976,白蛇传·情,2019,张险峰,曾小敏/文汝清/朱红星/王燕飞,剧情/爱情/戏曲,粤语,中国大陆,8,47949,25.70%,51.80%,20.00%,2.10%,0.40%,22776
170,26715636,地久天长,2019,王小帅,王景春/咏梅/齐溪/王源/杜江/艾丽娅/徐程/李菁菁/赵燕国彰,剧情/家庭,汉语普通话,中国大陆,8,338392,28.00%,46.50%,21.70%,3.10%,0.70%,119366
171,27002635,唐顿庄园 Downton Abbey,2019,迈克尔·恩格勒,米歇尔·道克瑞/休·博纳维尔/伊丽莎白·麦戈文/玛吉·史密斯/艾美达·斯丹顿/塔彭丝·米德尔顿/马修·古迪/凯特·菲利普斯/艾伦·里奇/琼安·弗洛加特/索菲 麦希拉/劳拉·卡尔迈克尔/斯蒂芬·坎贝尔·莫尔/爱丽丝·麦卡锡/杰拉丁妮·詹姆斯/马克斯·布朗/马克·阿蒂/拉奎尔·卡西迪/罗伯·詹姆斯-克里尔/吉姆·卡特/哈利·海顿-佩顿/菲利斯·洛根/布兰登·柯伊尔/佩内洛普·威尔顿/苏珊·林奇/大卫·海格/西蒙·琼斯/莱斯利·尼科尔/凯文·道尔/詹姆斯·卡特莱特/安德鲁·哈维尔/佩里·菲茨帕特里克/菲利普·斯波/丽琪达·卡里/纪尧姆·里瓦德/查理·沃森/阿什莉·劳埃德/达伦·斯特兰奇/尼克·欧文福特/乔纳森·奇塔姆/迈克尔·福克斯,剧情,英语,英国 / 美国,8,89938,27.50%,46.80%,23.10%,2.30%,0.30%,32974
172,30372377,续命之徒：绝命毒师电影 El Camino: A Breaking Bad Movie,2019,文斯·吉里根,亚伦·保尔/乔纳森·班克斯/马特·琼斯/查尔斯·贝克/托德·特里/朱莉·珀尔/格雷戈里·史蒂文·索里兹/拉里·哈金/杰西·普莱蒙/汤姆·鲍尔/格洛里亚·桑多瓦尔/泰丝·哈珀/迈克尔·博夫舍维尔/丹妮尔·托德斯科/斯科特·麦克阿瑟/斯科特· 谢泼德/玛拉·吉布斯/罗伯特·福斯特/布兰登·萨克斯顿/戴维·马特/凯文·兰金/布莱恩·科兰斯顿/约翰尼·奥蒂斯/克里斯滕·里特,剧情/惊悚/犯罪,英语,美国,8,71825,32.00%,41.70%,22.60%,3.00%,0.80%,20860
173,26952994,马丁·伊登 Martin Eden,2019,皮耶特罗·马切罗,卢卡·马里内利/杰西卡·塞西/文森佐·内莫拉托/马克·莱昂纳蒂/丹妮丝·萨迪斯科/卡门·波梅拉/卡洛·切基/奥蒂莉亚·拉涅利/伊丽莎白·瓦尔古/彼得罗·拉古萨/萨维诺·帕帕雷拉/文琴察·莫迪卡/查士丁尼·阿尔皮/朱塞佩·伊利亚诺/佩佩·马吉奥/毛里齐奥·多纳多尼/加埃塔诺·布鲁诺/阿涅洛·阿雷纳/琪娅拉·弗兰西妮/里纳特·希什马塔林,剧情,意大利语 / 那不勒斯语 / 法语,意大利 / 法国 / 德国,8,14295,24.70%,52.40%,20.70%,1.80%,0.40%,5944
174,34436407,轮到你了 特别篇 あなたの番です 特別編,2019,小室直子,原田知世/田中圭/浅香航大/皆川猿时,剧情/悬疑,日语,日本,8,27626,28.00%,46.80%,21.80%,2.50%,0.90%,6495
175,30367682,寅次郎的故事：欢迎归来 男はつらいよ お帰り 寅さん,2019,山田洋次,渥美清/倍赏千惠子/吉冈秀隆/后藤久美子/前田吟/池胁千鹤/夏木真理/浅丘琉璃子/美保纯/佐藤蛾次郎/出川哲朗/滨田麻里/桥爪功/Tamahei Hayashiya/北山雅康/小林稔侍/松野太纪/樱田日和/笹野高史/竹山隆范/Sôtarô Tanaka/立川志らく/富田望生,剧情/喜剧,日语,日本,8,3043,26.70%,49.10%,21.50%,2.00%,0.70%,1323
176,30163821,心理测量者SS2：第一卫士 PSYCHO-PASS サイコパス Sinners of the System Case.2「First Guardian」,2019,盐谷直义,东地宏树/有本钦隆/浅野真澄/寺杣昌纪/大原沙耶香/关智一/野岛健儿/石田彰/伊藤静/泽城美雪/本田贵子/花泽香菜/佐仓绫音,动作/动画/犯罪,日语,日本,8,3401,27.10%,49.50%,21.20%,1.50%,0.60%,876
177,34430315,凯瑟琳·赖恩：耀眼如初 Katherine Ryan: Glitter Room,2019,Linda Mendoza,凯瑟琳·赖恩,喜剧,英语,美国,8,896,29.40%,45.40%,22.20%,2.50%,0.50%,259
178,30425723,新网球王子 BEST GAMES!! 乾・海堂vs宍戸・凤/大石・菊丸vs柳生・仁王 テニスの王子様 BEST GAMES!! 乾・海堂 vs 宍戸・鳳／大石・菊丸 vs 仁王・柳生,2019,川口敬一郎,近藤孝行/高桥广树/津田健次郎/喜安浩平/楠田敏之/浪川大辅/增田裕生/津田英佑/皆川纯子/置鲇龙太郎/甲斐田幸/川本成/小野坂昌也/诹访部顺一/木内秀信/保志总一朗/鹤冈聪/楠大典/竹本英史/森久保祥太郎,动画,日语,日本,8,330,34.80%,34.40%,27.60%,2.50%,0.70%,52
179,30464816,蚂蚁 Fourmi,2019,朱利安·罗贝侬,弗朗索瓦·达密安/玛勒姆·帕坎/安德烈·杜索里埃/露德温·塞尼耶/利蒂希亚·多施/Sébastien Chassagne,剧情/喜剧,法语,法国,8,268,30.10%,45.20%,21.00%,3.70%,0.00%,71
180,30459693,角落小伙伴：魔法绘本里的新朋友 映画 すみっコぐらし とびだす絵本とひみつのコ,2019,万球,井之原快彦,动画,日语,日本,8,1037,33.50%,40.00%,22.10%,2.50%,1.80%,425
181,30427294,"加布里埃尔·伊格莱西亚斯：老少咸宜秀 Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,Manny Rodriguez,Gabriel Iglesias,喜剧/脱口秀,英语,美国,8,548,31.00%,40.90%,24.70%,3.10%,0.20%,176
182,34454797,阿兹·安萨里：此时此刻 Aziz Ansari: Right Now,2019,斯派克·琼斯,阿兹·安萨里,喜剧,英语,美国,8,731,28.80%,46.80%,20.70%,3.00%,0.70%,269
183,33437362,MetGala大秀 2019,2019,Lady Gaga,Lady Gaga/比利·波特/埃兹拉·米勒/杰瑞德·莱托/席琳·狄翁/刘雯/吴恬敏/艾米莉·布朗特/西尔莎·罗南/凯蒂·派瑞/嘉玛·陈/詹妮弗·洛佩兹/莉莉·柯林斯/李宇春/张艺兴/乔丹·罗兹/卡迪·B/哈里·斯泰尔斯/布莱德利·库珀/塞蕾娜·威廉姆斯/布蕾克·莱弗利/鲍勃·麦基/亚历克斯·罗德里格兹/Valentino/Miuccia Prada/孙菲菲,真人秀,英语,美国,8.1,128,37.90%,37.90%,16.80%,4.20%,3.20%,37
184,34679878,一个父亲的寻肝之路 بيك نعيش,2019,迈赫迪·巴索伊,塞米·鲍亚吉拉/Najla Ben Abdallah/Youssef Khemiri/Noomen Hamda/Slah Msadek/Mohamed Ali Ben Jemaa/Qassine Rawane/Jihed Cherni/Nissaf Bel Hafsia/Karim Kefi/Laroussi Zbidi/Rim Chalbi/Jamila Camara/Amor Jmal/Mabrouk Mahdhaoui,剧情,阿拉伯语 / 法语,突尼斯 / 法国 / 黎巴嫩 / 卡塔尔,7.9,266,30.60%,38.70%,26.90%,3.80%,0.00%,130
185,30399743,安拉的电话 Hamid,2019,Aijaz Khan,Talha Arshad Reshi/拉塞卡·杜加尔,剧情,乌尔都语 / 印地语,印度,8,186,31.10%,43.90%,22.30%,1.40%,1.40%,56
186,27134454,权力的游戏恶搞版 Purge of Kingdoms: The Unauthorized Game of Thrones Parody,2018,Ara Paiaya,卢·弗里基诺/安古斯·麦克菲登/安娜·哈彻森/瑞克尔·林奇/卡罗尔·斯蒂尔/Madison McKinley/Armando Gutierrez/Valentina Novakovic/Adam Lazarus/David Macey/亚当·邦德,喜剧,英语,美国,7.9,116,41.90%,30.20%,17.40%,2.30%,8.10%,30
187,34945362,魔法乐队的夏天 Волшебник,2019,米哈伊尔·莫尔斯科夫,西蒙·特列斯库诺夫/马克西姆·苏卡诺夫/Angelina Strechina,剧情/喜剧,俄罗斯语,俄罗斯,7.9,134,29.70%,42.20%,23.40%,4.70%,0.00%,82
189,26266893,流浪地球,2019,郭帆,吴京/屈楚萧/李光洁/吴孟达/赵今麦/隋凯/屈菁菁/张亦驰/杨皓宇/阿尔卡基·沙罗格拉茨基/李虹辰/杨轶/姜志刚/张欢/雷佳音/宁浩/刘慈欣/郭京飞/王智/张子贤/路阳/张宁/张小北/饶晓志/陶珞依/吴晓亮/龚格尔/郭帆,科幻/冒险/灾难,汉语普通话 / 英语 / 俄语 / 法语 / 日语 / 韩语 / 印尼语,中国大陆,7.9,1765731,35.00%,36.10%,21.30%,4.90%,2.70%,686994
190,26909790,疾速追杀3 John Wick: Chapter 3 - Parabellum,2019,查德·斯塔赫斯基,基努·里维斯/哈莉·贝瑞/劳伦斯·菲什伯恩/安杰丽卡·休斯顿/伊恩·麦柯肖恩/马克·达卡斯考斯/艾莎·凯特·狄龙/兰斯·莱迪克/萨伊德·塔格马奥/杰罗姆·弗林/杰森·曼楚克斯/托拜厄斯·西格尔/博班·马里亚诺维奇/罗宾·泰勒/罗比·德拉费勒/费斯·洛根/雅彦·鲁伊安/兰德尔·杜克·金/袁之正/陈虎/安东尼·帕迪利亚/斯特凡尼娅·马卡洛娃/西尔维奥·西马克/马米·科西科/罗曼·米蒂齐扬/塞塞普·阿里夫·拉赫曼/安妮·比萨比亚/约翰·盖蒂尔,动作/惊悚/犯罪,英语 / 俄语 / 日语 / 意大利语 / 阿拉伯语 / 汉语普通话 / 印度尼西亚语 / 拉丁语,美国,7.9,167527,27.90%,44.00%,23.90%,3.40%,0.80%,45022
191,30225296,柳烈的音乐专辑 유열의 음악앨범,2019,郑址宇,金高银/丁海寅/朴解浚/金国熙/郑幼贞/崔俊英,剧情/爱情,韩语,韩国,7.9,69592,24.90%,47.50%,25.10%,2.20%,0.30%,24586
192,30428914,非凡夏日 Mijn bijzonder rare week met Tess,2019,史蒂文·沃特卢德,桑尼·库普斯·范·乌特伦/约瑟芬·阿伦森/特伯·格里兹玛/珍妮弗·霍夫曼/朱利安·拉斯/特伦斯·舒勒斯/约翰尼斯·基纳斯特/汉斯·达格列特/苏珊·博格尔德/吉多·波勒曼斯,家庭,荷兰语 / 德语,荷兰 / 德国,7.9,6513,21.10%,55.10%,22.10%,1.40%,0.30%,3160
193,30394484,然后我们跳了舞 და ჩვენ ვიცეკვეთ,2019,列万·阿金,列文·格尔巴赫亚尼/巴奇·瓦利什维利/安娜·贾瓦基什维利/格奥尔基·采列捷利/塔马尔·布赫尼卡什维利/玛丽卡·戈吉查什维利/卡卡·戈吉泽/莱万·加布拉瓦/安娜·马克哈泽/尼诺·加比索尼亚/马特·基沙德利/阿莱科·贝加里什维利/沙巴·阿巴希泽/索索·阿布拉米什维利/戴维特·阿布拉泽,剧情/同性,格鲁吉亚语,瑞典 / 格鲁吉亚 / 法国,7.9,12184,21.00%,53.10%,24.10%,1.40%,0.40%,5212
194,27594856,金发男子 Un rubio,2019,马可·伯格,加斯顿·雷/阿方索·巴伦/Malena Irusta/爱林·萨拉斯/Charly Velasco/Justo Calabria/Franco Heiler/Antonia De Michelis/Melissa Falter,剧情/爱情/同性,西班牙语,阿根廷,7.9,14600,25.40%,47.70%,24.00%,2.40%,0.50%,5961
195,30461660,勇者斗恶龙 你的故事 ドラゴンクエスト ユア・ストーリー,2019,山崎贵,佐藤健/有村架纯/波瑠/坂口健太郎/山田孝之/小林剑道/安田显/古田新太/松尾铃木/山寺宏一/井浦新/贺来千香子/吉田钢太郎,动画,日语,日本,7.9,8069,26.20%,45.60%,24.10%,3.30%,0.80%,3506
196,30483639,鲁邦三世：峰不二子的谎言 LUPIN THE IIIRD 峰不二子の嘘,2019,小池健,泽城美雪/栗田贯一/小林清志/浪川大辅/山寺宏一,动画,日语,日本,7.9,3235,26.80%,44.00%,25.60%,3.00%,0.60%,996
197,34806929,比尔·伯尔：纸老虎 Bill Burr: Paper Tiger,2019,Mike Binder,比尔·伯尔,喜剧,英语,美国,7.9,1023,30.60%,43.10%,19.10%,4.30%,2.90%,323
198,33426016,旺达·塞克丝：不正常 Wanda Sykes: Not Normal,2019,琳达·门多萨,旺达·塞克丝,喜剧,英语,美国,7.9,665,26.10%,46.30%,24.60%,2.80%,0.20%,195
