排名,电影id,名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数
87,26315238,玉响完结篇第四部：朝 たまゆら 卒業写真 第4部 朝 あした,2016,佐藤顺一,竹达彩奈/井口裕香/仪武祐子/阿澄佳奈/绪方惠美/葉月絵理乃/松尾佳子/中田让治/茅野爱衣/寿美菜子/广桥凉/大原沙耶香,动画,日语,日本,8.5,177,50.80%,33.10%,10.80%,2.30%,3.10%,35
88,26817087,第70届托尼奖颁奖典礼 The 70th Annual Tony Awards,2016,Glenn Weiss,詹姆斯·柯登/林-曼努尔·米兰达/弗兰克·兰格拉/杰西卡·兰格/小莱斯利·奥多姆/Cynthia Erivo/乔纳森·格罗夫/里德·伯尼/Jayne Houdyshell/Daveed Diggs/芮妮·戈兹贝里/andrew rano/安德鲁·兰内斯/奥普拉·温弗瑞,歌舞/戏曲,英语,美国,8.5,102,41.80%,45.60%,10.10%,0.00%,2.50%,47
89,26818317,文茜大姐大,2016,陈文茜,陈文茜,脱口秀,汉语普通话,中国大陆,8.5,92,53.00%,30.30%,10.60%,1.50%,4.50%,25
90,25934014,爱乐之城 La La Land,2016,达米恩·查泽雷,瑞恩·高斯林/艾玛·斯通/约翰·传奇/罗丝玛丽·德薇特/芬·维特洛克/杰西卡·罗德/水野索诺娅/考莉·埃尔南德斯/J·K·西蒙斯/汤姆·艾弗瑞特·斯科特/米根·费伊/达蒙·冈普顿/贾森·福克斯/乔什·平茨/艾米·科恩/特里·沃尔特斯/汤姆·谢尔顿/信达·亚当斯/克劳丁·克劳迪奥/D·A·瓦拉赫/特雷弗·里斯奥尔/奥莉维亚·汉密尔顿/安娜·查泽雷/马里乌斯·代·弗里斯/妮科尔·库隆/迈尔斯·安德森/约翰·辛德曼/瓦拉里·雷·米勒/基夫·范登·霍伊维尔/佐伊·霍尔/登普西·帕皮恩/辛德拉·车,剧情/爱情/歌舞,英语,美国,8.4,794211,43.10%,37.90%,16.10%,2.20%,0.60%,265542
91,25977027,小姐 아가씨,2016,朴赞郁,金敏喜/金泰梨/河正宇/赵震雄/文素丽/金海淑/李龙女/李东辉/赵恩亨/郑荷昙/金仁宇/金诗恩/高木里奈,剧情/悬疑/情色/同性,韩语 / 日语,韩国,8.4,386729,38.50%,45.60%,14.40%,1.20%,0.30%,106243
92,26844922,杰出公民 El ciudadano ilustre,2016,加斯顿·杜帕拉特,奥斯卡·马丁内兹/达迪·布列瓦/安德丽娅·弗里杰里奥/诺拉·纳瓦斯/曼努埃尔·维森特/马塞洛·丹德烈亚/贝伦·沙瓦纳/古斯塔沃·加尔松/朱利安·拉基尔·泰拉里尼/艾玛·里维拉/尼古拉斯·德·特蕾西/丹尼尔·卡尔吉曼/亚历克西斯·洛佩兹·科斯塔/莱昂纳多·穆里亚/佩德罗·罗斯,剧情/喜剧,西班牙语,阿根廷 / 西班牙,8.4,91955,36.30%,49.40%,12.80%,1.10%,0.30%,29638
93,26586432,契克 Tschick,2016,法提赫·阿金,特里斯坦·勾贝尔/阿南德·巴特比勒格/阿妮娅·文德尔/尤斯蒂娜·洪普夫/保罗·布舍/杰罗姆·赫汤蒙/麦克斯·克鲁格/乌多·萨梅尔/安雅·施耐德/纳丁·杜布瓦/亨宁·佩克/乌韦·博姆/卡特琳娜·珀罗简/萨米·苏瑞泽尔/尤利乌斯·费尔斯伯格/海伦娜·西格蒙德-舒尔茨/克劳迪亚·盖斯勒-巴丁/马克·霍泽曼/尼科尔·默西迪丝·穆勒/亚历山大·谢尔/弗雷德里克·坎普特/凯·伊沃·保利兹,剧情/喜剧,德语,德国,8.4,49223,37.10%,48.30%,13.60%,0.90%,0.20%,17905
94,26616719,弗兰兹 Frantz,2016,弗朗索瓦·欧容,皮埃尔·尼内/葆拉·贝尔/恩斯特·施托兹/玛丽·格鲁伯/约翰·冯·比罗/安东·范·卢克/谢丽埃勒·克莱尔/阿丽斯·德·朗克桑/阿克塞尔·旺克/赖纳·埃格/赖纳·希尔贝斯奈德/梅林·罗斯,剧情/爱情/历史/战争,法语 / 德语,法国 / 德国,8.4,38829,35.00%,50.70%,13.20%,0.80%,0.20%,15821
95,26877406,"名侦探柯南：章节ONE 变小的名侦探 名探偵コナン エピソード ""ONE"" 小さくなった名探偵",2016,山本泰一郎,山口胜平/高山南/山崎和佳奈/林原惠美/绪方贤一/小山力也/高岛雅罗/岩居由希子/高木涉/大谷育江/茶风林/千叶一伸/堀之纪/立木文彦/小山茉美/井上喜久子/池田秀一/一城美由希/玉川纱己子/松井菜樱子/富田耕生/松冈文雄/一柳美留/田中秀幸/岛本须美/小松未可子/安井邦彦/秋元羊介/佐藤蓝/三户耕三/白石凉子/天野由梨/河原木志穗/石川英郎/百百麻子/浦山迅/伊东健人,动画/悬疑,日语,日本,8.4,19972,39.90%,42.80%,15.60%,1.30%,0.40%,5035
96,26705744,我们的故事,2016,梁智强,陈丽贞/李国煌/萨米·优素夫/陈俊铭/王雷/黄晶晶/廖永谊/薛素丽/黎沸挥/程旭辉/苏海米,剧情/喜剧/家庭,汉语普通话 / 闽南语 / 马来语 / 英语,新加坡,8.4,11575,36.00%,47.70%,14.90%,1.10%,0.30%,4288
97,26352306,诗无尽头 Poesía sin fin,2016,亚历桑德罗·佐杜洛夫斯基,亚当·佐杜洛夫斯基/布朗提思·佐杜洛夫斯基/莱安德鲁·托布/帕梅拉·弗洛雷斯/亚历桑德罗·佐杜洛夫斯基/Jeremias Herskovits/Julia Avendaño/Bastián Bodenhöfer/卡洛琳卡尔森/Ali Ahmad Sa'Id Esber/Kaori Ito/Carlos Leay/Hugo Marín/Felipe Pizarro Sáenz De Urtury/Felipe Ríos,剧情/传记/奇幻,西班牙语 / 法语 / 英语,智利 / 日本 / 法国 / 英国,8.4,8320,39.70%,42.80%,14.80%,2.10%,0.70%,3405
98,26384493,以女儿之名 Au nom de ma fille,2016,文森特·贾洪,丹尼尔·奥特伊/塞巴斯蒂安·科赫/玛丽-乔西·克罗兹/克里斯特尔·科尼尔/利拉-萝丝·吉尔贝蒂/艾玛·贝松/克里斯蒂安·米厄特克/塞尔日·费拉德/弗雷德·培森/皮埃尔·布雷尔,剧情/传记,法语 / 德语 / 英语,法国 / 德国,8.4,29519,33.00%,54.00%,12.30%,0.70%,0.10%,11331
99,26584763,少爷 坊っちゃん,2016,铃木雅之,二宫和也/松下奈绪/古田新太/八岛智人/山本耕史/及川光博/岸部一德/宫本信子/又吉直树/鹫尾真知子/佐藤浩市/浅野优子/小林薰,剧情/喜剧,日语,日本,8.4,20928,37.80%,46.10%,14.80%,1.10%,0.20%,7774
100,26616436,我们的世界 우리들,2016,尹佳恩,崔秀英/薛惠茵/李秀仁/康敏琼,剧情/儿童,韩语,韩国,8.4,27513,34.10%,51.90%,13.00%,0.80%,0.20%,11645
101,27600925,卡斯特纳与小星期二 Kästner und der kleine Dienstag,2016,沃尔夫冈·穆尔恩贝格,弗洛里安·大卫·菲茨/Nikolaus Barton/Hans Löw/Katharina Lorenz/莎斯琪亚·罗森道尔,剧情,德语,德国 / 奥地利,8.4,7886,32.90%,52.80%,13.30%,0.90%,0.10%,2997
102,4925418,伤物语1：铁血篇 傷物語Ⅰ 鉄血篇,2016,新房昭之,神谷浩史/坂本真绫/堀江由衣/樱井孝宏,喜剧/动作/爱情/动画/奇幻,日语,日本,8.4,9250,44.50%,36.70%,15.30%,2.50%,1.00%,2027
103,26939903,亚瑟王传奇 La Légende du Roi Arthur,2016,David Alexis,Charlie Boisseau/Fabien Incardona/David Alexis/Charlie Boisseau/Fabien Incardona,爱情/歌舞,法语,法国,8.4,2575,37.80%,47.30%,13.60%,1.30%,0.00%,949
104,26772765,制造快乐 Make Happy,2016,博·伯翰,博·伯翰,喜剧,英语,美国,8.5,1231,48.10%,32.40%,14.80%,3.90%,0.90%,484
105,26675621,亚人2：冲突 亜人 第2部 衝突,2016,濑下宽之,宫野真守/细谷佳正/樱井孝宏/大塚芳忠/小松未可子/平川大辅/洲崎绫/木下浩之/福山润/小山力也/久保田民绘/野川雅史/藤卷大悟/吉野裕行/铃村健一/宫崎敦古/矢野正明/中村章吾/森川智之/齐藤壮马/坂本真绫/梶裕贵,剧情/动画/悬疑/惊悚,日语,日本,8.4,3482,38.90%,45.60%,13.40%,1.40%,0.70%,355
106,26947604,饿的时候 口不择言 Gabriel Iglesias: I'm Sorry for What I Said When I Was Hungry,2016,加布里埃尔·伊格莱西亚斯 Gabriel Iglesias,加布里埃尔·伊格莱西亚斯,喜剧,英语,美国,8.4,564,42.30%,40.60%,14.00%,1.80%,1.30%,143
107,25964200,亨利六世：第二部分 Henry VI  Part 2,2016,多米尼克·库克,本尼迪克特·康伯巴奇/安德鲁·斯科特/凯莉·霍威/本·丹尼尔斯/汤姆·斯图里奇/苏菲·奥康内多/詹姆斯·弗雷特/本·迈尔斯/菲比·福克斯/安东·莱瑟/杰森·沃特金斯/阿德里安·敦巴/斯坦利·汤森德,剧情/历史,英语,英国,8.4,2244,36.60%,48.50%,14.00%,0.60%,0.30%,478
108,26855006,彩虹小马：小马国女孩之森林传奇 My Little Pony: Equestria Girls – Legend of Everfree,2016,Ishi Rudell,塔拉·斯特朗/Rebecca Shoichet/Ashleigh Ball/Andrea Libman/Tabitha St. Germain/Cathy Weseluck,喜剧/动画/歌舞/家庭/奇幻,英语,美国,8.4,647,46.70%,31.50%,19.00%,1.70%,1.00%,102
109,26774016,星之人 planetarian ～星の人～,2016,津田尚克,铃木惠子/小野大辅/櫛田泰道/滝知史/佐藤利奈/筱塚胜/福沙奈恵/日笠阳子/津田美波/石上静香/桑原由气/竹口安芸子/大木民夫,动画,日语,日本,8.4,1387,42.80%,38.10%,16.30%,2.20%,0.70%,297
110,27102775,灵魂舞者 Te Ata,2016,内森·弗兰库斯基,考莉安卡·基尔彻/吉尔·伯明翰/格雷厄姆·格林/麦肯齐·阿斯丁/布里吉德·布拉纳福/辛迪·皮克特/汤姆·诺维茨基/Jenni Mabrey/Marissa Skell/Boriana Williams/Don Taylor/Robert Ousley/Gordon Fox/Zac Abbott/盖尔·克罗纳奥尔,剧情/历史,英语,美国,8.4,144,33.10%,53.20%,12.10%,1.60%,0.00%,48
111,27200761,青梅竹马 Vir die Voëls,2016,昆汀·克罗格,西蒙·诺特曼/弗朗西斯·雅各布斯/Elize Cawood,爱情,南非语,南非,8.4,740,40.40%,43.20%,13.90%,1.40%,1.20%,247
112,26631354,妄想学生会2 OAD5 生徒会役員共* OAD5,2016,金泽洪充,浅沼晋太郎/日笠阳子/佐藤聪美/矢作纱友里/下田麻美/田村睦心/斋藤千和/小见川千明/日野未步/新井里美/小林优,喜剧/动画,日语,日本,8.4,426,43.00%,39.20%,15.50%,1.80%,0.60%,46
113,26765248,出包王女Darkness OAD8 To LOVEる -とらぶる- ダークネス OAD8,2016,大槻敦史,渡边明乃,动画,日语,日本,8.4,277,47.80%,30.50%,17.70%,2.70%,1.30%,25
114,26874169,乔·罗根：一触即发 Joe Rogan: Triggered,2016,Anthony Giordano,Joe Rogan,喜剧,英语,美国,8.4,260,45.50%,36.50%,14.70%,0.90%,2.40%,76
115,33454974,哆啦A梦生日SP：天才大雄的飞船游乐园 ドラえもん誕生日スペシャル 「天才のび太の飛行船ゆうえんち」,2016,善聪一郎,水田山葵/大原惠美/嘉数由美/木村昴/关智一/藤本千秋/加藤英美里/龙田直树/石冢运升/铃村健一/三石琴乃/菊本平/冈田荣美/二又一成/高户靖广,动画,日语,日本,8.4,153,43.20%,40.00%,13.60%,2.40%,0.80%,19
116,30304458,无罪,2016,董玲,王洛勇/尤勇智/胡明/王政/桑宗忠,剧情,汉语普通话,中国大陆,8.4,807,41.30%,40.80%,15.60%,1.70%,0.60%,283
117,20472723,漂泊者 OAD ドリフターズ OAD,2016,鈴木健一,中村悠一/内田直哉/斋贺光希/宫本充/伊藤加奈惠/樱井孝宏,动画,日语,日本,8.4,372,36.00%,47.10%,15.50%,1.40%,0.00%,83
118,30278557,人生最棒的旅程 Adios Amigos,2016,Albert Jan van Rees,Lieke-Rosa Altink/Klara Anic Kaliger/Erika Cederqvist,剧情,荷兰语,荷兰,8.4,185,42.50%,37.50%,16.90%,1.90%,1.30%,45
119,27085572,阿尔梅达剧院现场：理查三世 Almeida Theatre Live: Richard III,2016,鲁伯特·古尔德,拉尔夫·费因斯/瓦妮莎·雷德格雷夫/David Annen/Joseph Arkley/Tom Canton/Daniel Cerquiera/Simon Coates/苏珊·恩格尔,,英语,英国,8.4,255,37.40%,46.80%,15.30%,0.00%,0.50%,78
120,26724840,2016辽宁卫视春节联欢晚会,2016,尹琪,六小龄童/周华健/朴载相/郭冬临/宋小宝/张靓颖,歌舞/真人秀,英语 / 汉语普通话 / 韩语,中国大陆,8.5,565,52.60%,24.70%,18.20%,1.60%,2.90%,148
121,26874167,道格·斯坦霍普：哪都不如家 Doug Stanhope: No Place Like Home,2016,道格·斯坦霍普,道格·斯坦霍普,喜剧,英语,美国,8.3,194,36.10%,46.90%,15.60%,0.70%,0.70%,58
122,26893499,李尔王 Royal Shakespeare Company: King Lear,2016,Gregory Doran,Romayne Andrews/Antony Byrne/Eke Chukwu/James Clyde/James Cooney/Bethan Cullinane/Marième Diouf/Jenny Fennessy/Kevin Golding/Marcus Griffiths/Nia Gwynne/Oliver Johnstone/Byron Mondahl/Theo Ogundipe/Antony Sher/Natalie Simpson/Clarence Smith/David Troughton/Graham Turner/Ewart James Walters/Kelly Williams,剧情,英语,英国,8.3,185,36.60%,45.80%,15.50%,1.40%,0.70%,68
123,26844219,天堂弗莱明 Le Ciel Flamand,2016,Peter Monsaert,Sara Vertongen/维姆·维莱特/Esra Vandenbussche/Ingrid De Vos/Isabelle van Hecke/Tom Ternest/Naima Rodric/塞尔日·拉里维埃尔/马蒂亚斯·赛苏,剧情,荷兰语 / 法语,比利时,8.5,121,46.00%,39.00%,11.00%,2.00%,2.00%,43
124,26757819,魔法使光之美少女！奇迹的变身！莫夫伦天使！ 映画 魔法つかいプリキュア! 奇跡の変身! キュアモフルン!,2016,三冢雅人,高桥李依/堀江由衣/早见沙织/斋藤彩夏/樱井敏治/石井真/名冢佳织/金田晶/吉冈麻耶/桥本巳奈美/山本祥太/藤沼建人/朝井彩加/高桥孝治/多田好/新井里美/凤芳野/内田夕夜/浪川大辅,动画,日语,日本,8.3,80,45.70%,32.90%,15.70%,2.90%,2.90%,24
125,25921812,驴得水,2016,周申,任素汐/大力/刘帅良/裴魁山/阿如那/韩彦博/卜冠今/王堃/高阳/苏千越/麦亚瑟/王峰,剧情/喜剧,汉语普通话,中国大陆,8.3,850286,38.50%,43.10%,14.90%,2.60%,0.90%,217804
126,25983044,比利·林恩的中场战事 Billy Lynn's Long Halftime Walk,2016,李安,乔·阿尔文/加内特·赫德兰/克里斯汀·斯图尔特/范·迪塞尔/李淳/麦肯兹·利/史蒂夫·马丁/克里斯·塔克/本·普拉特/阿图罗·卡斯特罗/亚斯特罗/博·纳普/伊斯梅尔·克鲁斯·科尔多瓦/巴尼·哈里斯/布鲁斯·麦金农/迪尔德丽·罗夫乔/劳拉·兰迪/艾伦·丹尼尔/兰迪·冈萨雷斯/蒂姆·布雷克·尼尔森,剧情/战争,英语,美国 / 英国 / 中国大陆,8.3,367828,36.40%,45.40%,16.30%,1.60%,0.30%,107572
127,26416603,萨利机长 Sully,2016,克林特·伊斯特伍德,汤姆·汉克斯/艾伦·艾克哈特/劳拉·琳妮/杰瑞·费拉拉/安娜·冈/奥图姆·瑞瑟/霍特·麦克卡兰尼/克里斯·鲍尔/杰米·谢尔丹/安·库萨克/莫莉·哈根/马克斯·阿德勒/萨姆·亨廷顿/韦恩·巴斯楚普/维勒莉·玛哈菲,剧情/传记,英语,美国,8.3,321172,30.20%,55.10%,14.00%,0.60%,0.00%,81136
128,26362351,濑户内海 セトウツミ,2016,大森立嗣,池松壮亮/菅田将晖/中条彩未/铃木卓尔/宇野祥平/冈山天音,剧情/喜剧,日语,日本,8.3,94290,35.50%,46.40%,15.90%,1.70%,0.40%,36768
129,26653676,我是布莱克 I  Daniel Blake,2016,肯·洛奇,戴夫·琼斯/海莉·斯奎尔斯/莎伦·佩尔西/布莱恩娜·尚恩/迪伦·麦基尔南/娜塔利·安·杰米森/史蒂芬·克雷格/哈瑞特·构斯特/李丹/米奇·麦格雷戈/大卫·莫瑞/茱莉·尼科尔森/杰姆斯·赫普沃思,剧情,英语,英国 / 法国 / 比利时,8.3,29988,32.90%,51.20%,14.50%,1.10%,0.20%,12424
130,26420626,约翰之子 Le fils de Jean,2016,菲利普·里奥雷,皮埃尔·德隆尚/加布里埃尔·阿坎德/凯瑟琳·德·莱恩/玛丽-塞雷斯·福廷/皮埃尔 - 伊夫·卡迪纳尔/帕特里克·伊冯/丽露·莫罗-尚帕涅/米拉·莫罗-尚帕涅/霍腾瑟·蒙桑容/罗马妮·波尔塔伊/提默泽·冯·道普/马丁·拉罗什/让-皮埃尔·安德烈尼/艾曼纽·迪普伊,剧情/家庭,法语 / 英语,法国 / 加拿大,8.3,12800,32.10%,53.30%,13.70%,0.60%,0.20%,5131
131,26878605,我们的故事2,2016,梁智强,陈丽贞/李国煌/王雷/陈俊铭/萨米·优素夫/廖永谊/薛素丽/苏海米,剧情/喜剧/家庭,闽南语 / 汉语普通话 / 马来语 / 泰米尔语,新加坡,8.4,7829,36.90%,46.20%,15.00%,1.50%,0.40%,2739
132,26881114,沃伦 Wołyń,2016,沃伊切赫·斯玛若夫斯基,米卡丽娜·拉巴克斯/阿尔卡迪乌什·雅库比克/沃西尔·沃西尔利克/阿德里安·扎仁巴/伊莎贝拉·库纳/雅采克·布拉茨亚克/玛丽亚·索博辛斯卡/奥列桑德·兹巴拉斯基/佛罗德米尔·普罗塔西尤克/奥维克桑德尔·彻舍洛夫/莱赫·德布里克/罗曼·斯勾勒斯基/扎卡尔杰斯斯·马斯齐因斯基/米哈尔·加多姆斯基/加布里埃拉·穆斯卡拉/托马什·萨普里克,剧情/历史/战争,乌克兰语 / 波兰语 / 俄语 / 德语,波兰,8.3,26970,34.80%,48.10%,14.90%,1.60%,0.50%,10019
133,26713504,酒神小姐 죽여주는 여자,2016,李在容,尹汝贞/全茂松/尹启相,剧情/传记,韩语,韩国,8.3,23499,30.00%,54.90%,14.00%,0.90%,0.20%,8545
134,27073192,吹玻璃的人 Die Glasbläserin,2016,Christiane Balthasar,Luise Heyer/玛丽亚·艾维克/弗兰茨·丁达/Dirk Borchardt/罗伯特·格维斯戴克/Max Hopp/Ute Willing/乔安娜·比顿宾德/Jesse D'Lane/Karel Hermánek Jr./托马斯·齐林斯基,剧情,德语,德国,8.3,386,35.00%,44.90%,19.20%,0.30%,0.60%,111
135,30161284,德云社乙未年封箱庆典2016,2016,郭德纲,郭德纲/于谦/岳云鹏/孙越/阎鹤祥/张鹤伦/孟鹤堂/张云雷/朱云峰,,汉语普通话,中国大陆,8.3,413,39.20%,41.90%,16.60%,0.60%,1.80%,48
136,26707481,亚人3：冲戟 亜人 第3部 衝戟,2016,濑下宽之,宫野真守/樱井孝宏/福山润/大塚芳忠/平川大辅/小松未可子/木下浩之/吉野裕行/细谷佳正/洲崎绫/铃村健一/森川智之/坂本真绫/齐藤壮马,剧情/动画/悬疑/惊悚,日语,日本,8.3,2189,37.40%,44.30%,15.30%,2.00%,1.00%,245
137,27144969,阿松SP 赛马轶事 おそ松さん おうまでこばなし,2016,松原秀,樱井孝宏/中村悠一/神谷浩史/福山润/小野大辅/入野自由/远藤绫/铃村健一/国立幸,动画,日语,日本,8.3,454,34.50%,46.30%,17.10%,1.80%,0.30%,61
138,26823868,吉姆·杰弗里斯：蠢上天 Jim Jefferies: Freedumb,2016,吉姆·杰弗里斯,吉姆·杰弗里斯,喜剧,英语,美国,8.2,456,34.50%,44.80%,17.40%,2.70%,0.50%,102
139,26707482,出包王女Darkness OAD7 To LOVEる -とらぶる- ダークネス OAD7,2016,大槻敦史,渡边明乃/丰崎爱生/福圆美里/日高里菜,动画,日语,日本,8.4,286,45.70%,32.90%,17.90%,1.30%,2.10%,25
140,26710250,阿松3.5话 おそ松さん 第3.5話 松汁/童貞なヒーロー,2016,藤田陽一,櫻井孝宏/中村悠一/神谷浩史/福山潤/小野大輔/入野自由,喜剧/动画,日语,日本,8.3,477,40.30%,38.90%,18.90%,1.10%,0.80%,77
141,26730639,女神异闻录3 剧场版 第四章 冬日重生 PERSONA3 THE MOVIE #4 Winter of Rebirth,2016,田口智久,石田彰/丰口惠美/鸟海浩辅/田中理惠/绿川光/能登麻美子/坂本真绫/绪方惠美/中井和哉/神奈延年/小野坂昌也/山本兼平/私市淳/佐藤聪美/浅野真澄/种崎敦美/野岛健儿/前田爱/三浦祥朗/小松由佳/高桥伸也/福沙奈恵/田之中勇,动画,日语,日本,8.3,509,40.40%,37.70%,19.40%,2.00%,0.50%,134
142,26890949,小戏骨：补锅,2016,高翔,陶冰蓝/钟奕儿/肖杨博涵,喜剧/音乐/儿童,汉语普通话,中国大陆,8.3,439,45.10%,37.70%,9.40%,1.90%,5.80%,111
143,26834125,落潮 Falling Tide,2016,程宁,,动画,英语,美国,8.3,327,34.30%,45.10%,19.40%,1.10%,0.00%,92
144,26873559,警察蜀黍批斗大会 Jeff Ross Roasts Cops,2016,杰夫·鲁斯,杰夫·鲁斯,喜剧,英语,美国,8.3,191,33.90%,50.00%,13.70%,0.80%,1.60%,38
146,26747828,越冬的露易丝 Louise en hiver,2016,让-弗朗索瓦·拉吉奥,Dominique Frot,动画,法语,法国 / 魁北克,8.3,1207,34.80%,49.50%,14.10%,1.00%,0.50%,410
147,26887047,纪实72小时 欢迎来到名古屋的复古咖啡馆 ドキュメント72時間  名古屋 レトロ喫茶へようこそ,2016,川栄李奈,川栄李奈,,日语,日本,8.3,329,32.60%,53.30%,13.20%,0.40%,0.40%,71
148,26722070,第五十届超级碗 Super Bowl 50,2016,John Fox / Gary Kubiak,Cameron Newton/佩顿·曼宁,运动,英语,美国,8.3,139,40.00%,41.10%,15.60%,2.20%,1.10%,37
149,26877458,乌龙派出所特别篇2016：THE FINAL 两津勘吉最后的一天 こちら葛飾区亀有公園前派出所 THE FINAL 両津勘吉 最後の日,2016,情野誠人（フジテレビ）,ラサール石井/森尾由美/宫本充/佐山陽規,动画,日语,日本,8.3,125,42.10%,34.70%,20.00%,2.10%,1.10%,20
150,25855071,初恋这首情歌 Sing Street,2016,约翰·卡尼,福迪亚·瓦尔什-匹罗/露西·宝通/杰克·莱诺/马克·麦克肯纳/艾丹·吉伦/凯尔·布拉德利·唐纳森/凯莉·桑顿/莉迪亚·麦吉尼斯/玛丽亚·多耶·肯尼迪/康纳·汉密尔顿/卡尔·赖斯/伊安·肯尼/本·卡罗兰/波西·钱布卡/基思·麦克利恩/唐·威彻利/德斯·基奥治/基安·墨菲/玛塞拉·普伦基特/维拉·纽尔布维/托尼·多伊尔/彼得·坎皮恩,剧情/爱情/音乐,英语 / 法语 / 拉丁语,爱尔兰 / 英国 / 美国,8.2,113960,31.40%,49.60%,17.50%,1.40%,0.10%,41875
151,26666177,杀戮都市：O GANTZ:O,2016,佐藤敬一,小野大辅/市道真央/郭智博/早见沙织/池田秀一/津嘉山正种/小野坂昌也/津田健次郎/小川辉晃/吉田尚纪/梶裕贵,动作/科幻/动画,日语,日本,8.2,50821,34.80%,43.70%,18.30%,2.60%,0.70%,14145
152,7065334,金矿 Gold,2016,斯蒂芬·加汉,马修·麦康纳/埃德加·拉米雷兹/布莱丝·达拉斯·霍华德/寇瑞·斯托尔/托比·凯贝尔/比尔·坎普/约书亚·哈尔托/蒂莫西·西蒙斯/格雷格·T·尼尔森/梅肯·布莱尔/亚当·勒费弗/弗兰克·伍德/迈克尔·兰德斯/巴威石·帕特尔/瑞切尔·泰勒,剧情/惊悚/冒险,英语,美国,8.2,39402,28.30%,53.80%,16.80%,0.90%,0.10%,9606
153,26215216,将来的事 L'avenir,2016,米娅·汉森-洛夫,伊莎贝尔·于佩尔/安德烈·马尔孔/罗曼·科兰卡/爱迪丝·斯考博/伊莉斯·洛蒙,剧情,法语 / 德语 / 英语,法国 / 德国,8.2,51016,30.00%,53.00%,15.80%,1.10%,0.20%,21111
154,26438851,生日卡片 バースデーカード,2016,吉田康弘,桥本爱/中村苍/须贺健太/中山裕介/宫崎葵/安藤玉惠/木村多江/黑田大辅/清水伸/田中圭/洞口依子/谷原章介/新津知世/筱川桃音,剧情/爱情,日语,日本,8.2,15621,30.80%,49.20%,18.60%,1.20%,0.20%,6331
155,26887890,小戏骨：白蛇传,2016,潘礼平,陶奕希/周芷莹/刘戴恩/钟奕儿/陈禹衡/李俊豪/李欣怡/罗自豪/李平波/喻峰/彭楚雅/胡轶珂/陈荣达/姚雯嘉,剧情/儿童/古装,汉语普通话,中国大陆,8.3,15961,39.90%,40.00%,15.80%,2.30%,2.00%,7661
156,30306597,黄金宝藏 Golden Treasure,2016,Uranchimeg Urtnasan,Erdenetsetseg Bazarragchaa/Mendbayar Dagvadorj/Tuvshinjargal Sukh-Ochir/Enkhtuya Tangad/Erdnetsetseg Bazarragchaa/Uranchimeg Urtnasan/Erdenebat Yarinpil/Uyanga Ayanga/Damdin Sovd/Zolzaya Gantur/Naran-Khuslen Bor,剧情/动作/爱情,蒙古语,蒙古,8.2,6225,32.00%,49.30%,17.10%,1.30%,0.30%,2546
157,26282454,游戏王：次元的黑暗面 遊☆戯☆王 THE DARK SIDE OF DIMENSIONS,2016,桑原智,风间俊介/津田健次郎/花泽香菜/日野聪/斋藤真纪/高桥广树/菊池英博/竹内顺子/松本梨香/林遣都/小林剑道/おたけ/太田博久/斉藤慎二,剧情/动画/奇幻/冒险,日语,日本,8.2,5577,39.60%,36.00%,19.20%,3.90%,1.20%,1941
158,26755982,敞开的门 The open door,2016,Marina Seresesky,阿谢尔·埃特塞安迪亚/玛尔·萨乌拉/卡门·马奇,剧情,西班牙语,西班牙,8.2,780,25.50%,60.80%,12.30%,0.80%,0.60%,195
159,26885427,伊凡王子与百变公主 Ivan Tsarévitch et la Princesse Changeante,2016,米歇尔·欧斯洛,朱利安·贝朗米斯/马里内·格里泽/伊夫·巴萨克,动画,法语,法国,8.2,3277,28.40%,54.10%,16.40%,1.00%,0.10%,1614
160,26754101,克罗地亚宪法 Ustav Republike Hrvatske,2016,拉伊科·格尔利奇,内博伊沙·格洛戈瓦茨/德扬·阿西莫维奇/克塞尼娅·马林科维奇/博兹达尔·斯密贾尼克/玛拉登·赫仁/玛蒂贾·希吉尔/兹登科·杰尔克/罗伯特·乌格里纳/泽利科·科尼斯内特/伊莲娜·乔瓦诺娃/卢卡·德拉季奇/达丽娅·洛伦西/泽利科·杜夫尼亚克,剧情/喜剧/同性,克罗地亚语,克罗地亚 / 捷克 / 斯洛文尼亚 / 马其顿,8.2,2807,28.10%,56.00%,14.80%,0.90%,0.20%,1312
161,26869124,最忆是杭州,2016,张艺谋,廖昌永/赵聪,歌舞,汉语普通话,中国大陆,8.2,2182,38.20%,42.70%,14.30%,2.40%,2.40%,796
162,26708151,血腥女王：伊丽莎白和玛丽 Bloody Queens: Elizabeth and Mary,2016,Renny Bartlett,,剧情/历史,英语,英国,8.2,64,24.00%,66.00%,8.00%,0.00%,2.00%,20
